Team,Over Record,Over %,Under %,Total +/-
Queens,27-12-2,69.2%,30.8%,+4.5
NC-Asheville,65-39-2,62.5%,37.5%,+2.9
Idaho St,199-124-6,61.6%,38.4%,+3.6
Grd Canyon,48-30-0,61.5%,38.5%,+3.4
Le Moyne,19-12-0,61.3%,38.7%,+2.7
Buffalo,143-94-4,60.3%,39.7%,+4.5
North Dakota,118-79-1,59.9%,40.1%,+2.9
Belmont,60-41-1,59.4%,40.6%,+4.1
Incar Word,72-50-2,59.0%,41.0%,+3.3
Neb Omaha,112-80-0,58.3%,41.7%,+3.1
Mercyhurst,7-5-0,58.3%,41.7%,+4.0
S Dakota St,74-53-1,58.3%,41.7%,+3.2
Harvard,112-82-1,57.7%,42.3%,+3.2
Youngs St,177-132-1,57.3%,42.7%,+4.0
Samford,147-110-2,57.2%,42.8%,+2.8
Delaware St,92-69-1,57.1%,42.9%,+2.9
Central Ark,84-63-2,57.1%,42.9%,+3.0
Lipscomb,62-47-2,56.9%,43.1%,+4.7
SIU Edward,121-92-2,56.8%,43.2%,+1.7
Gard-Webb,67-51-2,56.8%,43.2%,+3.2
E Tenn St,80-61-2,56.7%,43.3%,+0.8
Portland St,141-108-2,56.6%,43.4%,+2.8
New Orleans,119-92-2,56.4%,43.6%,+2.5
UTSA,113-88-2,56.2%,43.8%,+2.1
Kentucky,104-81-2,56.2%,43.8%,+1.1
TX A&M-Com,32-25-0,56.1%,43.9%,+5.0
Northeastrn,147-115-4,56.1%,43.9%,+1.0
Weber St,116-91-3,56.0%,44.0%,+2.1
N Colorado,122-96-2,56.0%,44.0%,+3.4
SC Upstate,88-70-0,55.7%,44.3%,+0.9
Auburn,149-119-3,55.6%,44.4%,+2.3
UCSD,30-24-1,55.6%,44.4%,+4.5
Hampton,75-60-1,55.6%,44.4%,+0.7
Missouri St,155-124-2,55.6%,44.4%,+2.0
SE Missouri,172-138-6,55.5%,44.5%,+2.8
U Mass,168-135-3,55.5%,44.6%,+2.2
Boise St,122-98-4,55.5%,44.6%,+3.0
Bellarmine,41-33-1,55.4%,44.6%,+2.1
N Florida,67-54-4,55.4%,44.6%,+2.0
Loyola-MD,129-104-6,55.4%,44.6%,+2.1
WI-Milwkee,155-125-2,55.4%,44.6%,+1.5
Florida Intl,174-141-2,55.2%,44.8%,+1.5
Oral Roberts,96-78-1,55.2%,44.8%,+1.0
TX Southern,65-53-3,55.1%,44.9%,+2.9
N Carolina,120-98-1,55.1%,45.0%,+2.5
W Georgia,11-9-0,55.0%,45.0%,+0.2
Maine,78-64-2,54.9%,45.1%,+0.7
Oakland,106-87-2,54.9%,45.1%,+3.0
Drake,139-115-6,54.7%,45.3%,+1.7
Baylor,116-96-3,54.7%,45.3%,+2.3
BYU,105-87-3,54.7%,45.3%,+2.3
Nevada,115-96-2,54.5%,45.5%,+2.1
Wofford,122-102-4,54.5%,45.5%,+2.0
Utah Valley,57-48-1,54.3%,45.7%,+0.2
CS Bakersfld,70-59-0,54.3%,45.7%,+2.4
Providence,154-130-3,54.2%,45.8%,+2.3
S Utah,130-110-3,54.2%,45.8%,+1.7
Troy,147-125-7,54.0%,46.0%,+1.5
Mississippi,155-132-6,54.0%,46.0%,+2.7
Arkansas St,150-128-2,54.0%,46.0%,+2.9
Montana,103-88-3,53.9%,46.1%,+2.3
Wyoming,167-143-4,53.9%,46.1%,+1.4
Iowa St,146-125-7,53.9%,46.1%,+1.6
Geo Mason,135-116-0,53.8%,46.2%,+1.4
Quinnipiac,87-75-1,53.7%,46.3%,+4.3
W Virginia,139-120-5,53.7%,46.3%,+2.1
Boston Col,176-152-4,53.7%,46.3%,+1.8
IPFW,90-78-5,53.6%,46.4%,+2.4
Alcorn St,68-59-0,53.5%,46.5%,+2.7
Colorado St,144-125-4,53.5%,46.5%,+2.2
Stetson,78-68-1,53.4%,46.6%,+1.5
Duquesne,164-143-3,53.4%,46.6%,+2.1
Morgan St,71-62-0,53.4%,46.6%,+1.0
IL-Chicago,182-159-0,53.4%,46.6%,+1.7
Marquette,127-111-1,53.4%,46.6%,+2.4
Richmond,141-124-2,53.2%,46.8%,+1.2
Delaware,158-139-2,53.2%,46.8%,+1.3
W Kentucky,118-104-7,53.2%,46.9%,+2.1
Ohio,127-112-5,53.1%,46.9%,+2.2
Austin Peay,144-127-7,53.1%,46.9%,+3.6
Bowling Grn,163-144-3,53.1%,46.9%,+1.2
Rhode Island,146-129-2,53.1%,46.9%,+1.0
Hofstra,122-108-4,53.0%,47.0%,+1.7
NJIT,70-62-0,53.0%,47.0%,+0.2
W Michigan,159-141-4,53.0%,47.0%,+0.3
Dayton,115-102-4,53.0%,47.0%,+2.2
WI-Grn Bay,151-134-3,53.0%,47.0%,+1.3
Nicholls,46-41-0,52.9%,47.1%,+2.4
South Dakota,92-82-0,52.9%,47.1%,+1.9
Hsn Christian,74-66-1,52.9%,47.1%,+4.1
VCU,93-83-2,52.8%,47.2%,+0.8
Navy,66-59-1,52.8%,47.2%,-1.5
