Team,Over Record,Over %,Under %,Total +/-
W Georgia,4-0-0,100.0%,0.0%,+8.1
S Indiana,20-11-0,64.5%,35.5%,+3.6
Miss Val St,24-15-1,61.5%,38.5%,+1.5
Holy Cross,65-41-3,61.3%,38.7%,+0.9
Hsn Christian,45-29-2,60.8%,39.2%,+4.2
New Orleans,95-62-2,60.5%,39.5%,+3.2
TX-Pan Am,51-34-3,60.0%,40.0%,+0.7
Mercyhurst,7-5-0,58.3%,41.7%,+2.8
Bucknell,85-62-3,57.8%,42.2%,+2.8
McNeese St,67-49-1,57.8%,42.2%,+1.5
Howard,56-41-0,57.7%,42.3%,+3.1
E Washingtn,178-132-2,57.4%,42.6%,+3.2
E Illinois,120-89-4,57.4%,42.6%,+2.7
Oral Roberts,132-98-2,57.4%,42.6%,+3.6
South Dakota,108-81-5,57.1%,42.9%,+4.1
Wake Forest,221-168-4,56.8%,43.2%,+2.9
Santa Clara,180-137-3,56.8%,43.2%,+2.7
Oakland,152-117-4,56.5%,43.5%,+2.5
Radford,84-65-1,56.4%,43.6%,+2.2
Idaho,125-97-0,56.3%,43.7%,+1.0
San Jose St,99-77-2,56.3%,43.8%,+2.3
Abl Christian,71-56-2,55.9%,44.1%,+1.7
Ball St,155-123-3,55.8%,44.2%,+2.2
UCSD,34-27-3,55.7%,44.3%,+1.4
North Dakota,93-74-2,55.7%,44.3%,+2.4
High Point,75-60-3,55.6%,44.4%,+2.4
Fla Atlantic,140-112-2,55.6%,44.4%,+2.1
Denver,142-114-2,55.5%,44.5%,+1.1
Kennesaw St,51-41-2,55.4%,44.6%,+1.2
Montana St,159-128-0,55.4%,44.6%,+2.3
Weber St,198-163-4,54.9%,45.2%,+1.3
Longwood,68-56-4,54.8%,45.2%,+0.9
Gard-Webb,75-62-2,54.7%,45.3%,+1.1
Prairie View,60-50-2,54.6%,45.5%,+0.2
VMI,61-51-1,54.5%,45.5%,+1.7
SE Missouri,121-102-2,54.3%,45.7%,+2.8
IU Indy,83-70-0,54.3%,45.8%,+3.5
Pepperdine,128-108-3,54.2%,45.8%,+2.0
Boston Col,170-144-9,54.1%,45.9%,+0.9
St. Thomas,33-28-1,54.1%,45.9%,+2.2
Chicago St,27-23-0,54.0%,46.0%,+2.4
N Colorado,139-119-5,53.9%,46.1%,+1.7
N Dakota St,141-121-3,53.8%,46.2%,+1.2
NW State,57-49-3,53.8%,46.2%,+3.2
UTSA,79-68-1,53.7%,46.3%,+2.2
Campbell,72-62-1,53.7%,46.3%,+1.1
Neb Omaha,81-70-3,53.6%,46.4%,+2.3
Morgan St,59-51-5,53.6%,46.4%,+2.1
SC Upstate,52-45-0,53.6%,46.4%,+1.0
Coastal Car,82-71-0,53.6%,46.4%,+2.4
IPFW,128-111-4,53.6%,46.4%,+1.1
Delaware,145-126-2,53.5%,46.5%,+1.6
Charlotte,169-147-8,53.5%,46.5%,+1.5
W Michigan,158-138-2,53.4%,46.6%,+2.0
Lafayette,56-49-4,53.3%,46.7%,+0.9
Lindenwood,16-14-1,53.3%,46.7%,+0.8
W Carolina,138-121-1,53.3%,46.7%,+1.9
Dayton,237-208-4,53.3%,46.7%,+0.1
N Arizona,128-113-1,53.1%,46.9%,+2.2
Auburn,190-168-1,53.1%,46.9%,+1.1
Montana,201-179-4,52.9%,47.1%,+1.0
Bradley,174-155-3,52.9%,47.1%,0.0
Toledo,183-163-1,52.9%,47.1%,+1.9
Grd Canyon,92-82-2,52.9%,47.1%,-0.3
Iowa,221-197-5,52.9%,47.1%,+2.0
Providence,199-178-5,52.8%,47.2%,+1.0
TX El Paso,190-170-3,52.8%,47.2%,+1.1
TX Southern,87-78-0,52.7%,47.3%,+2.3
Iowa St,198-178-5,52.7%,47.3%,+1.4
Colgate,90-81-1,52.6%,47.4%,+0.5
GA Southern,147-133-2,52.5%,47.5%,+0.5
WI-Grn Bay,158-143-4,52.5%,47.5%,+1.2
Stetson,55-50-2,52.4%,47.6%,+2.0
Indiana St,165-150-5,52.4%,47.6%,+0.6
Purdue,265-241-5,52.4%,47.6%,+1.1
Oregon St,144-131-1,52.4%,47.6%,+0.4
UNLV,226-206-6,52.3%,47.7%,+1.2
Youngs St,125-114-3,52.3%,47.7%,+1.2
