Team,Over Record,Over %,Under %,Total +/-
Le Moyne,17-9-0,65.4%,34.6%,+0.5
Queens,31-20-1,60.8%,39.2%,+0.8
New Orleans,138-93-2,59.7%,40.3%,+2.2
Idaho St,195-132-6,59.6%,40.4%,+4.6
Miss Val St,90-61-1,59.6%,40.4%,+3.9
W Georgia,10-7-0,58.8%,41.2%,+1.8
TX A&M-Com,34-24-0,58.6%,41.4%,+3.5
North Dakota,132-99-1,57.1%,42.9%,+2.3
UCSD,37-28-3,56.9%,43.1%,+5.7
Gard-Webb,92-70-2,56.8%,43.2%,+3.0
Grd Canyon,85-65-0,56.7%,43.3%,+1.0
SE Missouri,200-153-6,56.7%,43.3%,+3.5
Oakland,155-119-4,56.6%,43.4%,+2.6
Coppin St,82-63-1,56.6%,43.5%,+1.7
NC-Asheville,85-66-5,56.3%,43.7%,+2.0
NC State,188-147-4,56.1%,43.9%,+1.8
SIU Edward,131-103-4,56.0%,44.0%,+0.4
High Point,81-64-2,55.9%,44.1%,+3.1
Weber St,208-165-4,55.8%,44.2%,+1.9
S Indiana,30-24-0,55.6%,44.4%,+2.4
Neb Omaha,101-81-1,55.5%,44.5%,+2.0
Nevada,198-159-3,55.5%,44.5%,+1.7
Iowa,166-134-1,55.3%,44.7%,+2.9
Radford,86-70-1,55.1%,44.9%,+0.2
Florida Intl,178-145-2,55.1%,44.9%,+1.2
TX-Pan Am,76-62-2,55.1%,44.9%,+0.9
Wright St,193-158-2,55.0%,45.0%,+0.6
Youngs St,182-150-1,54.8%,45.2%,+2.0
Fresno St,177-146-6,54.8%,45.2%,+2.0
U Mass,172-142-3,54.8%,45.2%,+1.8
N Colorado,150-124-5,54.7%,45.3%,+2.6
Howard,70-58-1,54.7%,45.3%,+1.2
Texas St,130-108-3,54.6%,45.4%,+1.3
Norfolk St,79-66-1,54.5%,45.5%,+0.6
Auburn,201-168-2,54.5%,45.5%,+2.1
Buffalo,188-158-5,54.3%,45.7%,+1.7
Indiana St,194-163-5,54.3%,45.7%,+1.9
Lipscomb,95-80-1,54.3%,45.7%,+1.8
UTSA,127-107-3,54.3%,45.7%,+1.4
CS Bakersfld,83-70-0,54.3%,45.8%,+1.3
Oral Roberts,122-103-1,54.2%,45.8%,+2.1
Lehigh,91-77-1,54.2%,45.8%,+3.3
Brown,163-138-4,54.2%,45.9%,+2.0
Toledo,204-173-3,54.1%,45.9%,+1.3
SE Louisiana,73-62-0,54.1%,45.9%,+3.0
Hofstra,214-182-4,54.0%,46.0%,+2.6
TX A&M-CC,81-69-3,54.0%,46.0%,-0.1
Colorado St,171-146-4,53.9%,46.1%,+1.7
Montana,194-166-6,53.9%,46.1%,+2.2
Purdue,181-155-5,53.9%,46.1%,+1.0
N Florida,91-78-1,53.9%,46.2%,+2.0
TX-Arlington,135-116-2,53.8%,46.2%,+1.5
TN State,186-160-3,53.8%,46.2%,+1.6
Wofford,190-164-4,53.7%,46.3%,+0.5
American,89-77-0,53.6%,46.4%,+0.4
Dayton,182-158-4,53.5%,46.5%,+1.2
S Utah,131-114-2,53.5%,46.5%,+1.8
Ark Pine Bl,78-68-3,53.4%,46.6%,+1.1
UNLV,192-168-3,53.3%,46.7%,+1.1
Ball St,193-169-6,53.3%,46.7%,+1.9
Montana St,189-166-0,53.2%,46.8%,+2.2
CS Fullerton,177-156-4,53.2%,46.9%,+3.1
Baylor,182-161-3,53.1%,46.9%,+2.1
Bowling Grn,193-171-1,53.0%,47.0%,+1.3
F Dickinson,79-70-2,53.0%,47.0%,+3.2
Duquesne,150-133-4,53.0%,47.0%,+1.7
Santa Clara,188-167-3,53.0%,47.0%,+0.8
Hawaii,180-160-8,52.9%,47.1%,+1.1
Charlotte,199-177-11,52.9%,47.1%,+1.2
Mississippi,199-177-4,52.9%,47.1%,+1.4
TX El Paso,208-185-5,52.9%,47.1%,+1.1
VMI,110-98-2,52.9%,47.1%,+2.2
Bellarmine,46-41-1,52.9%,47.1%,+2.8
Kennesaw St,83-74-2,52.9%,47.1%,+1.0
Iowa St,195-174-10,52.9%,47.2%,+1.9
Fla Atlantic,159-142-5,52.8%,47.2%,+2.5
Quinnipiac,85-76-1,52.8%,47.2%,+3.3
Detroit,181-162-7,52.8%,47.2%,+1.8
E Washingtn,191-171-3,52.8%,47.2%,+1.4
Ohio,201-180-5,52.8%,47.2%,+1.4
Lafayette,87-78-3,52.7%,47.3%,+0.4
Samford,184-165-4,52.7%,47.3%,+2.0
Austin Peay,207-186-7,52.7%,47.3%,+2.5
Miss State,202-182-5,52.6%,47.4%,+1.2
SC Upstate,81-73-0,52.6%,47.4%,0.0
Alcorn St,71-64-2,52.6%,47.4%,+1.4
Belmont,132-119-1,52.6%,47.4%,+1.4
Wake Forest,145-131-6,52.5%,47.5%,+1.1
S Dakota St,135-122-0,52.5%,47.5%,+2.0
Coastal Car,104-94-0,52.5%,47.5%,+1.3
Northeastrn,201-182-2,52.5%,47.5%,+0.8
S Mississippi,191-173-4,52.5%,47.5%,+1.6
E Tenn St,128-116-4,52.5%,47.5%,0.0
Gonzaga,235-213-3,52.5%,47.5%,+0.6
W Michigan,186-169-3,52.4%,47.6%,+0.8
Sacred Hrt,78-71-3,52.4%,47.7%,+2.2
McNeese St,68-62-0,52.3%,47.7%,+0.4
Chattanooga,182-166-6,52.3%,47.7%,+0.7
Idaho,182-166-3,52.3%,47.7%,+1.4
Lg Beach St,195-178-5,52.3%,47.7%,+1.1
Boston Col,141-129-4,52.2%,47.8%,+1.2
Missouri,200-183-4,52.2%,47.8%,+1.1
Morgan St,71-65-4,52.2%,47.8%,+1.6
Drake,179-164-5,52.2%,47.8%,+1.8
Stanford,248-228-4,52.1%,47.9%,+1.5
Arkansas St,176-162-7,52.1%,47.9%,+1.7
Army,89-82-0,52.1%,48.0%,-0.6
Geo Mason,181-167-3,52.0%,48.0%,+0.4
NC Central,65-60-1,52.0%,48.0%,-0.6
Valparaiso,157-145-1,52.0%,48.0%,+1.0
Pepperdine,202-187-5,51.9%,48.1%,+1.0
Nebraska,135-125-4,51.9%,48.1%,+0.5
VCU,193-179-3,51.9%,48.1%,+1.0
IL-Chicago,182-169-0,51.9%,48.2%,+1.4
VA Tech,141-131-2,51.8%,48.2%,+1.8
Boise St,169-157-5,51.8%,48.2%,+1.2
TX Southern,85-79-2,51.8%,48.2%,+1.8
Sam Hous St,71-66-0,51.8%,48.2%,+0.5
Rice,200-186-4,51.8%,48.2%,+1.1
Louisiana,189-176-4,51.8%,48.2%,+1.0
Utah St,179-167-3,51.7%,48.3%,+0.6
Towson,197-184-4,51.7%,48.3%,+1.6
Incar Word,62-58-1,51.7%,48.3%,+1.7
Iona,144-135-1,51.6%,48.4%,+1.3
Clemson,151-142-1,51.5%,48.5%,+0.9
Nicholls,69-65-2,51.5%,48.5%,+1.5
Delaware,194-183-2,51.5%,48.5%,+0.8
Alabama,197-186-8,51.4%,48.6%,+0.9
NW State,72-68-4,51.4%,48.6%,+1.0
Prairie View,76-72-1,51.4%,48.7%,+0.4
South Dakota,100-95-3,51.3%,48.7%,+3.2
W Carolina,182-173-4,51.3%,48.7%,+0.5
Bucknell,101-96-2,51.3%,48.7%,+2.1
Abl Christian,61-58-1,51.3%,48.7%,-0.1
Stetson,82-78-1,51.3%,48.8%,+1.7
Portland St,170-162-5,51.2%,48.8%,+2.2
Columbia,153-146-5,51.2%,48.8%,+1.0
Beth-Cook,66-63-1,51.2%,48.8%,+0.7
Oregon St,202-193-0,51.1%,48.9%,+0.2
Texas Tech,185-177-3,51.1%,48.9%,+0.6
Dartmouth,142-136-3,51.1%,48.9%,+1.4
Arizona St,212-203-4,51.1%,48.9%,+1.0
Arizona,268-257-7,51.1%,49.0%,+1.7
Cal St Nrdge,171-164-5,51.0%,49.0%,+1.6
Northwestern,127-122-6,51.0%,49.0%,0.0
Butler,178-171-8,51.0%,49.0%,+1.3
Loyola-MD,129-124-5,51.0%,49.0%,+1.6
Oregon,234-225-4,51.0%,49.0%,+1.2
St Fran (PA),78-75-1,51.0%,49.0%,+0.8
W Virginia,189-182-5,50.9%,49.1%,+0.9
