Team,Over Record,Over %,Under %,Total +/-
NJIT,83-54-1,60.6%,39.4%,+2.7
Sacred Heart,88-58-0,60.3%,39.7%,+6.0
Oral Roberts,127-85-2,59.9%,40.1%,+3.2
Long Beach St,188-126-2,59.9%,40.1%,+5.0
Charlotte,164-110-6,59.9%,40.2%,+3.2
New Orleans,119-80-3,59.8%,40.2%,+2.9
S Dakota St,116-79-1,59.5%,40.5%,+4.6
W Georgia,13-9-0,59.1%,40.9%,+0.9
Delaware St,79-55-1,59.0%,41.0%,+3.7
NC Asheville,73-51-4,58.9%,41.1%,+3.6
C Arkansas,81-57-2,58.7%,41.3%,+3.7
Weber St,163-115-1,58.6%,41.4%,+2.1
UTSA,97-70-2,58.1%,41.9%,+4.6
North Dakota,115-83-1,58.1%,41.9%,+3.8
Morgan St,76-55-1,58.0%,42.0%,+2.4
Indiana St,158-116-5,57.7%,42.3%,+3.6
Hawai'i,129-95-4,57.6%,42.4%,+3.0
E Washington,190-141-4,57.4%,42.6%,+2.5
Youngstown St,171-127-1,57.4%,42.6%,+2.8
Illinois St,152-113-5,57.4%,42.6%,+2.8
Boston College,138-103-7,57.3%,42.7%,+1.4
Providence,140-105-4,57.1%,42.9%,+2.5
Dayton,137-104-4,56.9%,43.2%,+2.2
NC A&T,74-57-1,56.5%,43.5%,+2.5
Baylor,123-95-4,56.4%,43.6%,+2.7
Buffalo,160-124-1,56.3%,43.7%,+2.9
Old Dominion,152-118-5,56.3%,43.7%,+1.2
Iowa St,134-104-4,56.3%,43.7%,+3.6
Alcorn St,93-73-0,56.0%,44.0%,+2.3
Rhode Island,149-118-3,55.8%,44.2%,+2.0
Santa Clara,134-108-4,55.4%,44.6%,+1.5
Holy Cross,79-64-5,55.2%,44.8%,+0.8
Mercer,95-77-3,55.2%,44.8%,+2.4
Green Bay,171-139-3,55.2%,44.8%,+2.2
Marquette,135-111-5,54.9%,45.1%,+3.1
BYU,135-111-4,54.9%,45.1%,+3.0
NW State,74-61-3,54.8%,45.2%,+2.3
Le Moyne,23-19-0,54.8%,45.2%,+1.5
Arizona,153-128-2,54.5%,45.6%,+2.1
Manhattan,154-129-6,54.4%,45.6%,+1.7
Evansville,151-127-3,54.3%,45.7%,+2.2
VMI,88-74-2,54.3%,45.7%,+2.0
Stetson,76-64-3,54.3%,45.7%,+1.6
UMass,147-124-3,54.2%,45.8%,+1.2
Auburn,128-108-2,54.2%,45.8%,+1.4
Abl Christian,58-49-1,54.2%,45.8%,+1.3
Sam Houston,71-60-0,54.2%,45.8%,+1.0
Northeastern,149-126-7,54.2%,45.8%,+0.4
N Colorado,136-115-3,54.2%,45.8%,+2.3
Duquesne,125-106-4,54.1%,45.9%,+2.5
Iowa,140-119-2,54.1%,46.0%,+2.3
Georgia Tech,148-126-2,54.0%,46.0%,+2.0
SC Upstate,81-69-0,54.0%,46.0%,-0.1
NC Greensboro,149-127-8,54.0%,46.0%,+2.1
Omaha,109-93-0,54.0%,46.0%,+1.7
Columbia,117-100-4,53.9%,46.1%,+1.4
American,76-65-0,53.9%,46.1%,+1.3
Fresno St,152-130-2,53.9%,46.1%,+1.5
SIU Edward,104-89-6,53.9%,46.1%,+0.7
South Dakota,97-83-4,53.9%,46.1%,+3.3
Iona,153-131-1,53.9%,46.1%,+1.2
S Indiana,28-24-0,53.9%,46.2%,+2.7
Oregon St,134-115-0,53.8%,46.2%,+0.6
Florida Intl,144-124-2,53.7%,46.3%,+1.3
Coastal Car,72-62-1,53.7%,46.3%,+3.5
SE Missouri St,160-138-4,53.7%,46.3%,+2.6
LSU,131-113-3,53.7%,46.3%,+2.3
Quinnipiac,88-76-1,53.7%,46.3%,+5.0
Gardner-Webb,81-70-0,53.6%,46.4%,+2.0
Nebraska,133-115-3,53.6%,46.4%,+2.4
Delaware,149-129-2,53.6%,46.4%,+1.9
UCSB,157-136-5,53.6%,46.4%,+1.9
Ball St,150-130-6,53.6%,46.4%,+1.2
Illinois Chicago,165-143-0,53.6%,46.4%,+1.8
Boise St,143-124-3,53.6%,46.4%,+2.0
Nevada,146-127-2,53.5%,46.5%,+1.4
Florida St,131-114-4,53.5%,46.5%,+1.3
Wake Forest,148-129-5,53.4%,46.6%,+0.8
Howard,63-55-2,53.4%,46.6%,+0.9
High Point,63-55-1,53.4%,46.6%,+1.5
George Mason,135-118-2,53.4%,46.6%,+1.8
Miss Valley St,96-84-3,53.3%,46.7%,+1.9
Missouri St,144-126-2,53.3%,46.7%,+2.1
Cornell,136-119-3,53.3%,46.7%,+2.0
Hofstra,153-134-3,53.3%,46.7%,+2.1
E Carolina,121-106-3,53.3%,46.7%,+1.1
Seattle,65-57-3,53.3%,46.7%,0.0
Bucknell,82-72-2,53.3%,46.8%,+2.4
Denver,150-132-4,53.2%,46.8%,+0.5
Texas A&M-CC,67-59-2,53.2%,46.8%,-0.1
Michigan,135-119-2,53.2%,46.9%,+0.9
NC Wilmington,152-134-3,53.2%,46.9%,+1.8
NC State,136-120-4,53.1%,46.9%,+0.4
Nicholls,68-60-1,53.1%,46.9%,+3.1
St Thomas,34-30-1,53.1%,46.9%,+0.6
Marshall,145-128-4,53.1%,46.9%,+2.0
Louisiana,154-136-2,53.1%,46.9%,+1.0
Bellarmine,43-38-1,53.1%,46.9%,+1.3
UNLV,140-124-3,53.0%,47.0%,+1.4
Houston,125-111-4,53.0%,47.0%,+2.8
Canisius,154-137-7,52.9%,47.1%,+2.3
San Diego St,129-115-5,52.9%,47.1%,+0.2
Belmont,105-94-1,52.8%,47.2%,+2.3
Lehigh,77-69-1,52.7%,47.3%,+1.5
Georgetown,145-130-2,52.7%,47.3%,+1.9
Queens,29-26-2,52.7%,47.3%,-1.1
Wichita St,126-113-2,52.7%,47.3%,+1.1
Mississippi St,126-113-2,52.7%,47.3%,+1.2
San Jose St,148-133-1,52.7%,47.3%,+2.2
Winthrop,71-64-0,52.6%,47.4%,+2.0
South Carolina,126-114-6,52.5%,47.5%,+0.5
Northwestern,127-115-5,52.5%,47.5%,+0.9
Portland St,148-134-5,52.5%,47.5%,+2.0
Tennessee St,159-144-3,52.5%,47.5%,+0.5
Tenn Tech,159-144-1,52.5%,47.5%,+1.5
Wright St,149-135-4,52.5%,47.5%,+0.5
Bowling Green,152-138-0,52.4%,47.6%,+1.6
Montana,152-138-3,52.4%,47.6%,+1.7
Oklahoma St,133-121-0,52.4%,47.6%,+1.2
Davidson,135-123-6,52.3%,47.7%,+2.4
Saint Joseph's,147-134-2,52.3%,47.7%,+2.4
UCSD,34-31-3,52.3%,47.7%,+2.0
VCU,125-114-2,52.3%,47.7%,+1.0
Akron,139-127-2,52.3%,47.7%,+2.0
San Diego,129-118-5,52.2%,47.8%,+1.0
Army,72-66-0,52.2%,47.8%,+1.0
Idaho St,156-143-6,52.2%,47.8%,+0.7
Texas,132-121-2,52.2%,47.8%,+1.2
Lafayette,75-69-2,52.1%,47.9%,-0.3
Loyola MD,131-121-4,52.0%,48.0%,+1.4
Syracuse,131-121-2,52.0%,48.0%,+1.3
Stony Brook,80-74-0,52.0%,48.1%,+1.1
Maine,80-74-1,52.0%,48.1%,-1.1
Cleveland St,160-148-5,52.0%,48.1%,+1.3
Wyoming,136-126-7,51.9%,48.1%,+0.5
Austin Peay,153-142-9,51.9%,48.1%,+2.3
UTEP,127-118-2,51.8%,48.2%,+1.0
New Mexico,134-125-2,51.7%,48.3%,+2.2
UT Rio Grande,62-58-3,51.7%,48.3%,+0.7
Robert Morris,81-76-3,51.6%,48.4%,-0.1
Toledo,148-139-3,51.6%,48.4%,+1.8
Hampton,67-63-0,51.5%,48.5%,+1.9
Texas Tech,118-111-3,51.5%,48.5%,+1.0
Villanova,136-128-5,51.5%,48.5%,+0.9
USC,138-130-4,51.5%,48.5%,+1.1
Ohio,138-130-6,51.5%,48.5%,+0.5
Liberty,52-49-2,51.5%,48.5%,+1.2
AR-Pine Bluff,89-84-2,51.5%,48.6%,+1.5
Radford,73-69-0,51.4%,48.6%,+0.1
CS Bakersfield,73-69-1,51.4%,48.6%,+0.8
UCF,111-105-5,51.4%,48.6%,+2.7
Prairie View,75-71-1,51.4%,48.6%,+1.0
The Citadel,136-129-1,51.3%,48.7%,+0.8
Campbell,63-60-2,51.2%,48.8%,-0.2
Missouri,128-122-3,51.2%,48.8%,+1.2
Notre Dame,131-125-2,51.2%,48.8%,+1.2
S Utah,110-105-4,51.2%,48.8%,+0.3
N Iowa,132-126-1,51.2%,48.8%,+0.5
Lamar,68-65-1,51.1%,48.9%,-0.3
Siena,142-136-3,51.1%,48.9%,+1.3
