Team,ATS Record,Cover %,MOV,ATS +/-
SE Louisiana,76-50-1,60.3%,-8.1,+0.9
Gard-Webb,85-56-2,60.3%,-6.2,+1.7
Jksnville St,167-117-10,58.8%,-5.4,+1.2
Yale,179-131-13,57.7%,-2.6,+1.8
NW State,74-55-3,57.4%,-8.9,+0.6
Campbell,67-50-3,57.3%,-8.4,+1.5
St Peters,186-139-7,57.2%,-5.6,+1.3
Rob Morris,91-68-0,57.2%,-4.1,+0.4
UC Davis,140-106-3,56.9%,-6.4,+1.5
Jackson St,87-66-2,56.9%,-8.5,+0.8
Miami,167-127-10,56.8%,-1.9,+1.4
Marquette,166-127-4,56.7%,-1.7,+0.7
Boston Col,159-122-12,56.6%,-5.2,+1.7
Col Charlestn,163-126-7,56.4%,1.4,+1.5
Lipscomb,84-65-2,56.4%,-4.3,+1.5
Stony Brook,84-65-3,56.4%,-4.7,+0.3
Merrimack,49-38-3,56.3%,-3.4,+1.7
St Marys,166-129-5,56.3%,1.5,+1.4
Hofstra,176-137-12,56.2%,-0.8,+1.4
TX A&M-CC,68-53-1,56.2%,-5.3,+1.3
Norfolk St,73-57-1,56.2%,-6.1,+0.8
Florida A&M,73-57-0,56.2%,-13.0,+0.7
Lafayette,78-61-1,56.1%,-6.1,+0.8
IPFW,129-101-1,56.1%,-7.4,+0.4
Princeton,177-139-6,56.0%,0.6,+0.8
Hsn Christian,67-53-1,55.8%,-14.8,-0.1
Cornell,173-137-9,55.8%,-5.4,+1.1
Stetson,73-58-5,55.7%,-10.0,0.0
Nevada,168-134-9,55.6%,-2.1,+1.0
Wichita St,166-133-8,55.5%,0.2,+0.7
Providence,166-133-7,55.5%,-3.2,+1.4
Central Conn,76-61-2,55.5%,-5.7,+1.0
N Colorado,137-110-8,55.5%,-5.9,+1.4
Albany,73-59-5,55.3%,-4.3,+0.9
Loyola-MD,163-132-4,55.3%,-7.3,+0.8
Oakland,132-107-3,55.2%,-4.4,+0.6
San Diego,180-146-4,55.2%,-5.5,+1.6
F Dickinson,81-66-0,55.1%,-7.2,+0.9
Bucknell,81-66-2,55.1%,-3.2,+1.0
Colgate,78-64-2,54.9%,-4.9,+1.1
Temple,192-158-8,54.9%,-0.1,+0.7
N Illinois,205-169-9,54.8%,-8.3,+0.4
NJIT,70-58-2,54.7%,-10.4,+0.5
UCSD,35-29-0,54.7%,-6.7,+1.7
Kent St,195-162-9,54.6%,-0.6,+0.7
Lehigh,77-64-0,54.6%,-4.9,+0.6
Louisville,160-133-6,54.6%,1.0,+1.1
Seton Hall,164-137-5,54.5%,-3.6,+0.9
TX-Arlington,105-88-3,54.4%,-4.5,+1.4
U Penn,171-144-7,54.3%,-1.8,+0.6
SC Upstate,76-64-6,54.3%,-9.5,+0.6
Wofford,192-162-7,54.2%,-5.1,+0.9
NC Central,65-55-2,54.2%,-8.3,+0.2
Canisius,177-151-15,54.0%,-5.8,+0.1
WI-Milwkee,199-170-13,53.9%,-4.7,+0.5
Davidson,165-141-4,53.9%,0.5,+0.8
Vanderbilt,158-135-8,53.9%,-4.9,+0.9
Towson,158-135-8,53.9%,-6.4,+0.9
St Josephs,183-157-10,53.8%,-1.6,+1.0
S Methodist,162-139-6,53.8%,-2.7,-0.1
Columbia,149-128-4,53.8%,-6.8,+0.3
S Florida,169-146-7,53.7%,-6.4,+0.7
Brown,163-141-4,53.6%,-6.3,+1.3
Sam Hous St,68-59-4,53.5%,-3.3,+0.4
Marist,168-146-7,53.5%,-6.0,+0.6
Binghamton,69-60-2,53.5%,-9.1,+0.7
E Kentucky,177-154-5,53.5%,-6.5,+0.3
North Texas,179-156-14,53.4%,-7.0,+0.2
Army,71-62-2,53.4%,-8.1,-0.3
Boise St,182-159-6,53.4%,-1.4,+1.1
Georgetown,159-139-6,53.4%,-2.5,+1.1
Santa Clara,167-146-6,53.4%,-4.8,+0.4
Memphis,155-136-6,53.3%,1.6,+0.8
Navy,74-65-1,53.2%,-4.9,+1.1
S Dakota St,107-94-2,53.2%,-4.1,+0.4
UC Irvine,199-175-13,53.2%,-2.1,+1.0
E Tenn St,118-104-6,53.2%,-2.6,+0.8
Idaho,187-165-9,53.1%,-7.7,+1.1
Jacksonville,80-71-2,53.0%,-7.2,-0.2
Maryland BC,72-64-2,52.9%,-6.5,+1.3
Utah Valley,72-64-2,52.9%,-4.6,+1.0
James Mad,180-160-8,52.9%,-4.9,+0.2
Mercyhurst,9-8-1,52.9%,-12.1,-0.3
Niagara,183-163-3,52.9%,-4.7,+0.3
S Alabama,183-163-6,52.9%,-5.0,+0.1
USC,168-150-2,52.8%,-3.0,+0.4
Arizona,160-143-6,52.8%,3.8,+0.6
Mass Lowell,66-59-0,52.8%,-5.1,-0.1
UC Riverside,170-152-10,52.8%,-8.8,-0.1
Kansas City,86-77-3,52.8%,-8.2,-0.1
UNLV,144-129-4,52.8%,-1.8,+0.5
San Francisco,173-155-10,52.7%,-4.0,+0.6
Tennessee,156-140-0,52.7%,-1.0,+0.2
Bellarmine,39-35-1,52.7%,-8.3,+0.6
Rider,177-159-8,52.7%,-3.2,+0.9
Texas A&M,140-126-8,52.6%,-5.7,0.0
Radford,71-64-4,52.6%,-6.1,+0.8
Nicholls,62-56-3,52.5%,-10.6,+0.4
Boston U,84-76-7,52.5%,-2.4,+1.0
Neb Omaha,105-95-2,52.5%,-9.8,-0.4
St Johns,151-137-7,52.4%,-4.8,+0.7
Creighton,174-158-4,52.4%,0.2,+0.2
Duke,145-132-4,52.4%,7.5,+0.4
Wisconsin,162-148-7,52.3%,0.2,+0.6
N Florida,81-74-1,52.3%,-10.4,-0.2
Syracuse,141-129-4,52.2%,-0.2,+0.4
Cal St Nrdge,177-162-6,52.2%,-5.7,+0.6
Elon,157-144-3,52.2%,-8.7,+0.7
LA Tech,184-169-8,52.1%,-2.9,-0.2
Holy Cross,74-68-0,52.1%,-4.6,+0.6
Mercer,89-82-2,52.1%,-5.4,0.0
Northwestern,155-143-6,52.0%,-7.9,+0.5
Belmont,105-97-3,52.0%,0.4,+0.5
TN State,185-171-9,52.0%,-8.4,+0.1
Toledo,193-179-4,51.9%,-3.4,0.0
Geo Mason,167-155-7,51.9%,-1.7,+0.9
Fresno St,182-169-6,51.9%,-4.1,+0.2
S Utah,113-105-1,51.8%,-9.1,+0.2
VCU,159-148-5,51.8%,1.4,+0.4
Georgia,159-148-3,51.8%,-6.9,0.0
Mississippi,159-148-2,51.8%,-4.4,-0.4
Texas St,88-82-7,51.8%,-5.6,+0.4
Weber St,163-152-3,51.8%,-3.0,-0.1
S Illinois,181-169-10,51.7%,-2.9,-0.3
Chattanooga,168-157-6,51.7%,-4.3,+0.3
Lg Beach St,199-186-4,51.7%,-6.9,-0.1
Siena,171-160-3,51.7%,-2.8,+0.5
Washington,157-147-4,51.6%,-4.7,-0.4
Baylor,143-134-5,51.6%,-4.8,0.0
California,162-152-4,51.6%,-5.9,-0.4
