Team,Over Record,Over %,Under %,Total +/-
Queens,24-11-2,68.6%,31.4%,+3.9
Kentucky,51-28-0,64.6%,35.4%,+4.6
Samford,79-46-1,63.2%,36.8%,+6.1
New Orleans,67-41-1,62.0%,38.0%,+3.2
Grd Canyon,44-28-0,61.1%,38.9%,+3.8
Richmond,79-51-2,60.8%,39.2%,+2.4
Belmont,44-29-1,60.3%,39.7%,+3.7
NC-Asheville,53-35-2,60.2%,39.8%,+1.8
Wyoming,90-60-1,60.0%,40.0%,+3.1
Incar Word,68-46-2,59.7%,40.4%,+3.2
North Dakota,94-64-1,59.5%,40.5%,+3.4
Loyola-MD,69-47-2,59.5%,40.5%,+3.0
Delaware St,85-58-1,59.4%,40.6%,+3.1
WI-Milwkee,92-63-0,59.4%,40.7%,+3.0
Auburn,64-44-1,59.3%,40.7%,+4.0
S Carolina,72-50-4,59.0%,41.0%,+3.1
Geo Mason,82-57-0,59.0%,41.0%,+2.0
Weber St,63-44-3,58.9%,41.1%,+2.7
Idaho St,98-69-3,58.7%,41.3%,+2.8
Texas St,66-47-3,58.4%,41.6%,+1.5
E Tenn St,60-43-2,58.3%,41.8%,+1.0
Neb Omaha,98-71-0,58.0%,42.0%,+3.2
Northeastrn,80-58-1,58.0%,42.0%,+2.0
Tulane,95-69-2,57.9%,42.1%,+3.0
Harvard,59-43-0,57.8%,42.2%,+1.8
Air Force,104-76-2,57.8%,42.2%,+2.3
Baylor,49-36-1,57.7%,42.4%,+3.5
Gard-Webb,57-42-1,57.6%,42.4%,+3.1
Youngs St,84-62-0,57.5%,42.5%,+4.6
Central Ark,74-55-2,57.4%,42.6%,+3.5
UC Irvine,51-38-2,57.3%,42.7%,+4.1
Dayton,51-38-2,57.3%,42.7%,+3.3
BYU,55-41-0,57.3%,42.7%,+4.1
Brown,67-50-0,57.3%,42.7%,+2.6
Oregon St,96-72-1,57.1%,42.9%,+2.0
Lipscomb,52-39-1,57.1%,42.9%,+4.6
S Methodist,57-43-0,57.0%,43.0%,+1.7
Stetson,66-50-1,56.9%,43.1%,+2.3
Wofford,62-47-1,56.9%,43.1%,+3.4
W Virginia,71-54-2,56.8%,43.2%,+2.9
SC Upstate,71-54-0,56.8%,43.2%,+0.9
Rice,85-65-1,56.7%,43.3%,+2.1
James Mad,73-56-0,56.6%,43.4%,+2.4
Drake,65-50-1,56.5%,43.5%,+3.1
TX A&M-Com,26-20-0,56.5%,43.5%,+6.9
Columbia,74-57-1,56.5%,43.5%,+3.6
S Dakota St,48-37-1,56.5%,43.5%,+2.2
Bellarmine,35-27-1,56.5%,43.6%,+1.2
Oral Roberts,71-55-1,56.4%,43.7%,+0.4
CS Bakersfld,63-49-0,56.3%,43.8%,+2.5
Florida Intl,86-67-2,56.2%,43.8%,+1.7
Alcorn St,59-46-0,56.2%,43.8%,+3.4
Montana,59-46-0,56.2%,43.8%,+3.5
UTSA,88-69-1,56.1%,44.0%,+2.5
Navy,56-44-1,56.0%,44.0%,-0.2
N Colorado,71-56-2,55.9%,44.1%,+1.7
SIU Edward,95-75-2,55.9%,44.1%,+1.4
UCSD,29-23-1,55.8%,44.2%,+4.7
UNLV,78-62-0,55.7%,44.3%,+3.1
Oregon,54-43-0,55.7%,44.3%,+1.5
U Mass,86-69-0,55.5%,44.5%,+2.0
Louisiana,62-50-2,55.4%,44.6%,+1.5
Denver,93-75-2,55.4%,44.6%,+2.4
E Carolina,88-71-3,55.4%,44.7%,+1.5
S Utah,83-67-3,55.3%,44.7%,+2.9
South Dakota,68-55-0,55.3%,44.7%,+2.7
Minnesota,86-70-2,55.1%,44.9%,+1.6
IPFW,65-53-2,55.1%,44.9%,+2.9
Missouri St,76-62-1,55.1%,44.9%,+2.0
Iowa,63-52-2,54.8%,45.2%,+2.6
Hsn Christian,69-57-0,54.8%,45.2%,+4.9
Hampton,64-53-1,54.7%,45.3%,+1.1
Hofstra,53-44-1,54.6%,45.4%,+2.1
NC-Grnsboro,53-44-2,54.6%,45.4%,-0.3
Delaware,77-64-2,54.6%,45.4%,+1.8
Le Moyne,12-10-0,54.6%,45.5%,+0.6
Cal Baptist,42-35-3,54.6%,45.5%,+0.5
N Carolina,55-46-0,54.5%,45.5%,+2.7
Maine,68-57-1,54.4%,45.6%,+1.0
LSU,68-57-1,54.4%,45.6%,+2.9
Colorado St,63-53-2,54.3%,45.7%,+3.3
WI-Grn Bay,89-75-1,54.3%,45.7%,+1.3
Michigan,64-54-1,54.2%,45.8%,+1.6
Clemson,64-54-1,54.2%,45.8%,+1.4
TX Southern,59-50-2,54.1%,45.9%,+2.6
Ohio,67-57-3,54.0%,46.0%,+2.6
VA Tech,68-58-2,54.0%,46.0%,+2.1
Buffalo,58-50-3,53.7%,46.3%,+1.9
NJIT,66-57-0,53.7%,46.3%,+0.5
Arkansas,59-51-1,53.6%,46.4%,+2.1
UCSB,52-45-3,53.6%,46.4%,-0.2
Michigan St,53-46-0,53.5%,46.5%,+1.0
Utah Tech,38-33-0,53.5%,46.5%,+1.2
NC-Wilmgton,61-53-0,53.5%,46.5%,+1.7
N Florida,54-47-3,53.5%,46.5%,+0.9
Marquette,62-54-1,53.5%,46.6%,+3.2
F Dickinson,62-54-2,53.5%,46.6%,+3.1
NC A&T,63-55-0,53.4%,46.6%,0.0
S Alabama,72-63-1,53.3%,46.7%,+1.5
TN Tech,88-77-0,53.3%,46.7%,+1.6
Morgan St,57-50-0,53.3%,46.7%,+1.1
Arkansas St,76-67-1,53.2%,46.9%,+2.6
UAB,51-45-3,53.1%,46.9%,+1.7
E Washingtn,60-53-1,53.1%,46.9%,+1.5
St Johns,77-68-2,53.1%,46.9%,+3.1
W Kentucky,61-54-3,53.0%,47.0%,+2.1
Indiana St,70-62-0,53.0%,47.0%,+1.6
Wake Forest,80-71-4,53.0%,47.0%,+0.4
North Texas,63-56-3,52.9%,47.1%,+1.3
Arizona St,73-65-0,52.9%,47.1%,+1.7
Ark Pine Bl,73-65-2,52.9%,47.1%,+0.7
SE Louisiana,55-49-1,52.9%,47.1%,+1.5
Nicholls,37-33-0,52.9%,47.1%,+2.6
Mississippi,74-66-2,52.9%,47.1%,+2.6
St Josephs,84-75-2,52.8%,47.2%,+1.3
Furman,47-42-3,52.8%,47.2%,+0.4
Nebraska,85-76-2,52.8%,47.2%,+1.8
Quinnipiac,77-69-1,52.7%,47.3%,+3.7
W Michigan,87-78-4,52.7%,47.3%,+0.2
Wichita St,49-44-1,52.7%,47.3%,+1.8
Syracuse,69-62-1,52.7%,47.3%,+2.4
Portland St,70-63-1,52.6%,47.4%,+2.0
Gonzaga,20-18-0,52.6%,47.4%,+0.6
Lindenwood,20-18-1,52.6%,47.4%,+1.6
NC State,71-64-0,52.6%,47.4%,+1.0
Boston Col,92-83-3,52.6%,47.4%,+1.0
Boise St,52-47-1,52.5%,47.5%,+3.8
TN State,73-66-1,52.5%,47.5%,+0.5
NC Central,43-39-0,52.4%,47.6%,+0.4
W Carolina,79-72-1,52.3%,47.7%,+1.1
TX A&M-CC,47-43-0,52.2%,47.8%,+0.4
Xavier,59-54-1,52.2%,47.8%,+1.7
Utah Valley,49-45-1,52.1%,47.9%,-0.5
St Marys,38-35-0,52.1%,48.0%,+1.0
TX-Arlington,66-61-2,52.0%,48.0%,+0.4
Hawaii,53-49-2,52.0%,48.0%,+1.2
Boston U,54-50-0,51.9%,48.1%,-1.2
SE Missouri,83-77-4,51.9%,48.1%,+1.4
Miss State,69-64-0,51.9%,48.1%,+0.7
Howard,56-52-3,51.9%,48.2%,+1.4
Cal Poly,102-95-2,51.8%,48.2%,+3.5
Bowling Grn,73-68-1,51.8%,48.2%,+1.3
Florida St,59-55-1,51.8%,48.3%,+1.3
E Michigan,75-70-1,51.7%,48.3%,+1.2
VCU,48-45-2,51.6%,48.4%,+0.4
Cincinnati,48-45-2,51.6%,48.4%,+0.8
Loyola Mymt,81-76-1,51.6%,48.4%,0.0
Detroit,99-93-2,51.6%,48.4%,+2.1
Towson,66-62-1,51.6%,48.4%,+2.4
Pacific,86-81-1,51.5%,48.5%,+0.8
Oakland,70-66-1,51.5%,48.5%,+2.8
Penn St,72-68-3,51.4%,48.6%,+0.9
Abl Christian,36-34-0,51.4%,48.6%,+1.6
Troy,73-69-5,51.4%,48.6%,+0.4
Wright St,55-52-1,51.4%,48.6%,+0.7
N Illinois,79-75-4,51.3%,48.7%,+1.1
Alabama,60-57-2,51.3%,48.7%,+1.1
Purdue,43-41-0,51.2%,48.8%,+0.3
St. Thomas,22-21-1,51.2%,48.8%,+0.4
Miss Val St,91-87-3,51.1%,48.9%,+0.3
Marshall,70-67-2,51.1%,48.9%,+1.6
Central Mich,73-70-2,51.1%,49.0%,+2.0
Stanford,75-72-1,51.0%,49.0%,+1.5
Duquesne,75-72-1,51.0%,49.0%,+0.9
Toledo,51-49-2,51.0%,49.0%,+1.0
Charlotte,79-76-3,51.0%,49.0%,+0.9
NW State,54-52-2,50.9%,49.1%,-0.5
Binghamton,56-54-0,50.9%,49.1%,+0.1
Connecticut,56-54-0,50.9%,49.1%,+1.1
La Salle,85-82-2,50.9%,49.1%,+1.5
U Penn,57-55-4,50.9%,49.1%,+0.4
Kansas City,63-61-0,50.8%,49.2%,0.0
Iowa St,64-62-3,50.8%,49.2%,+1.2
Indiana,64-62-2,50.8%,49.2%,+0.5
Illinois,64-62-2,50.8%,49.2%,+0.4
S Car State,67-65-0,50.8%,49.2%,+3.0
Dartmouth,69-67-3,50.7%,49.3%,+2.0
Northwestern,72-70-4,50.7%,49.3%,+1.1
Lg Beach St,74-72-2,50.7%,49.3%,+0.5
Cleveland St,76-74-2,50.7%,49.3%,-0.6
Washington,76-74-1,50.7%,49.3%,+1.6
Georgia,77-75-1,50.7%,49.3%,+0.8
VMI,89-87-0,50.6%,49.4%,+2.0
Mass Lowell,46-45-1,50.6%,49.5%,+1.3
Nevada,50-49-2,50.5%,49.5%,+2.6
Mt St Marys,55-54-4,50.5%,49.5%,+1.4
Iona,56-55-1,50.5%,49.6%,-0.2
Albany,56-55-1,50.5%,49.6%,+1.3
Texas Tech,57-56-2,50.4%,49.6%,+0.8
American,59-58-0,50.4%,49.6%,+1.2
Morehead St,59-58-1,50.4%,49.6%,+1.7
Rob Morris,60-59-1,50.4%,49.6%,+1.3
New Mexico,68-67-1,50.4%,49.6%,+0.8
Illinois St,74-73-1,50.3%,49.7%,+0.8
Elon,79-78-0,50.3%,49.7%,+1.2
S Mississippi,81-80-2,50.3%,49.7%,+0.9
Evansville,86-85-1,50.3%,49.7%,+2.2
Beth-Cook,48-48-2,50.0%,50.0%,+1.0
Notre Dame,66-66-2,50.0%,50.0%,+1.4
Kansas St,70-70-3,50.0%,50.0%,+0.3
Marist,85-85-2,50.0%,50.0%,+0.9
Chattanooga,53-53-1,50.0%,50.0%,+1.7
McNeese St,45-45-1,50.0%,50.0%,+2.3
UCF,62-62-2,50.0%,50.0%,+0.5
Texas A&M,59-59-0,50.0%,50.0%,+0.3
DePaul,96-96-3,50.0%,50.0%,+1.0
San Jose St,101-101-2,50.0%,50.0%,+1.1
Yale,34-34-0,50.0%,50.0%,+1.8
W Georgia,5-5-0,50.0%,50.0%,-2.6
California,91-92-4,49.7%,50.3%,-0.8
Cal St Nrdge,90-91-4,49.7%,50.3%,+1.3
Georgetown,85-86-0,49.7%,50.3%,+0.6
Idaho,82-83-5,49.7%,50.3%,+0.9
Wm & Mary,68-69-2,49.6%,50.4%,+0.5
Fresno St,66-67-2,49.6%,50.4%,+1.3
San Francisco,58-59-1,49.6%,50.4%,+0.4
Georgia St,57-58-1,49.6%,50.4%,0.0
UCLA,54-55-0,49.5%,50.5%,-0.5
Prairie View,53-54-0,49.5%,50.5%,+1.5
Sacred Hrt,52-53-0,49.5%,50.5%,+0.4
Portland,90-92-2,49.5%,50.6%,0.0
W Illinois,72-74-0,49.3%,50.7%,+0.9
Princeton,36-37-0,49.3%,50.7%,+0.7
AR Lit Rock,70-72-1,49.3%,50.7%,+1.3
Winthrop,32-33-1,49.2%,50.8%,+2.2
Kennesaw St,62-64-2,49.2%,50.8%,-0.2
Utah,62-64-1,49.2%,50.8%,-0.7
Rhode Island,62-64-0,49.2%,50.8%,+0.1
N Iowa,60-62-0,49.2%,50.8%,+0.7
Oklahoma,60-62-3,49.2%,50.8%,-0.8
Coastal Car,60-62-2,49.2%,50.8%,-0.2
S Florida,84-87-1,49.1%,50.9%,+0.4
Creighton,56-58-1,49.1%,50.9%,+1.0
Army,55-57-0,49.1%,50.9%,-1.0
St Fran (PA),53-55-2,49.1%,50.9%,+1.9
Coppin St,77-80-1,49.0%,51.0%,-1.3
Geo Wshgtn,73-76-3,49.0%,51.0%,+0.2
Murray St,44-46-1,48.9%,51.1%,-0.4
Montana St,63-66-0,48.8%,51.2%,-0.4
Citadel,83-87-2,48.8%,51.2%,-0.6
Presbyterian,58-61-0,48.7%,51.3%,+0.7
San Diego,77-81-1,48.7%,51.3%,-0.7
Norfolk St,38-40-0,48.7%,51.3%,+1.3
Lafayette,55-58-1,48.7%,51.3%,-1.3
Oklahoma St,72-76-2,48.7%,51.4%,+0.3
Memphis,52-55-0,48.6%,51.4%,+1.4
Rider,67-71-0,48.6%,51.5%,+1.0
Campbell,46-49-2,48.4%,51.6%,-0.9
TN Martin,69-74-1,48.3%,51.8%,+1.3
Lamar,54-58-2,48.2%,51.8%,-1.1
Vanderbilt,79-85-4,48.2%,51.8%,+0.9
IU Indy,89-96-3,48.1%,51.9%,+0.2
Ball St,63-68-4,48.1%,51.9%,+0.9
Kent St,50-54-2,48.1%,51.9%,+0.3
Drexel,75-81-1,48.1%,51.9%,+0.4
Fordham,74-80-7,48.1%,52.0%,-0.7
Arizona,37-40-0,48.1%,52.0%,-1.5
Virginia,35-38-0,48.0%,52.1%,-1.4
Ohio St,58-63-1,47.9%,52.1%,-0.1
USC,57-62-1,47.9%,52.1%,-0.9
App State,67-73-3,47.9%,52.1%,-0.2
LA Tech,43-47-1,47.8%,52.2%,-0.7
Pepperdine,85-93-3,47.8%,52.3%,+0.3
Temple,62-68-1,47.7%,52.3%,-0.1
GA Southern,61-67-1,47.7%,52.3%,-0.5
Tennessee,50-55-2,47.6%,52.4%,-0.4
LIU,40-44-3,47.6%,52.4%,+0.1
Colorado,59-65-0,47.6%,52.4%,0.0
N Kentucky,49-54-1,47.6%,52.4%,+0.2
E Illinois,77-85-0,47.5%,52.5%,-1.0
St Bonavent,48-53-2,47.5%,52.5%,-1.4
Utah St,48-53-3,47.5%,52.5%,-0.1
Bryant,48-53-0,47.5%,52.5%,-0.4
Saint Louis,66-73-0,47.5%,52.5%,+0.3
N Arizona,83-92-4,47.4%,52.6%,-0.2
TX Christian,64-71-4,47.4%,52.6%,+0.1
Providence,54-60-3,47.4%,52.6%,0.0
Lehigh,43-48-1,47.3%,52.8%,+0.1
Miami,59-66-2,47.2%,52.8%,-0.6
Charl South,59-66-1,47.2%,52.8%,-0.1
Texas,58-65-1,47.2%,52.9%,+1.3
Rutgers,74-83-4,47.1%,52.9%,+0.2
Ste F Austin,32-36-0,47.1%,52.9%,-0.3
Col Charlestn,48-54-0,47.1%,52.9%,-0.8
Jackson St,55-62-0,47.0%,53.0%,+0.3
Missouri,78-88-2,47.0%,53.0%,-0.5
Fla Atlantic,61-69-5,46.9%,53.1%,+1.4
UL Monroe,75-85-2,46.9%,53.1%,-0.7
Sac State,73-83-2,46.8%,53.2%,-0.2
Austin Peay,65-74-5,46.8%,53.2%,+1.3
Miami (OH),72-82-3,46.8%,53.3%,-0.9
N Alabama,43-49-0,46.7%,53.3%,+0.7
Manhattan,76-87-2,46.6%,53.4%,-0.6
Butler,62-71-2,46.6%,53.4%,+0.2
Sam Hous St,34-39-0,46.6%,53.4%,-0.3
Santa Clara,61-70-2,46.6%,53.4%,-1.1
Cornell,53-61-2,46.5%,53.5%,+0.4
Bradley,66-76-1,46.5%,53.5%,+1.0
Monmouth,65-75-0,46.4%,53.6%,-0.6
IL-Chicago,78-90-0,46.4%,53.6%,+0.5
Old Dominion,58-67-2,46.4%,53.6%,+0.4
Kansas,31-36-1,46.3%,53.7%,+0.8
Pittsburgh,68-79-2,46.3%,53.7%,-1.1
Jacksonville,49-57-0,46.2%,53.8%,-0.5
Tulsa,64-75-0,46.0%,54.0%,-0.3
San Diego St,34-40-1,46.0%,54.1%,-1.1
E Kentucky,61-72-0,45.9%,54.1%,0.0
