Team,Over Record,Over %,Under %,Total +/-
Queens,34-16-2,68.0%,32.0%,+4.3
Idaho St,205-126-6,61.9%,38.1%,+3.6
NC Asheville,71-45-2,61.2%,38.8%,+2.7
W Georgia,17-11-0,60.7%,39.3%,+4.1
Buffalo,147-97-4,60.3%,39.8%,+4.5
Grand Canyon,50-33-1,60.2%,39.8%,+2.9
Incarnate Word,77-52-2,59.7%,40.3%,+3.5
Le Moyne,26-18-0,59.1%,40.9%,+2.4
North Dakota,122-85-1,58.9%,41.1%,+2.9
Belmont,62-44-1,58.5%,41.5%,+3.7
Omaha,118-85-0,58.1%,41.9%,+3.1
S Dakota St,79-58-1,57.7%,42.3%,+2.8
Bellarmine,49-36-1,57.7%,42.4%,+2.4
Samford,154-114-2,57.5%,42.5%,+2.9
C Arkansas,90-67-2,57.3%,42.7%,+3.0
UCSD,32-24-1,57.1%,42.9%,+4.7
Youngstown St,182-137-1,57.1%,43.0%,+3.8
Gardner-Webb,77-58-2,57.0%,43.0%,+3.0
SIU Edward,126-95-2,57.0%,43.0%,+1.6
N Colorado,128-97-2,56.9%,43.1%,+3.5
Harvard,115-88-1,56.7%,43.4%,+2.9
New Orleans,128-99-2,56.4%,43.6%,+2.5
Portland St,143-111-2,56.3%,43.7%,+2.8
N Florida,76-59-4,56.3%,43.7%,+2.2
E Tennessee St,83-65-2,56.1%,43.9%,+0.6
Northeastern,153-120-4,56.0%,44.0%,+1.2
Utah Valley,61-48-1,56.0%,44.0%,+0.3
Oakland,113-89-2,55.9%,44.1%,+3.3
Loyola MD,138-109-6,55.9%,44.1%,+2.1
SE Missouri St,176-140-6,55.7%,44.3%,+2.9
Kentucky,108-86-2,55.7%,44.3%,+0.8
Delaware St,95-76-1,55.6%,44.4%,+2.4
UTSA,120-96-2,55.6%,44.4%,+2.0
Texas So,71-57-4,55.5%,44.5%,+3.2
Auburn,153-123-3,55.4%,44.6%,+2.3
SC Upstate,94-76-0,55.3%,44.7%,+0.7
Lipscomb,63-51-2,55.3%,44.7%,+4.1
Weber St,121-98-3,55.3%,44.8%,+1.8
Nevada,121-98-2,55.3%,44.8%,+2.1
Hampton,79-64-2,55.2%,44.8%,+0.7
BYU,107-87-3,55.2%,44.9%,+2.3
UMass,173-141-3,55.1%,44.9%,+2.1
Boise St,125-102-4,55.1%,44.9%,+2.8
Milwaukee,159-130-2,55.0%,45.0%,+1.4
North Carolina,122-100-1,55.0%,45.1%,+2.4
NJIT,80-66-0,54.8%,45.2%,+0.6
CS Bakersfield,76-63-0,54.7%,45.3%,+3.1
Wofford,126-105-4,54.6%,45.5%,+2.0
Mercyhurst,12-10-0,54.6%,45.5%,+2.0
Missouri St,157-131-2,54.5%,45.5%,+1.6
Florida Intl,177-148-2,54.5%,45.5%,+1.2
Wyoming,174-146-4,54.4%,45.6%,+1.4
Baylor,120-101-3,54.3%,45.7%,+2.1
E Texas A&M,38-32-0,54.3%,45.7%,+3.7
S Utah,137-116-3,54.2%,45.9%,+1.6
Troy,150-127-7,54.2%,45.9%,+1.8
Maine,86-73-2,54.1%,45.9%,+0.6
Nicholls,53-45-0,54.1%,45.9%,+2.8
Arkansas St,154-131-3,54.0%,46.0%,+2.9
Drake,141-120-6,54.0%,46.0%,+1.7
Texas St,89-76-5,53.9%,46.1%,+0.5
Alcorn St,76-65-0,53.9%,46.1%,+2.6
Boston College,183-157-4,53.8%,46.2%,+1.8
Duquesne,170-146-3,53.8%,46.2%,+2.4
Lafayette,78-67-2,53.8%,46.2%,0.0
George Mason,137-118-0,53.7%,46.3%,+1.3
Oral Roberts,101-87-1,53.7%,46.3%,+0.4
Mississippi,160-138-6,53.7%,46.3%,+2.7
Montana,106-92-4,53.5%,46.5%,+2.3
Delaware,166-145-2,53.4%,46.6%,+1.3
Dayton,119-104-4,53.4%,46.6%,+2.2
West Virginia,143-125-5,53.4%,46.6%,+2.0
Richmond,146-128-2,53.3%,46.7%,+1.2
Colorado St,146-128-4,53.3%,46.7%,+2.1
Iowa St,146-129-7,53.1%,46.9%,+1.5
Mississippi St,146-129-6,53.1%,46.9%,+1.4
Austin Peay,148-131-7,53.1%,47.0%,+3.5
VCU,96-85-2,53.0%,47.0%,+0.8
Providence,157-139-3,53.0%,47.0%,+2.1
Ohio,132-117-5,53.0%,47.0%,+2.2
South Dakota,97-86-0,53.0%,47.0%,+2.1
Xavier,117-104-3,52.9%,47.1%,+1.0
South Carolina,164-146-8,52.9%,47.1%,+0.8
Denver,166-148-5,52.9%,47.1%,+0.9
Green Bay,157-140-3,52.9%,47.1%,+1.2
Illinois Chicago,186-166-0,52.8%,47.2%,+1.5
W Kentucky,122-109-7,52.8%,47.2%,+2.0
Cal Baptist,48-43-3,52.8%,47.3%,+0.2
Utah Tech,48-43-0,52.8%,47.3%,+1.4
Iowa,154-138-6,52.7%,47.3%,+1.5
Hofstra,125-112-4,52.7%,47.3%,+1.6
Bowling Green,165-148-3,52.7%,47.3%,+1.1
Rhode Island,150-135-2,52.6%,47.4%,+0.8
Murray St,90-81-1,52.6%,47.4%,+1.1
W Michigan,163-147-4,52.6%,47.4%,+0.3
Marquette,132-120-1,52.4%,47.6%,+2.1
Morgan St,77-70-0,52.4%,47.6%,+0.8
Hawai'i,132-120-4,52.4%,47.6%,+1.0
Arkansas,132-120-1,52.4%,47.6%,+0.9
Navy,68-62-1,52.3%,47.7%,-1.2
NC Greensboro,139-127-6,52.3%,47.7%,+0.9
Purdue FW,93-85-5,52.3%,47.8%,+1.8
Columbia,130-119-3,52.2%,47.8%,+2.2
Iona,132-121-2,52.2%,47.8%,-0.1
Oregon St,192-176-2,52.2%,47.8%,+0.8
N Texas,120-110-5,52.2%,47.8%,+1.1
CS Northridge,170-156-5,52.2%,47.9%,+2.2
Portland,184-169-4,52.1%,47.9%,+0.1
Alabama,136-125-5,52.1%,47.9%,+1.6
Indiana St,156-144-3,52.0%,48.0%,+1.2
S Alabama,132-122-2,52.0%,48.0%,+1.7
Tennessee St,153-142-2,51.9%,48.1%,+0.7
Tenn Tech,156-145-0,51.8%,48.2%,+1.7
Syracuse,131-122-2,51.8%,48.2%,+2.0
Quinnipiac,88-82-1,51.8%,48.2%,+3.9
Tulane,164-153-5,51.7%,48.3%,+1.7
Binghamton,75-70-1,51.7%,48.3%,+0.4
UNLV,135-126-2,51.7%,48.3%,+0.8
Arizona,106-99-2,51.7%,48.3%,+0.7
NC A&T,77-72-1,51.7%,48.3%,-0.8
Minnesota,175-164-3,51.6%,48.4%,+1.0
Air Force,176-165-2,51.6%,48.4%,+0.5
Saint Mary's,80-75-0,51.6%,48.4%,+0.7
Hou Christian,80-75-1,51.6%,48.4%,+3.5
N Iowa,120-113-1,51.5%,48.5%,+1.3
Army,69-65-0,51.5%,48.5%,-0.9
Long Beach St,156-147-6,51.5%,48.5%,+0.5
Brown,122-115-2,51.5%,48.5%,+1.9
Wake Forest,166-157-8,51.4%,48.6%,-0.5
F Dickinson,74-70-2,51.4%,48.6%,+2.1
Cal Poly,186-176-5,51.4%,48.6%,+2.2
Oklahoma,131-124-5,51.4%,48.6%,-0.2
J Madison,151-143-3,51.4%,48.6%,+1.4
Penn,124-118-8,51.2%,48.8%,+0.9
Wichita St,105-100-1,51.2%,48.8%,+0.7
Rider,141-135-1,51.1%,48.9%,+1.4
Notre Dame,144-138-2,51.1%,48.9%,+1.7
Jackson St,73-70-2,51.1%,49.0%,+0.9
Princeton,100-96-2,51.0%,49.0%,-0.4
Nebraska,160-154-3,51.0%,49.0%,+1.0
Stetson,81-78-1,50.9%,49.1%,+0.9
St Bonaventure,142-137-4,50.9%,49.1%,+0.9
NC Wilmington,141-136-2,50.9%,49.1%,+0.8
UMass Lowell,57-55-1,50.9%,49.1%,+1.7
Rice,174-168-4,50.9%,49.1%,+1.0
SE Louisiana,63-61-1,50.8%,49.2%,+0.8
Louisiana,132-128-3,50.8%,49.2%,+0.2
Clemson,133-129-4,50.8%,49.2%,-0.1
Virginia Tech,140-136-6,50.7%,49.3%,+1.2
Washington,146-142-2,50.7%,49.3%,+1.2
Pacific,148-144-2,50.7%,49.3%,+0.4
Towson,153-149-3,50.7%,49.3%,+1.8
Northwestern,160-156-8,50.6%,49.4%,+0.2
Elon,162-158-0,50.6%,49.4%,+1.5
E Carolina,163-159-6,50.6%,49.4%,+0.4
UCLA,129-126-2,50.6%,49.4%,-0.1
Abl Christian,43-42-0,50.6%,49.4%,+0.2
Evansville,176-172-2,50.6%,49.4%,+2.2
E Washington,141-138-4,50.5%,49.5%,+1.0
Michigan St,109-107-1,50.5%,49.5%,+0.9
Old Dominion,127-125-5,50.4%,49.6%,+0.4
SMU,130-128-0,50.4%,49.6%,0.0
NW State,65-64-4,50.4%,49.6%,0.0
Michigan,140-138-2,50.4%,49.6%,+0.2
Temple,144-142-5,50.4%,49.7%,+1.2
Coastal Car,77-76-2,50.3%,49.7%,0.0
NC State,156-154-3,50.3%,49.7%,+0.8
AR-Pine Bluff,89-88-2,50.3%,49.7%,+0.1
Coppin St,101-100-1,50.3%,49.8%,-0.8
VMI,103-102-1,50.2%,49.8%,+2.2
Texas,128-127-3,50.2%,49.8%,+0.6
Maryland,131-130-5,50.2%,49.8%,+0.7
Utah,149-148-2,50.2%,49.8%,+0.5
Oklahoma St,146-145-3,50.2%,49.8%,+1.5
California,169-169-7,50.0%,50.0%,+0.2
Idaho,164-164-6,50.0%,50.0%,+0.7
La Salle,162-162-3,50.0%,50.0%,+1.1
Saint Joseph's,154-154-5,50.0%,50.0%,+0.8
Howard,70-70-3,50.0%,50.0%,+0.6
Illinois St,148-148-3,50.0%,50.0%,+0.1
New Mexico St,95-95-7,50.0%,50.0%,+0.3
Detroit Mercy,179-179-6,50.0%,50.0%,+1.2
Butler,118-118-5,50.0%,50.0%,+0.7
UT Arlington,86-86-2,50.0%,50.0%,+0.3
NC Central,51-51-0,50.0%,50.0%,-0.3
C Michigan,168-169-3,49.9%,50.2%,+1.6
Loyola Mymt,168-169-4,49.9%,50.2%,-0.2
Texas Tech,142-143-4,49.8%,50.2%,+0.8
San Diego St,88-89-3,49.7%,50.3%,+0.3
Arizona St,162-164-3,49.7%,50.3%,+0.8
USC,155-157-5,49.7%,50.3%,+0.2
Charlotte,156-158-5,49.7%,50.3%,+0.8
UL Monroe,156-158-8,49.7%,50.3%,+0.1
Lamar,68-69-2,49.6%,50.4%,-0.8
St Francis PA,66-67-2,49.6%,50.4%,+1.6
Toledo,132-134-4,49.6%,50.4%,-0.1
UCF,117-119-2,49.6%,50.4%,+0.7
Wright St,115-117-2,49.6%,50.4%,0.0
Texas A&M-CC,58-59-0,49.6%,50.4%,-0.9
Penn St,167-170-5,49.6%,50.5%,0.0
Creighton,108-110-7,49.5%,50.5%,+0.9
San Diego,162-165-3,49.5%,50.5%,-0.2
Davidson,99-101-3,49.5%,50.5%,-0.2
McNeese,49-50-1,49.5%,50.5%,+2.2
Montana St,138-141-0,49.5%,50.5%,-0.7
Winthrop,44-45-1,49.4%,50.6%,+2.3
SF Austin,42-43-0,49.4%,50.6%,+0.5
Yale,79-81-1,49.4%,50.6%,+0.1
Marshall,142-146-4,49.3%,50.7%,+0.1
Miami,140-144-5,49.3%,50.7%,+1.0
Kansas City,104-107-1,49.3%,50.7%,-0.6
Robert Morris,69-71-1,49.3%,50.7%,+0.4
American,65-67-0,49.2%,50.8%,+0.2
Oregon,128-132-2,49.2%,50.8%,+0.6
Utah St,90-93-4,49.2%,50.8%,+1.2
Bethune,59-61-2,49.2%,50.8%,+0.6
CS Fullerton,140-145-3,49.1%,50.9%,+1.8
Villanova,105-109-4,49.1%,50.9%,-0.2
Ball St,149-155-8,49.0%,51.0%,0.0
Furman,119-124-3,49.0%,51.0%,-0.3
UC Irvine,117-122-4,49.0%,51.1%,+1.2
Little Rock,136-142-2,48.9%,51.1%,+1.2
Miss Valley St,112-117-3,48.9%,51.1%,+0.3
Niagara,154-161-2,48.9%,51.1%,+0.9
Mt St Mary's,66-69-5,48.9%,51.1%,+1.3
UT Martin,153-160-4,48.9%,51.1%,+1.2
Illinois,130-136-4,48.9%,51.1%,-0.2
Indiana,150-157-5,48.9%,51.1%,+0.6
Fordham,166-174-12,48.8%,51.2%,0.0
Lehigh,61-64-1,48.8%,51.2%,+1.2
The Citadel,172-181-4,48.7%,51.3%,-1.1
Duke,74-78-2,48.7%,51.3%,+0.5
Stanford,146-154-2,48.7%,51.3%,+0.4
Presbyterian,73-77-0,48.7%,51.3%,+0.9
Kansas St,127-134-5,48.7%,51.3%,+0.2
Louisiana Tech,107-113-2,48.6%,51.4%,0.0
Albany,70-74-1,48.6%,51.4%,+0.7
Santa Clara,139-147-2,48.6%,51.4%,-0.6
Tulsa,135-143-1,48.6%,51.4%,+0.5
Missouri,151-160-3,48.6%,51.5%,+0.4
