Team,Over Record,Over %,Under %,Total +/-
W Georgia,8-1-0,88.9%,11.1%,+8.1
Miami,7-1-0,87.5%,12.5%,+11.4
Iowa,7-1-0,87.5%,12.5%,+12.1
Lafayette,6-1-0,85.7%,14.3%,+5.7
Indiana St,6-1-0,85.7%,14.3%,+9.4
Notre Dame,6-1-0,85.7%,14.3%,+8.6
Buffalo,5-1-0,83.3%,16.7%,+8.3
Norfolk St,9-2-0,81.8%,18.2%,+8.7
South Dakota,9-2-0,81.8%,18.2%,+10.0
Canisius,9-2-0,81.8%,18.2%,+13.7
N Florida,8-2-0,80.0%,20.0%,+7.7
Furman,4-1-0,80.0%,20.0%,+5.1
Baylor,8-2-0,80.0%,20.0%,+2.4
Oregon St,11-3-0,78.6%,21.4%,+8.8
UMBC,11-3-0,78.6%,21.4%,+9.0
Robert Morris,7-2-0,77.8%,22.2%,+12.1
Georgia,7-2-0,77.8%,22.2%,+2.7
Gonzaga,10-3-0,76.9%,23.1%,+3.3
Texas Tech,9-3-1,75.0%,25.0%,+3.7
SIU Edward,9-3-0,75.0%,25.0%,+7.3
Gardner-Webb,6-2-0,75.0%,25.0%,+6.5
Delaware,12-4-0,75.0%,25.0%,+6.0
E Carolina,6-2-0,75.0%,25.0%,+10.9
Temple,9-3-0,75.0%,25.0%,+8.1
UC Riverside,12-4-0,75.0%,25.0%,+8.0
Dayton,9-3-0,75.0%,25.0%,+6.1
Air Force,6-2-0,75.0%,25.0%,+5.4
Virginia Tech,6-2-0,75.0%,25.0%,+4.9
Washington,6-2-0,75.0%,25.0%,+3.6
Pepperdine,9-3-0,75.0%,25.0%,+10.7
Le Moyne,9-3-0,75.0%,25.0%,+7.8
Siena,8-3-1,72.7%,27.3%,+6.2
NJIT,8-3-0,72.7%,27.3%,+0.1
N Dakota St,8-3-0,72.7%,27.3%,+11.0
Mercyhurst,8-3-0,72.7%,27.3%,+8.0
Miami OH,5-2-0,71.4%,28.6%,+4.1
Ohio,5-2-1,71.4%,28.6%,+3.8
UTEP,10-4-1,71.4%,28.6%,+5.5
Howard,10-4-0,71.4%,28.6%,+5.4
IU Indy,5-2-0,71.4%,28.6%,+7.5
UTSA,5-2-0,71.4%,28.6%,+2.1
UMass,5-2-0,71.4%,28.6%,+9.4
Charlotte,7-3-0,70.0%,30.0%,+7.4
N Texas,7-3-1,70.0%,30.0%,+2.0
Xavier,7-3-0,70.0%,30.0%,+9.1
NC Central,7-3-0,70.0%,30.0%,+5.3
E Kentucky,9-4-0,69.2%,30.8%,+5.3
Northeastern,9-4-1,69.2%,30.8%,+2.8
N Colorado,9-4-0,69.2%,30.8%,+2.7
Creighton,6-3-0,66.7%,33.3%,+3.7
N Arizona,8-4-0,66.7%,33.3%,-1.6
Arkansas,6-3-0,66.7%,33.3%,+2.2
Portland,8-4-0,66.7%,33.3%,+8.5
Loyola MD,6-3-0,66.7%,33.3%,+3.6
Pittsburgh,4-2-1,66.7%,33.3%,+10.1
W Illinois,8-4-0,66.7%,33.3%,+2.7
S Alabama,6-3-0,66.7%,33.3%,+6.7
C Michigan,4-2-0,66.7%,33.3%,+4.1
Columbia,8-4-0,66.7%,33.3%,+6.5
Delaware St,8-4-0,66.7%,33.3%,+4.9
S Carolina St,8-4-0,66.7%,33.3%,+7.8
Bradley,4-2-0,66.7%,33.3%,+4.6
Idaho St,8-4-1,66.7%,33.3%,+1.5
G Washington,6-3-0,66.7%,33.3%,0.0
Weber St,8-4-1,66.7%,33.3%,+5.1
C Arkansas,6-3-0,66.7%,33.3%,+0.7
North Carolina,6-3-0,66.7%,33.3%,+5.7
St Thomas,6-3-1,66.7%,33.3%,+7.8
Cornell,9-5-1,64.3%,35.7%,+11.2
St Francis PA,7-4-0,63.6%,36.4%,+4.2
J Madison,7-4-0,63.6%,36.4%,+4.8
Duke,7-4-0,63.6%,36.4%,-0.1
SE Missouri St,7-4-0,63.6%,36.4%,+4.9
Illinois,7-4-0,63.6%,36.4%,+8.1
USC,5-3-0,62.5%,37.5%,+1.9
New Orleans,10-6-0,62.5%,37.5%,+5.0
Tulane,5-3-0,62.5%,37.5%,+1.8
Davidson,5-3-0,62.5%,37.5%,+5.3
Alabama,5-3-1,62.5%,37.5%,+6.6
E Michigan,5-3-0,62.5%,37.5%,+4.8
Bowling Green,5-3-0,62.5%,37.5%,+7.2
Maine,10-6-0,62.5%,37.5%,+0.4
