Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,3-0-0,100.0%,0.0%,+11.7
W Georgia,4-1-0,80.0%,20.0%,+1.6
Bellarmine,17-8-0,68.0%,32.0%,+2.7
Hou Christian,28-14-0,66.7%,33.3%,+6.7
Lipscomb,30-17-1,63.8%,36.2%,+4.5
S Carolina St,30-17-0,63.8%,36.2%,+6.8
Missouri St,83-50-1,62.4%,37.6%,+5.7
E Washington,72-45-2,61.5%,38.5%,+4.9
N Colorado,64-40-2,61.5%,38.5%,+5.0
Georgia So,68-43-1,61.3%,38.7%,+4.9
Morgan St,31-20-1,60.8%,39.2%,+3.3
NC Wilmington,77-50-0,60.6%,39.4%,+4.3
South Dakota,53-35-1,60.2%,39.8%,+4.3
Pacific,66-44-1,60.0%,40.0%,+2.7
Chicago St,30-20-0,60.0%,40.0%,+4.7
Denver,75-50-2,60.0%,40.0%,+2.4
Grand Canyon,36-24-1,60.0%,40.0%,+3.2
Robert Morris,28-19-1,59.6%,40.4%,+3.2
Delaware,72-49-1,59.5%,40.5%,+3.9
Youngstown St,69-47-3,59.5%,40.5%,+4.3
Longwood,32-22-1,59.3%,40.7%,+1.2
The Citadel,56-39-2,59.0%,41.1%,+3.2
SF Austin,33-23-2,58.9%,41.1%,+2.6
W Illinois,50-35-1,58.8%,41.2%,+3.1
Omaha,50-35-1,58.8%,41.2%,+2.5
Lindenwood,10-7-0,58.8%,41.2%,-0.9
N Dakota St,67-47-1,58.8%,41.2%,+3.8
Stony Brook,35-25-0,58.3%,41.7%,+5.1
Purdue FW,46-33-3,58.2%,41.8%,+2.5
BYU,75-54-2,58.1%,41.9%,+3.4
Belmont,61-44-2,58.1%,41.9%,+1.8
Bucknell,30-22-1,57.7%,42.3%,+3.4
NC Asheville,38-28-0,57.6%,42.4%,+3.2
Jacksonville,27-20-0,57.5%,42.6%,+1.9
N Arizona,58-43-2,57.4%,42.6%,+2.8
Mercer,35-26-2,57.4%,42.6%,+2.7
Oral Roberts,48-36-0,57.1%,42.9%,+3.5
Little Rock,68-51-0,57.1%,42.9%,+2.2
UCSD,12-9-1,57.1%,42.9%,+1.0
Green Bay,79-60-1,56.8%,43.2%,+3.2
Campbell,25-19-2,56.8%,43.2%,+4.4
N Florida,25-19-1,56.8%,43.2%,+5.1
Prairie View,26-20-0,56.5%,43.5%,+2.1
UMass Lowell,26-20-0,56.5%,43.5%,+3.4
Texas So,35-27-1,56.5%,43.6%,+3.4
Oregon St,79-61-1,56.4%,43.6%,+1.7
St Thomas,9-7-0,56.3%,43.8%,+3.4
Buffalo,82-64-3,56.2%,43.8%,+2.6
Washington,88-69-1,56.1%,44.0%,+2.8
California,79-62-1,56.0%,44.0%,+1.6
Jacksonville St,56-44-2,56.0%,44.0%,+0.8
Colgate,38-30-0,55.9%,44.1%,+0.9
NC State,106-84-2,55.8%,44.2%,+1.0
Gardner-Webb,29-23-0,55.8%,44.2%,+1.0
Saint Joseph's,93-74-3,55.7%,44.3%,+1.2
Illinois St,74-59-1,55.6%,44.4%,+1.7
Michigan,115-92-1,55.6%,44.4%,+2.6
Oakland,55-44-1,55.6%,44.4%,+2.2
Hampton,30-24-0,55.6%,44.4%,+3.9
Radford,30-24-0,55.6%,44.4%,+2.6
Dayton,97-78-2,55.4%,44.6%,+1.9
USC,83-67-2,55.3%,44.7%,+2.5
S Utah,47-38-3,55.3%,44.7%,+3.0
N Alabama,21-17-0,55.3%,44.7%,+1.0
Marquette,122-99-4,55.2%,44.8%,+2.1
Wake Forest,124-101-4,55.1%,44.9%,+1.3
Tenn Tech,61-50-1,55.0%,45.1%,+4.3
Notre Dame,113-93-5,54.9%,45.2%,+2.0
UTSA,40-33-0,54.8%,45.2%,+2.5
Lafayette,23-19-2,54.8%,45.2%,+1.1
W Michigan,69-57-1,54.8%,45.2%,+2.2
UT Martin,58-48-2,54.7%,45.3%,+4.3
Bradley,77-64-2,54.6%,45.4%,+2.8
Duquesne,90-75-0,54.6%,45.5%,+2.9
Boston College,103-86-3,54.5%,45.5%,+0.4
Alcorn St,31-26-0,54.4%,45.6%,+1.4
St John's,106-89-4,54.4%,45.6%,+1.8
Portland,63-53-4,54.3%,45.7%,+1.5
Northeastern,57-48-4,54.3%,45.7%,+1.1
Liberty,45-38-0,54.2%,45.8%,+0.7
Troy,58-49-5,54.2%,45.8%,+1.9
