Team,ATS Record,Cover %,MOV,ATS +/-
UCSD,4-0-0,100.0%,15.8,+7.9
Florida,4-0-0,100.0%,21.0,+13.0
S Carolina St,11-1-0,91.7%,9.3,+12.3
Syracuse,14-2-2,87.5%,0.8,+4.2
Charleston,7-1-0,87.5%,10.3,+3.7
Robert Morris,6-1-0,85.7%,4.0,+1.9
Yale,5-1-0,83.3%,16.3,+6.5
Liberty,5-1-0,83.3%,11.0,+7.2
VCU,5-1-0,83.3%,16.8,+7.7
UC Irvine,5-1-0,83.3%,8.8,+2.4
Montana,5-1-1,83.3%,11.6,+4.3
Jacksonville St,9-2-0,81.8%,7.8,+5.7
West Virginia,9-2-1,81.8%,6.8,+8.2
UAB,9-2-0,81.8%,17.3,+4.4
Michigan St,4-1-1,80.0%,11.0,+5.0
South Dakota,8-2-1,80.0%,8.7,+3.7
SE Missouri St,7-2-0,77.8%,13.1,+9.5
Norfolk St,7-2-0,77.8%,8.8,+4.6
Wisconsin,7-2-0,77.8%,9.1,+3.7
Boise St,7-2-0,77.8%,17.8,+8.6
Chattanooga,7-2-0,77.8%,5.7,+3.3
F Dickinson,12-4-0,75.0%,4.7,+3.3
NC Asheville,6-2-0,75.0%,15.2,+6.8
Oregon St,9-3-0,75.0%,9.8,+2.6
Mt St Mary's,9-3-0,75.0%,0.2,+0.5
UC Riverside,9-3-0,75.0%,-1.6,+2.9
N Arizona,11-4-0,73.3%,4.5,+5.0
Radford,8-3-0,72.7%,10.9,+5.8
Kentucky,8-3-0,72.7%,11.0,+7.1
Xavier,8-3-0,72.7%,9.7,+3.7
American,8-3-1,72.7%,-3.2,+0.3
Louisiana Tech,8-3-0,72.7%,5.3,+3.8
Hou Christian,13-5-0,72.2%,-2.6,+2.6
California,13-5-0,72.2%,-2.1,+0.5
Bethune,10-4-1,71.4%,-3.3,+3.0
Maryland,5-2-1,71.4%,23.4,+11.1
VMI,12-5-0,70.6%,1.7,+3.0
UCLA,7-3-0,70.0%,5.5,+0.9
CS Northridge,7-3-0,70.0%,10.4,+7.7
Portland St,7-3-0,70.0%,11.3,+1.8
Kent St,7-3-0,70.0%,12.8,+7.1
SMU,7-3-0,70.0%,11.6,+3.4
N Alabama,7-3-0,70.0%,12.6,+6.0
Lindenwood,9-4-0,69.2%,8.9,+2.8
Dartmouth,9-4-0,69.2%,-1.6,+5.7
C Michigan,11-5-0,68.8%,5.6,+7.4
Iona,11-5-0,68.8%,0.0,-0.8
Florida A&M,11-5-0,68.8%,-8.1,0.0
San Diego St,6-3-0,66.7%,5.3,+3.9
Miami OH,4-2-1,66.7%,13.5,+1.7
Omaha,8-4-0,66.7%,-4.7,+1.8
Boston U,10-5-0,66.7%,0.3,+2.8
Texas A&M-CC,6-3-1,66.7%,15.9,+1.6
Santa Clara,8-4-0,66.7%,11.9,+7.8
G Washington,8-4-0,66.7%,3.7,+4.2
Manhattan,8-4-0,66.7%,2.9,+2.8
Tarleton St,12-6-0,66.7%,-0.9,+2.8
Troy,6-3-0,66.7%,9.3,+0.2
Monmouth,12-6-1,66.7%,-1.6,+4.2
Brown,8-4-0,66.7%,4.1,+3.7
Drake,2-1-0,66.7%,5.7,-0.5
Idaho St,8-4-0,66.7%,3.6,+1.0
Purdue FW,8-4-0,66.7%,6.8,+2.5
Wofford,10-5-0,66.7%,5.0,+4.9
Nicholls,6-3-1,66.7%,10.9,+3.7
BYU,6-3-0,66.7%,6.3,+0.6
Indiana,8-4-0,66.7%,-0.9,+2.8
Holy Cross,12-6-0,66.7%,-2.6,+2.8
Clemson,4-2-0,66.7%,10.0,+3.1
Arizona,8-4-0,66.7%,13.8,+3.5
N Iowa,8-4-0,66.7%,6.7,+3.3
N Texas,4-2-1,66.7%,12.6,+2.6
Jackson St,11-6-0,64.7%,-8.6,+4.9
Oklahoma St,11-6-0,64.7%,-0.6,+1.6
Mercer,11-6-0,64.7%,1.4,-0.5
San Jose St,11-6-0,64.7%,-1.5,-0.9
