Team,Over Record,Over %,Under %,Total +/-
Le Moyne,24-7-0,77.4%,22.6%,+8.4
Temple,22-7-0,75.9%,24.1%,+8.2
N Florida,22-8-0,73.3%,26.7%,+7.3
USC,22-8-0,73.3%,26.7%,+3.6
Indiana St,21-8-0,72.4%,27.6%,+6.6
South Dakota,20-8-0,71.4%,28.6%,+6.8
N Arizona,19-8-0,70.4%,29.6%,+0.2
Northwestern,21-9-0,70.0%,30.0%,+2.2
Oregon St,21-9-0,70.0%,30.0%,+4.6
W Carolina,18-8-1,69.2%,30.8%,+0.4
Delaware,20-9-0,69.0%,31.0%,+6.1
Dayton,20-9-0,69.0%,31.0%,+3.6
Tennessee St,19-9-0,67.9%,32.1%,+4.9
W Illinois,19-9-0,67.9%,32.1%,+3.6
Illinois St,19-9-2,67.9%,32.1%,+5.9
UMBC,19-9-0,67.9%,32.1%,+4.8
Siena,19-9-1,67.9%,32.1%,+6.9
C Arkansas,21-10-0,67.7%,32.3%,+3.2
NC Central,18-9-0,66.7%,33.3%,+4.9
Delaware St,16-8-0,66.7%,33.3%,+6.5
E Kentucky,20-10-0,66.7%,33.3%,+2.1
NJIT,20-10-0,66.7%,33.3%,+0.3
Cal Poly,19-10-0,65.5%,34.5%,+7.5
CS Bakersfield,19-10-1,65.5%,34.5%,+5.7
Loyola MD,19-10-0,65.5%,34.5%,+1.2
Howard,17-9-0,65.4%,34.6%,+4.9
Cornell,15-8-2,65.2%,34.8%,+7.4
San Jose St,18-10-1,64.3%,35.7%,+4.3
N Dakota St,18-10-0,64.3%,35.7%,+6.4
Texas St,18-10-1,64.3%,35.7%,+8.3
North Dakota,18-10-0,64.3%,35.7%,+4.8
Ohio,18-10-1,64.3%,35.7%,+2.6
Texas,18-10-2,64.3%,35.7%,+2.1
N Colorado,18-10-0,64.3%,35.7%,+3.8
Rhode Island,18-10-0,64.3%,35.7%,+2.3
Montana,18-10-0,64.3%,35.7%,+2.4
St Francis PA,18-10-0,64.3%,35.7%,+4.3
Morgan St,16-9-0,64.0%,36.0%,+5.1
Manhattan,16-9-1,64.0%,36.0%,+7.7
Idaho St,16-9-1,64.0%,36.0%,+3.8
Villanova,19-11-1,63.3%,36.7%,+1.6
IU Indy,19-11-0,63.3%,36.7%,+6.5
Auburn,19-11-0,63.3%,36.7%,+2.6
Belmont,19-11-0,63.3%,36.7%,+3.6
Miami,19-11-0,63.3%,36.7%,+5.8
E Carolina,17-10-0,63.0%,37.0%,+5.7
Akron,17-10-1,63.0%,37.0%,+5.4
St Thomas,17-10-1,63.0%,37.0%,+5.9
Penn,15-9-2,62.5%,37.5%,+0.9
Idaho,18-11-0,62.1%,37.9%,+3.4
Gardner-Webb,18-11-1,62.1%,37.9%,+1.2
Portland,18-11-0,62.1%,37.9%,+4.8
Butler,18-11-1,62.1%,37.9%,+3.9
Fordham,18-11-0,62.1%,37.9%,+5.6
E Michigan,18-11-0,62.1%,37.9%,+4.6
Longwood,17-11-0,60.7%,39.3%,+2.6
Army,17-11-0,60.7%,39.3%,+6.6
Winthrop,17-11-0,60.7%,39.3%,+5.1
Gonzaga,18-12-1,60.0%,40.0%,+1.4
UCF,18-12-0,60.0%,40.0%,+8.4
Bellarmine,18-12-0,60.0%,40.0%,+6.2
Oklahoma,18-12-0,60.0%,40.0%,+3.7
Lafayette,18-12-2,60.0%,40.0%,+1.4
Illinois,18-12-0,60.0%,40.0%,+1.4
Valparaiso,18-12-0,60.0%,40.0%,+3.3
Purdue,18-12-0,60.0%,40.0%,+0.9
Missouri,18-12-0,60.0%,40.0%,+5.8
UTEP,15-10-1,60.0%,40.0%,+1.8
Virginia,18-12-0,60.0%,40.0%,+1.8
Maryland,18-12-0,60.0%,40.0%,+1.9
W Georgia,18-12-0,60.0%,40.0%,+1.1
UTSA,16-11-0,59.3%,40.7%,+1.1
Rutgers,17-12-1,58.6%,41.4%,+4.3
Washington,17-12-0,58.6%,41.4%,+1.2
Jackson St,17-12-0,58.6%,41.4%,+2.2
Long Beach St,17-12-0,58.6%,41.4%,+2.8
Lindenwood,17-12-0,58.6%,41.4%,+2.0
UC Riverside,17-12-0,58.6%,41.4%,+5.1
Purdue FW,17-12-0,58.6%,41.4%,+5.0
SC Upstate,17-12-0,58.6%,41.4%,+1.9
Mississippi St,17-12-1,58.6%,41.4%,+2.5
NC Asheville,14-10-2,58.3%,41.7%,+5.3
North Carolina,18-13-0,58.1%,41.9%,+2.5
Northeastern,18-13-0,58.1%,41.9%,-0.2
Colgate,18-13-0,58.1%,41.9%,+4.1
Sam Houston,15-11-0,57.7%,42.3%,+1.8
