Team,Over Record,Over %,Under %,Total +/-
Le Moyne,21-9-0,70.0%,30.0%,+1.9
New Orleans,87-46-2,65.4%,34.6%,+4.2
Iowa,77-50-0,60.6%,39.4%,+3.9
Queens,34-23-1,59.7%,40.4%,+0.9
E Texas A&M,38-26-0,59.4%,40.6%,+3.3
Miss Valley St,78-54-0,59.1%,40.9%,+3.9
North Dakota,111-78-1,58.7%,41.3%,+2.8
Wright St,111-79-0,58.4%,41.6%,+1.4
Samford,108-77-2,58.4%,41.6%,+3.6
Howard,69-50-1,58.0%,42.0%,+2.2
Norfolk St,72-53-0,57.6%,42.4%,+1.5
Arizona St,107-79-1,57.5%,42.5%,+2.5
Nebraska,69-51-2,57.5%,42.5%,+2.3
Purdue,91-68-2,57.2%,42.8%,+2.0
SIU Edward,113-85-4,57.1%,42.9%,+0.4
SE Louisiana,74-56-0,56.9%,43.1%,+3.8
NC State,95-72-2,56.9%,43.1%,+1.9
Oregon St,109-83-0,56.8%,43.2%,+1.1
George Mason,90-69-0,56.6%,43.4%,+0.9
Morgan St,60-46-2,56.6%,43.4%,+2.8
UNLV,91-70-0,56.5%,43.5%,+1.9
UCSD,39-30-3,56.5%,43.5%,+5.5
Fresno St,88-68-2,56.4%,43.6%,+1.8
Rice,110-85-1,56.4%,43.6%,+2.1
Coppin St,71-55-1,56.4%,43.7%,+1.2
Long Beach St,103-80-2,56.3%,43.7%,+2.3
Oakland,106-83-1,56.1%,43.9%,+2.4
Omaha,89-70-1,56.0%,44.0%,+1.9
Dayton,94-74-2,56.0%,44.1%,+1.6
Texas St,113-89-3,55.9%,44.1%,+2.0
Gardner-Webb,85-67-1,55.9%,44.1%,+2.7
Montana,118-93-1,55.9%,44.1%,+2.6
Wofford,115-91-2,55.8%,44.2%,+1.1
Grand Canyon,83-66-0,55.7%,44.3%,+0.8
Auburn,113-90-1,55.7%,44.3%,+2.5
UT Rio Grande,74-59-2,55.6%,44.4%,+1.3
Charlotte,106-85-9,55.5%,44.5%,+2.4
Idaho St,106-85-4,55.5%,44.5%,+2.3
South Dakota,82-66-2,55.4%,44.6%,+4.5
CS Bakersfield,82-66-1,55.4%,44.6%,+1.5
E Washington,119-96-1,55.4%,44.7%,+2.6
Kennesaw St,80-65-2,55.2%,44.8%,+1.0
S Indiana,32-26-0,55.2%,44.8%,+2.2
High Point,76-62-2,55.1%,44.9%,+3.3
Lehigh,76-62-0,55.1%,44.9%,+3.4
Loyola MD,76-62-1,55.1%,44.9%,+2.2
Mississippi St,109-89-1,55.1%,45.0%,+2.1
Kentucky,109-89-1,55.1%,45.0%,+3.0
Alabama,109-89-5,55.1%,45.0%,+1.8
LSU,104-85-4,55.0%,45.0%,+2.1
N Colorado,104-85-3,55.0%,45.0%,+2.0
Columbia,82-67-3,55.0%,45.0%,+2.4
American,83-68-0,55.0%,45.0%,+0.8
NC Asheville,73-60-5,54.9%,45.1%,+1.4
Lipscomb,90-74-1,54.9%,45.1%,+1.6
UTEP,118-97-4,54.9%,45.1%,+1.4
Indiana St,103-85-1,54.8%,45.2%,+1.8
Nevada,98-81-2,54.8%,45.3%,+1.8
Gonzaga,129-107-2,54.7%,45.3%,+1.2
Bowling Green,108-90-1,54.6%,45.5%,+1.7
S Utah,96-80-2,54.6%,45.5%,+1.9
W Georgia,12-10-0,54.6%,45.5%,+0.8
Dartmouth,78-65-2,54.6%,45.5%,+2.1
Chattanooga,110-92-4,54.5%,45.5%,+1.3
SE Missouri St,104-87-4,54.5%,45.6%,+3.0
Boston U,86-72-2,54.4%,45.6%,0.0
West Virginia,107-90-2,54.3%,45.7%,+1.8
Toledo,114-96-1,54.3%,45.7%,+1.9
Oral Roberts,83-70-0,54.3%,45.8%,+1.6
Pepperdine,109-92-4,54.2%,45.8%,+1.6
Virginia Tech,84-71-1,54.2%,45.8%,+2.9
Stetson,80-68-1,54.1%,46.0%,+2.4
Montana St,114-97-0,54.0%,46.0%,+2.3
Tennessee St,101-86-2,54.0%,46.0%,+1.1
SC Upstate,74-63-0,54.0%,46.0%,+0.3
Hawai'i,82-70-8,54.0%,46.1%,+0.3
Green Bay,97-83-2,53.9%,46.1%,+0.9
N Florida,84-72-1,53.9%,46.2%,+1.5
Wyoming,91-78-2,53.9%,46.2%,+1.4
Milwaukee,99-85-0,53.8%,46.2%,+1.5
VMI,99-85-2,53.8%,46.2%,+2.1
NC Central,64-55-0,53.8%,46.2%,+0.3
Coastal Car,100-86-0,53.8%,46.2%,+1.8
Portland,100-86-0,53.8%,46.2%,+1.1
Sacred Heart,79-68-3,53.7%,46.3%,+2.5
Duquesne,80-69-1,53.7%,46.3%,+2.0
CS Fullerton,88-76-3,53.7%,46.3%,+3.3
Alcorn St,66-57-3,53.7%,46.3%,+1.4
UTSA,103-89-2,53.7%,46.4%,+1.7
Delaware,111-96-1,53.6%,46.4%,+1.7
UT Arlington,111-96-2,53.6%,46.4%,+1.1
McNeese,67-58-0,53.6%,46.4%,+0.8
Air Force,82-71-1,53.6%,46.4%,+1.7
Colorado St,82-71-2,53.6%,46.4%,+1.9
W Carolina,120-104-2,53.6%,46.4%,+1.0
Delaware St,60-52-1,53.6%,46.4%,+1.4
F Dickinson,76-66-2,53.5%,46.5%,+3.5
Austin Peay,114-99-2,53.5%,46.5%,+3.2
Butler,84-73-6,53.5%,46.5%,+2.8
Youngstown St,101-88-0,53.4%,46.6%,+1.8
Loyola Mymt,101-88-3,53.4%,46.6%,+0.3
Detroit Mercy,94-82-3,53.4%,46.6%,+2.5
AR-Pine Bluff,71-62-3,53.4%,46.6%,+1.1
Florida St,80-70-2,53.3%,46.7%,+0.6
Hofstra,120-105-0,53.3%,46.7%,+2.2
SMU,64-56-1,53.3%,46.7%,+0.3
Bellarmine,49-43-1,53.3%,46.7%,+2.8
St John's,74-65-3,53.2%,46.8%,+3.1
Radford,75-66-1,53.2%,46.8%,-0.4
UMass,85-75-0,53.1%,46.9%,+1.8
S Dakota St,94-83-0,53.1%,46.9%,+2.0
Furman,104-92-2,53.1%,46.9%,+0.7
Murray St,105-93-3,53.0%,47.0%,+0.4
Marshall,114-101-3,53.0%,47.0%,+1.1
South Carolina,97-86-3,53.0%,47.0%,+0.7
Illinois,81-72-2,52.9%,47.1%,+2.3
Missouri St,99-88-1,52.9%,47.1%,+1.9
Penn,91-81-2,52.9%,47.1%,+1.5
Brown,82-73-1,52.9%,47.1%,+1.9
E Illinois,110-98-3,52.9%,47.1%,+1.1
Utah St,83-74-2,52.9%,47.1%,+1.3
Arizona,113-101-4,52.8%,47.2%,+2.1
Ball St,104-93-3,52.8%,47.2%,+1.8
San Jose St,76-68-2,52.8%,47.2%,+1.5
Boston College,76-68-1,52.8%,47.2%,+1.6
Lafayette,77-69-2,52.7%,47.3%,+0.1
Colgate,70-63-1,52.6%,47.4%,+1.0
Denver,80-72-1,52.6%,47.4%,+1.6
UAB,110-99-5,52.6%,47.4%,+3.1
Holy Cross,83-75-3,52.5%,47.5%,+0.3
New Mexico,74-67-0,52.5%,47.5%,+2.0
Valparaiso,96-87-0,52.5%,47.5%,+0.9
UMass Lowell,64-58-3,52.5%,47.5%,+1.8
Bucknell,86-78-2,52.4%,47.6%,+2.2
St Francis PA,78-71-1,52.4%,47.7%,+1.5
Buffalo,101-92-2,52.3%,47.7%,+0.7
Campbell,79-72-3,52.3%,47.7%,-0.1
Northwestern,69-63-4,52.3%,47.7%,-0.4
Hampton,69-63-1,52.3%,47.7%,+2.0
Binghamton,70-64-2,52.2%,47.8%,+1.1
Kansas St,94-86-1,52.2%,47.8%,+1.4
Texas A&M-CC,72-66-3,52.2%,47.8%,-0.9
Georgia St,109-100-0,52.2%,47.9%,+1.7
Texas Tech,99-91-2,52.1%,47.9%,+1.2
N Illinois,99-91-3,52.1%,47.9%,+1.2
Syracuse,87-80-1,52.1%,47.9%,+0.5
Quinnipiac,75-69-1,52.1%,47.9%,+2.8
VCU,91-84-2,52.0%,48.0%,+0.5
Nicholls,67-62-2,51.9%,48.1%,+1.9
Oregon,107-99-2,51.9%,48.1%,+0.8
Harvard,81-75-0,51.9%,48.1%,+0.8
Providence,81-75-1,51.9%,48.1%,+0.9
Santa Clara,96-89-3,51.9%,48.1%,+0.7
Texas,97-90-3,51.9%,48.1%,+0.9
Weber St,113-105-3,51.8%,48.2%,+0.9
App State,99-92-2,51.8%,48.2%,-0.3
Florida Intl,103-96-2,51.8%,48.2%,+0.5
Bethune,61-57-1,51.7%,48.3%,+1.3
Sam Houston,63-59-0,51.6%,48.4%,+0.4
Northeastern,112-105-1,51.6%,48.4%,+1.0
Stanford,101-95-2,51.5%,48.5%,+1.2
Vanderbilt,103-97-3,51.5%,48.5%,+1.5
NJIT,69-65-1,51.5%,48.5%,-1.0
Southern Miss,104-98-2,51.5%,48.5%,+1.2
E Tennessee St,104-98-4,51.5%,48.5%,-0.6
Chicago St,53-50-3,51.5%,48.5%,+0.2
Missouri,95-90-2,51.4%,48.7%,+0.9
UConn,77-73-2,51.3%,48.7%,+0.8
Georgia,97-92-1,51.3%,48.7%,+0.9
Vermont,79-75-1,51.3%,48.7%,-0.8
Clemson,80-76-1,51.3%,48.7%,+1.7
Army,81-77-0,51.3%,48.7%,-0.8
NC Wilmington,102-97-1,51.3%,48.7%,+1.5
La Salle,82-78-2,51.3%,48.8%,+0.9
Louisiana,105-100-3,51.2%,48.8%,+1.0
Temple,68-65-3,51.1%,48.9%,+1.0
Cleveland St,92-88-4,51.1%,48.9%,+0.1
Ohio St,70-67-1,51.1%,48.9%,+1.1
Texas A&M,96-92-0,51.1%,48.9%,+1.0
Wake Forest,72-69-4,51.1%,48.9%,+0.4
Florida,101-97-1,51.0%,49.0%,+1.3
Ohio,103-99-2,51.0%,49.0%,+1.1
Abl Christian,61-59-1,50.8%,49.2%,-0.3
Oklahoma St,92-89-3,50.8%,49.2%,0.0
Florida Atlantic,96-93-4,50.8%,49.2%,+2.1
NW State,67-65-3,50.8%,49.2%,+0.5
Arkansas St,102-99-4,50.8%,49.3%,+1.3
Idaho,105-102-2,50.7%,49.3%,+1.7
Arkansas,105-102-4,50.7%,49.3%,+0.7
Memphis,71-69-0,50.7%,49.3%,-0.1
Towson,111-108-1,50.7%,49.3%,+1.0
Xavier,85-83-4,50.6%,49.4%,-0.1
C Michigan,95-93-2,50.5%,49.5%,+1.0
Illinois St,97-95-2,50.5%,49.5%,0.0
Belmont,99-97-1,50.5%,49.5%,+0.7
William & Mary,104-102-3,50.5%,49.5%,+1.7
E Carolina,57-56-1,50.4%,49.6%,+0.8
SF Austin,64-63-0,50.4%,49.6%,+1.2
Richmond,79-78-4,50.3%,49.7%,+1.0
Navy,82-81-2,50.3%,49.7%,-0.8
Yale,88-87-2,50.3%,49.7%,+2.3
Utah,97-96-2,50.3%,49.7%,+0.5
E Kentucky,102-101-3,50.3%,49.8%,+1.6
San Francisco,93-93-1,50.0%,50.0%,+0.5
G Washington,75-75-1,50.0%,50.0%,+1.3
Portland St,97-97-2,50.0%,50.0%,+1.1
C Arkansas,62-62-3,50.0%,50.0%,+0.3
Siena,74-74-6,50.0%,50.0%,+0.9
DePaul,70-70-1,50.0%,50.0%,+0.3
W Illinois,69-69-0,50.0%,50.0%,+0.4
Mississippi,93-93-3,50.0%,50.0%,+1.0
Cornell,72-72-1,50.0%,50.0%,+1.9
Prairie View,68-68-0,50.0%,50.0%,-0.1
St Bonaventure,85-85-2,50.0%,50.0%,+0.2
Incarnate Word,63-63-1,50.0%,50.0%,+1.3
W Michigan,91-92-1,49.7%,50.3%,0.0
Baylor,91-92-1,49.7%,50.3%,+1.3
Marquette,75-76-1,49.7%,50.3%,+1.3
