Team,Over Record,Over %,Under %,Total +/-
W Georgia,4-0-0,100.0%,0.0%,+9.0
Mercyhurst,3-1-0,75.0%,25.0%,+6.0
S Indiana,16-9-0,64.0%,36.0%,+5.9
Hsn Christian,40-24-0,62.5%,37.5%,+5.2
Neb Omaha,81-49-0,62.3%,37.7%,+3.3
Lipscomb,54-34-1,61.4%,38.6%,+4.9
Queens,14-9-1,60.9%,39.1%,+2.2
Stetson,44-29-1,60.3%,39.7%,+2.9
Idaho St,133-88-1,60.2%,39.8%,+4.2
NW State,42-28-2,60.0%,40.0%,+4.0
N Florida,50-34-0,59.5%,40.5%,+4.0
Central Mich,67-47-1,58.8%,41.2%,+3.5
NC-Asheville,41-29-4,58.6%,41.4%,+3.2
South Dakota,76-55-2,58.0%,42.0%,+4.2
Oakland,99-72-4,57.9%,42.1%,+3.0
CS Bakersfld,63-46-0,57.8%,42.2%,+1.5
Loyola-MD,69-51-2,57.5%,42.5%,+4.4
VMI,50-37-0,57.5%,42.5%,+6.0
Boise St,108-80-0,57.5%,42.6%,+1.6
Austin Peay,116-86-6,57.4%,42.6%,+3.3
E Illinois,120-89-3,57.4%,42.6%,+1.7
Longwood,36-27-1,57.1%,42.9%,+0.6
E Michigan,57-43-0,57.0%,43.0%,+1.6
Belmont,86-65-2,57.0%,43.1%,+3.2
Charl South,30-23-1,56.6%,43.4%,+1.4
New Orleans,73-56-2,56.6%,43.4%,+2.9
San Jose St,102-79-3,56.4%,43.7%,+3.3
St Josephs,80-62-2,56.3%,43.7%,+3.3
NC-Wilmgton,98-76-2,56.3%,43.7%,+2.8
Miss Val St,58-45-0,56.3%,43.7%,+2.7
Auburn,76-59-2,56.3%,43.7%,+2.7
Sam Hous St,45-35-0,56.3%,43.8%,-0.1
Indiana St,69-54-2,56.1%,43.9%,+1.2
Lehigh,37-29-1,56.1%,43.9%,+0.7
Boston Col,88-69-2,56.1%,44.0%,+2.1
St Bonavent,84-66-1,56.0%,44.0%,+3.1
Denver,119-94-5,55.9%,44.1%,+2.4
Lafayette,29-23-2,55.8%,44.2%,+1.9
SIU Edward,68-54-1,55.7%,44.3%,+2.1
Buffalo,74-59-1,55.6%,44.4%,+3.2
IPFW,79-63-7,55.6%,44.4%,+2.1
Bucknell,35-28-1,55.6%,44.4%,+1.7
Youngs St,100-80-2,55.6%,44.4%,+2.1
Montana St,132-106-0,55.5%,44.5%,+1.8
Prairie View,51-41-0,55.4%,44.6%,+1.9
McNeese St,36-29-2,55.4%,44.6%,+4.0
Alabama,100-81-2,55.3%,44.8%,+2.1
E Washingtn,137-111-2,55.2%,44.8%,+2.4
SE Missouri,111-90-6,55.2%,44.8%,+3.4
Duke,119-97-0,55.1%,44.9%,+2.3
Campbell,38-31-0,55.1%,44.9%,+2.2
Arkansas St,115-94-6,55.0%,45.0%,+3.3
Pepperdine,138-113-3,55.0%,45.0%,+2.6
Army,28-23-0,54.9%,45.1%,+3.1
Grd Canyon,62-51-0,54.9%,45.1%,+1.1
Rice,98-81-0,54.8%,45.3%,+3.9
Wright St,104-86-3,54.7%,45.3%,+1.2
Morgan St,52-43-2,54.7%,45.3%,+1.2
Toledo,67-56-2,54.5%,45.5%,+2.5
Oral Roberts,81-68-1,54.4%,45.6%,+3.1
TX-Pan Am,44-37-1,54.3%,45.7%,-0.3
Ball St,63-53-2,54.3%,45.7%,+0.3
Mercer,52-44-3,54.2%,45.8%,+2.0
Baylor,85-72-3,54.1%,45.9%,+1.5
Wake Forest,92-78-3,54.1%,45.9%,+2.0
S Dakota St,92-78-1,54.1%,45.9%,+0.8
Hofstra,99-84-3,54.1%,45.9%,+2.3
Troy,114-97-6,54.0%,46.0%,+2.0
UCSD,27-23-2,54.0%,46.0%,+3.2
TX Southern,54-46-1,54.0%,46.0%,+2.9
Central Ark,35-30-0,53.9%,46.2%,+2.3
Abl Christian,35-30-1,53.9%,46.2%,+1.2
Temple,99-85-3,53.8%,46.2%,+1.8
North Dakota,78-67-1,53.8%,46.2%,+1.3
Villanova,107-92-6,53.8%,46.2%,+0.5
Rob Morris,51-44-1,53.7%,46.3%,-0.3
S Utah,96-83-3,53.6%,46.4%,+1.8
Montana,135-117-4,53.6%,46.4%,+1.8
CS Fullerton,123-107-4,53.5%,46.5%,+2.6
Tulsa,93-81-3,53.5%,46.6%,+2.0
BYU,132-115-4,53.4%,46.6%,+2.5
Radford,39-34-1,53.4%,46.6%,+2.6
Gonzaga,165-144-1,53.4%,46.6%,+1.3
Marquette,102-89-1,53.4%,46.6%,+0.7
Ohio,64-56-2,53.3%,46.7%,+0.9
Towson,88-77-2,53.3%,46.7%,+3.0
Mass Lowell,32-28-0,53.3%,46.7%,+2.7
AR Lit Rock,121-106-2,53.3%,46.7%,+1.3
TN Martin,114-100-4,53.3%,46.7%,+3.4
Sacred Hrt,41-36-0,53.3%,46.8%,+1.5
Jacksonville,41-36-1,53.3%,46.8%,+0.4
Washington,140-123-1,53.2%,46.8%,+1.7
Rhode Island,83-73-0,53.2%,46.8%,+0.7
Georgia,86-76-0,53.1%,46.9%,+1.0
