Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,1-0-0,100.0%,0.0%,+12.5
Rutgers,6-1-0,85.7%,14.3%,+9.2
N Colorado,15-3-0,83.3%,16.7%,+10.4
S Utah,10-2-0,83.3%,16.7%,+12.5
W Illinois,9-2-0,81.8%,18.2%,+10.2
W Carolina,9-2-0,81.8%,18.2%,+12.4
E Michigan,4-1-0,80.0%,20.0%,+5.8
Dayton,16-4-0,80.0%,20.0%,+8.1
S Florida,7-2-0,77.8%,22.2%,+13.2
Clemson,10-3-0,76.9%,23.1%,+4.9
Sacramento St,9-3-0,75.0%,25.0%,+11.2
Wagner,6-2-0,75.0%,25.0%,+11.0
Portland,12-4-0,75.0%,25.0%,+6.1
NW State,11-4-1,73.3%,26.7%,+3.9
Morehead St,8-3-0,72.7%,27.3%,+5.5
Marshall,13-5-0,72.2%,27.8%,+2.3
Utah Valley,13-5-0,72.2%,27.8%,+8.8
DePaul,5-2-0,71.4%,28.6%,+13.4
Syracuse,10-4-0,71.4%,28.6%,+5.1
Buffalo,14-6-0,70.0%,30.0%,+3.3
Southern,7-3-0,70.0%,30.0%,+4.7
Alabama,14-6-2,70.0%,30.0%,+5.7
Missouri,9-4-0,69.2%,30.8%,+3.8
Ohio,11-5-0,68.8%,31.3%,+5.1
Oakland,22-10-0,68.8%,31.3%,+4.0
Wofford,13-6-0,68.4%,31.6%,+3.1
Hampton,15-7-1,68.2%,31.8%,+3.2
American,4-2-0,66.7%,33.3%,+9.8
Albany,10-5-0,66.7%,33.3%,+5.6
Bucknell,6-3-0,66.7%,33.3%,+4.9
Kentucky,8-4-0,66.7%,33.3%,+8.8
Florida,14-7-0,66.7%,33.3%,+6.0
Incarnate Word,8-4-0,66.7%,33.3%,+2.5
SC Upstate,8-4-0,66.7%,33.3%,+5.9
Purdue,16-8-1,66.7%,33.3%,+4.1
Alabama A&M,4-2-1,66.7%,33.3%,+3.4
Bellarmine,6-3-0,66.7%,33.3%,+2.4
Grand Canyon,14-7-0,66.7%,33.3%,+2.5
Tennessee,17-9-0,65.4%,34.6%,+1.6
George Mason,13-7-0,65.0%,35.0%,+2.4
Furman,11-6-0,64.7%,35.3%,+3.6
Austin Peay,11-6-0,64.7%,35.3%,+4.6
Abl Christian,11-6-0,64.7%,35.3%,+3.8
Charlotte,11-6-2,64.7%,35.3%,+3.3
Iowa,9-5-1,64.3%,35.7%,+7.9
Lamar,9-5-0,64.3%,35.7%,+4.1
William & Mary,9-5-0,64.3%,35.7%,+5.9
Sam Houston,9-5-0,64.3%,35.7%,+6.2
Texas So,9-5-0,64.3%,35.7%,+5.4
Arizona St,9-5-1,64.3%,35.7%,+3.2
Colorado,16-9-0,64.0%,36.0%,+6.0
UT Martin,7-4-0,63.6%,36.4%,+1.9
UAB,21-12-1,63.6%,36.4%,+8.6
Pittsburgh,7-4-0,63.6%,36.4%,+4.8
F Dickinson,7-4-0,63.6%,36.4%,+10.4
Tulsa,7-4-1,63.6%,36.4%,+1.3
Coastal Car,12-7-0,63.2%,36.8%,+1.4
Gardner-Webb,17-10-0,63.0%,37.0%,+3.6
Portland St,5-3-1,62.5%,37.5%,+0.7
USC,13-8-0,61.9%,38.1%,+5.3
Maryland,8-5-0,61.5%,38.5%,+3.0
Fresno St,8-5-0,61.5%,38.5%,+0.5
Howard,8-5-0,61.5%,38.5%,+2.3
Army,8-5-0,61.5%,38.5%,+3.3
Indiana,8-5-0,61.5%,38.5%,+1.0
Marquette,11-7-0,61.1%,38.9%,+1.7
Virginia Tech,11-7-0,61.1%,38.9%,+7.3
Cleveland St,12-8-0,60.0%,40.0%,+3.6
J Madison,12-8-0,60.0%,40.0%,+2.7
Oregon St,6-4-0,60.0%,40.0%,-1.5
UTEP,18-12-1,60.0%,40.0%,+0.2
E Illinois,6-4-0,60.0%,40.0%,+2.4
Texas St,12-8-0,60.0%,40.0%,+2.7
Minnesota,6-4-0,60.0%,40.0%,+3.9
C Michigan,6-4-0,60.0%,40.0%,+7.4
W Michigan,6-4-0,60.0%,40.0%,+3.5
UC Riverside,9-6-0,60.0%,40.0%,+4.4
SF Austin,9-6-0,60.0%,40.0%,+2.4
E Tennessee St,13-9-1,59.1%,40.9%,+0.7
G Washington,13-9-0,59.1%,40.9%,-0.3
NC A&T,10-7-0,58.8%,41.2%,+3.6
Kennesaw St,10-7-0,58.8%,41.2%,+2.1
Kansas St,10-7-0,58.8%,41.2%,0.0
Miami,10-7-0,58.8%,41.2%,+1.2
Utah,7-5-0,58.3%,41.7%,+3.4
Penn,35-25-0,58.3%,41.7%,+2.8
Georgetown,7-5-0,58.3%,41.7%,-1.0
Binghamton,7-5-0,58.3%,41.7%,+3.4
New Orleans,11-8-1,57.9%,42.1%,+1.8
St John's,11-8-0,57.9%,42.1%,+6.1
Columbia,30-22-1,57.7%,42.3%,+5.0
Delaware St,8-6-0,57.1%,42.9%,+2.9
Gonzaga,16-12-0,57.1%,42.9%,-0.2
Lehigh,4-3-0,57.1%,42.9%,+2.4
UTSA,12-9-0,57.1%,42.9%,+6.0
Green Bay,12-9-0,57.1%,42.9%,+3.8
Alcorn St,4-3-0,57.1%,42.9%,+4.5
Illinois St,17-13-0,56.7%,43.3%,+1.9
Sacred Heart,9-7-0,56.3%,43.8%,+4.2
E Carolina,9-7-0,56.3%,43.8%,+1.6
Florida Atlantic,14-11-0,56.0%,44.0%,+2.6
C Arkansas,5-4-0,55.6%,44.4%,+4.5
Montana St,10-8-0,55.6%,44.4%,+0.8
Grambling,5-4-0,55.6%,44.4%,-1.0
UConn,15-12-0,55.6%,44.4%,+1.1
