Team,Over Record,Over %,Under %,Total +/-
UCF,6-0-0,100.0%,0.0%,+23.6
USC,6-0-0,100.0%,0.0%,+7.3
High Point,8-0-0,100.0%,0.0%,+16.1
Northwestern,8-0-0,100.0%,0.0%,+8.6
Indiana St,10-1-0,90.9%,9.1%,+15.8
Yale,8-1-1,88.9%,11.1%,+12.3
Oregon St,6-1-0,85.7%,14.3%,+5.9
Boston Col,5-1-0,83.3%,16.7%,+15.8
Murray St,8-2-1,80.0%,20.0%,+7.4
Morgan St,8-2-0,80.0%,20.0%,+12.7
UNLV,7-2-0,77.8%,22.2%,+1.3
Miami (OH),7-2-0,77.8%,22.2%,+3.2
San Jose St,7-2-0,77.8%,22.2%,+8.2
Bowling Grn,7-2-0,77.8%,22.2%,+7.3
Temple,7-2-0,77.8%,22.2%,+6.7
Northeastrn,10-3-0,76.9%,23.1%,+5.9
IU Indy,10-3-0,76.9%,23.1%,+8.7
Rob Morris,10-3-0,76.9%,23.1%,+4.9
St. Thomas,10-3-0,76.9%,23.1%,+7.7
Maryland,6-2-0,75.0%,25.0%,+6.3
Fresno St,9-3-0,75.0%,25.0%,+6.0
TX A&M-CC,9-3-0,75.0%,25.0%,+3.7
Maryland BC,9-3-0,75.0%,25.0%,+6.2
TX El Paso,6-2-0,75.0%,25.0%,+4.4
E Kentucky,9-3-0,75.0%,25.0%,+6.8
VCU,6-2-0,75.0%,25.0%,+4.0
W Illinois,9-3-0,75.0%,25.0%,+1.0
Weber St,9-3-0,75.0%,25.0%,+5.4
Cal Poly,11-4-0,73.3%,26.7%,+8.5
NJIT,11-4-0,73.3%,26.7%,+2.7
NC-Asheville,8-3-2,72.7%,27.3%,+6.8
Hawaii,5-2-1,71.4%,28.6%,+10.4
E Carolina,5-2-0,71.4%,28.6%,+12.1
UCLA,5-2-0,71.4%,28.6%,+3.2
Virginia,5-2-0,71.4%,28.6%,+10.1
Butler,5-2-0,71.4%,28.6%,+2.4
N Florida,10-4-0,71.4%,28.6%,+5.5
Ball St,7-3-0,70.0%,30.0%,+6.6
Ohio,7-3-0,70.0%,30.0%,+3.2
Cal St Nrdge,9-4-0,69.2%,30.8%,+7.3
Charl South,9-4-1,69.2%,30.8%,+6.3
Loyola-MD,9-4-0,69.2%,30.8%,+1.3
N Arizona,9-4-0,69.2%,30.8%,-4.6
Abl Christian,9-4-0,69.2%,30.8%,+1.2
South Dakota,9-4-0,69.2%,30.8%,+7.2
Ark Pine Bl,11-5-0,68.8%,31.3%,+7.3
Oral Roberts,8-4-0,66.7%,33.3%,+4.5
Iowa,4-2-0,66.7%,33.3%,+12.0
W Carolina,8-4-0,66.7%,33.3%,-4.1
Idaho,8-4-0,66.7%,33.3%,+5.1
Alabama,6-3-0,66.7%,33.3%,+9.0
North Dakota,8-4-0,66.7%,33.3%,+3.7
W Georgia,10-5-0,66.7%,33.3%,+1.9
Duquesne,4-2-0,66.7%,33.3%,+4.5
Missouri,4-2-0,66.7%,33.3%,+1.5
Lg Beach St,8-4-0,66.7%,33.3%,+2.7
Columbia,4-2-1,66.7%,33.3%,+6.4
Cornell,6-3-0,66.7%,33.3%,+3.8
NC A&T,10-5-0,66.7%,33.3%,+1.2
N Dakota St,8-4-0,66.7%,33.3%,+7.9
Dayton,4-2-0,66.7%,33.3%,+3.6
Montana,8-4-0,66.7%,33.3%,+6.2
Texas Tech,4-2-0,66.7%,33.3%,+4.8
Miami,4-2-0,66.7%,33.3%,+12.0
Le Moyne,10-5-0,66.7%,33.3%,+6.0
Jacksonville,8-4-0,66.7%,33.3%,+2.9
Sacred Hrt,8-4-0,66.7%,33.3%,+10.1
Delaware,8-4-0,66.7%,33.3%,+3.0
SC Upstate,9-5-0,64.3%,35.7%,+0.5
Mercer,9-5-0,64.3%,35.7%,+3.3
Bryant,9-5-0,64.3%,35.7%,+4.2
Fairfield,7-4-0,63.6%,36.4%,+1.3
Belmont,7-4-0,63.6%,36.4%,+6.1
IL-Chicago,7-4-0,63.6%,36.4%,+2.0
Army,7-4-0,63.6%,36.4%,+8.9
Air Force,7-4-0,63.6%,36.4%,-0.6
NC Central,7-4-0,63.6%,36.4%,+3.5
Manhattan,7-4-0,63.6%,36.4%,+9.9
Idaho St,7-4-1,63.6%,36.4%,+4.5
Wichita St,5-3-0,62.5%,37.5%,+0.9
Oregon,5-3-0,62.5%,37.5%,+0.8
BYU,5-3-0,62.5%,37.5%,+2.8
Providence,5-3-0,62.5%,37.5%,+4.2
Tulane,5-3-0,62.5%,37.5%,+0.1
Old Dominion,5-3-1,62.5%,37.5%,+3.8
Wisconsin,5-3-0,62.5%,37.5%,+0.2
Syracuse,5-3-0,62.5%,37.5%,+5.1
Bradley,5-3-0,62.5%,37.5%,+5.1
Illinois St,5-3-1,62.5%,37.5%,+3.7
IPFW,8-5-0,61.5%,38.5%,+10.0
American,8-5-0,61.5%,38.5%,+1.2
Portland St,8-5-0,61.5%,38.5%,+2.2
Bucknell,8-5-0,61.5%,38.5%,+16.3
Canisius,8-5-0,61.5%,38.5%,+2.5
Lafayette,8-5-1,61.5%,38.5%,+2.1
Buffalo,8-5-0,61.5%,38.5%,+2.4
St Peters,8-5-0,61.5%,38.5%,+1.9
Central Ark,8-5-0,61.5%,38.5%,+2.3
Gard-Webb,8-5-0,61.5%,38.5%,+4.2
Charlotte,6-4-0,60.0%,40.0%,+5.3
Pepperdine,6-4-0,60.0%,40.0%,+5.7
Valparaiso,6-4-0,60.0%,40.0%,-0.7
Longwood,6-4-0,60.0%,40.0%,+6.6
TN Martin,9-6-0,60.0%,40.0%,+5.6
Marist,6-4-0,60.0%,40.0%,+0.6
Georgia St,6-4-0,60.0%,40.0%,+6.6
St Fran (PA),9-6-0,60.0%,40.0%,+2.0
TX-Pan Am,6-4-1,60.0%,40.0%,+3.5
TX-Arlington,7-5-0,58.3%,41.7%,+3.5
Nicholls,7-5-0,58.3%,41.7%,+1.3
Albany,7-5-0,58.3%,41.7%,+2.5
UTSA,7-5-0,58.3%,41.7%,+1.3
Texas St,7-5-1,58.3%,41.7%,+6.5
Delaware St,7-5-0,58.3%,41.7%,+4.3
W Michigan,7-5-1,58.3%,41.7%,+4.2
Furman,7-5-0,58.3%,41.7%,+1.2
N Colorado,7-5-0,58.3%,41.7%,-0.5
CS Bakersfld,7-5-0,58.3%,41.7%,+4.8
Toledo,7-5-0,58.3%,41.7%,+3.6
Wm & Mary,7-5-0,58.3%,41.7%,-3.1
NC State,4-3-0,57.1%,42.9%,+4.8
Fla Gulf Cst,8-6-0,57.1%,42.9%,+3.0
Boise St,4-3-0,57.1%,42.9%,+1.6
Connecticut,4-3-1,57.1%,42.9%,-0.4
UAB,4-3-0,57.1%,42.9%,+2.2
Rutgers,4-3-0,57.1%,42.9%,+6.6
Neb Omaha,8-6-0,57.1%,42.9%,+5.3
Michigan,4-3-0,57.1%,42.9%,-1.1
Villanova,4-3-0,57.1%,42.9%,+1.1
Auburn,4-3-0,57.1%,42.9%,+5.4
San Diego St,4-3-0,57.1%,42.9%,-2.5
WI-Grn Bay,8-6-1,57.1%,42.9%,+0.7
Campbell,8-6-0,57.1%,42.9%,+0.4
Sam Hous St,8-6-0,57.1%,42.9%,+3.3
Gonzaga,4-3-0,57.1%,42.9%,+3.1
Washington,4-3-0,57.1%,42.9%,-1.4
Rhode Island,4-3-0,57.1%,42.9%,-2.1
Merrimack,8-6-0,57.1%,42.9%,-2.3
Colgate,8-6-0,57.1%,42.9%,+2.1
Bellarmine,8-6-0,57.1%,42.9%,+6.7
Baylor,5-4-0,55.6%,44.4%,+1.6
Louisville,5-4-0,55.6%,44.4%,+4.6
Miss Val St,10-8-0,55.6%,44.4%,+1.7
Fla Atlantic,5-4-0,55.6%,44.4%,+9.2
DePaul,5-4-0,55.6%,44.4%,+3.8
La Salle,5-4-0,55.6%,44.4%,-1.7
Alab A&M,5-4-0,55.6%,44.4%,+4.8
Howard,5-4-0,55.6%,44.4%,+0.4
Kennesaw St,5-4-0,55.6%,44.4%,-4.1
San Diego,6-5-0,54.6%,45.5%,+3.5
Wright St,6-5-0,54.6%,45.5%,+3.4
Lamar,6-5-0,54.6%,45.5%,+0.8
Iona,6-5-0,54.6%,45.5%,+2.5
N Illinois,6-5-1,54.6%,45.5%,+7.4
Seattle,6-5-0,54.6%,45.5%,+2.3
Central Mich,6-5-0,54.6%,45.5%,+2.9
Hampton,6-5-0,54.6%,45.5%,+1.8
Binghamton,7-6-1,53.9%,46.2%,+5.0
TX Southern,7-6-0,53.9%,46.2%,+2.5
Mt St Marys,7-6-0,53.9%,46.2%,-0.2
E Michigan,7-6-0,53.9%,46.2%,-1.1
TN Tech,7-6-1,53.9%,46.2%,+4.9
Stony Brook,7-6-0,53.9%,46.2%,+1.2
N Hampshire,7-6-0,53.9%,46.2%,+3.1
Montana St,8-7-0,53.3%,46.7%,+0.2
S Car State,8-7-0,53.3%,46.7%,-2.8
Jackson St,9-8-0,52.9%,47.1%,+0.6
Mercyhurst,9-8-0,52.9%,47.1%,+1.5
Florida St,4-4-0,50.0%,50.0%,+0.8
E Illinois,7-7-0,50.0%,50.0%,-1.3
N Kentucky,5-5-0,50.0%,50.0%,+4.7
Maine,7-7-0,50.0%,50.0%,-0.7
Arizona,4-4-0,50.0%,50.0%,+1.8
Stetson,6-6-0,50.0%,50.0%,-1.0
UC Riverside,7-7-0,50.0%,50.0%,+2.4
Stanford,4-4-0,50.0%,50.0%,-1.6
Davidson,4-4-0,50.0%,50.0%,+3.3
Mississippi,4-4-0,50.0%,50.0%,-0.9
U Mass,4-4-0,50.0%,50.0%,+1.8
Incar Word,5-5-0,50.0%,50.0%,-3.0
Xavier,5-5-0,50.0%,50.0%,+2.1
VMI,6-6-1,50.0%,50.0%,+0.2
GA Tech,4-4-0,50.0%,50.0%,-1.1
Tulsa,4-4-0,50.0%,50.0%,+0.7
New Orleans,8-8-0,50.0%,50.0%,+1.4
Vanderbilt,3-3-0,50.0%,50.0%,+2.1
Missouri St,5-5-0,50.0%,50.0%,+3.3
Colorado St,4-4-0,50.0%,50.0%,-1.6
Iowa St,4-4-0,50.0%,50.0%,-3.1
Drake,4-4-0,50.0%,50.0%,+2.8
Michigan St,3-3-0,50.0%,50.0%,-1.7
Jksnville St,5-5-1,50.0%,50.0%,+0.7
LIU,7-7-0,50.0%,50.0%,+0.3
Illinois,4-4-0,50.0%,50.0%,+5.8
Seton Hall,4-4-0,50.0%,50.0%,+10.4
St Bonavent,5-5-0,50.0%,50.0%,-0.8
Notre Dame,5-5-0,50.0%,50.0%,+3.6
Ohio St,4-4-0,50.0%,50.0%,+4.4
UCSD,5-5-1,50.0%,50.0%,+2.0
Coastal Car,7-7-0,50.0%,50.0%,+2.8
St Josephs,3-3-0,50.0%,50.0%,-2.3
Towson,6-6-0,50.0%,50.0%,+3.5
S Mississippi,6-6-1,50.0%,50.0%,+2.5
Holy Cross,6-6-1,50.0%,50.0%,+3.0
Fordham,4-4-0,50.0%,50.0%,-1.9
Richmond,5-5-0,50.0%,50.0%,-0.8
Arkansas,3-3-0,50.0%,50.0%,-1.0
Kentucky,3-3-0,50.0%,50.0%,+0.8
NC-Grnsboro,5-5-1,50.0%,50.0%,-3.6
James Mad,5-5-0,50.0%,50.0%,+3.1
Coppin St,7-7-1,50.0%,50.0%,-0.6
Akron,4-4-0,50.0%,50.0%,+3.8
Alcorn St,8-8-0,50.0%,50.0%,-0.2
S Indiana,6-6-0,50.0%,50.0%,+1.2
Stonehill,6-6-0,50.0%,50.0%,-3.9
Prairie View,8-9-0,47.1%,52.9%,+3.6
Beth-Cook,8-9-0,47.1%,52.9%,-1.8
TX A&M-Com,7-8-0,46.7%,53.3%,-2.5
Quinnipiac,6-7-0,46.2%,53.9%,-0.4
Austin Peay,6-7-0,46.2%,53.9%,+4.0
Utah Tech,6-7-0,46.2%,53.9%,-0.9
