Team,Over Record,Over %,Under %,Total +/-
Bradley,4-0-0,100.0%,0.0%,+10.4
Maryland BC,10-1-0,90.9%,9.1%,+11.3
W Georgia,8-1-0,88.9%,11.1%,+8.1
SIU Edward,7-1-0,87.5%,12.5%,+9.8
Columbia,7-1-0,87.5%,12.5%,+13.1
Miami,7-1-0,87.5%,12.5%,+11.4
Iowa,6-1-0,85.7%,14.3%,+11.0
Notre Dame,6-1-0,85.7%,14.3%,+8.6
Baylor,6-1-0,85.7%,14.3%,+1.1
Norfolk St,5-1-0,83.3%,16.7%,+8.0
Lafayette,5-1-0,83.3%,16.7%,+5.2
Buffalo,5-1-0,83.3%,16.7%,+8.3
NC-Grnsboro,5-1-0,83.3%,16.7%,+2.0
Indiana St,5-1-0,83.3%,16.7%,+8.5
Rob Morris,5-1-0,83.3%,16.7%,+13.3
St. Thomas,5-1-1,83.3%,16.7%,+8.6
N Florida,8-2-0,80.0%,20.0%,+7.7
UTSA,4-1-0,80.0%,20.0%,+1.9
South Dakota,8-2-0,80.0%,20.0%,+10.5
Clemson,4-1-0,80.0%,20.0%,+10.4
Temple,8-2-0,80.0%,20.0%,+8.9
Pepperdine,7-2-0,77.8%,22.2%,+12.6
Cornell,7-2-1,77.8%,22.2%,+15.4
N Colorado,7-2-0,77.8%,22.2%,+3.8
Mercyhurst,7-2-0,77.8%,22.2%,+9.3
Canisius,7-2-0,77.8%,22.2%,+12.4
NC-Asheville,3-1-2,75.0%,25.0%,+10.5
Charl South,3-1-0,75.0%,25.0%,+10.0
W Carolina,3-1-0,75.0%,25.0%,+1.4
Charlotte,6-2-0,75.0%,25.0%,+9.9
Montana,9-3-0,75.0%,25.0%,+7.1
Dayton,6-2-0,75.0%,25.0%,+5.3
S Car State,6-2-0,75.0%,25.0%,+6.4
Oregon St,9-3-0,75.0%,25.0%,+8.7
Washington,6-2-0,75.0%,25.0%,+3.6
North Texas,6-2-1,75.0%,25.0%,+3.8
Northeastrn,9-3-0,75.0%,25.0%,+4.5
Ark Pine Bl,6-2-0,75.0%,25.0%,+3.1
Gonzaga,8-3-0,72.7%,27.3%,+3.3
Rhode Island,5-2-0,71.4%,28.6%,-0.2
Georgia,5-2-0,71.4%,28.6%,+2.0
Northwestern,5-2-0,71.4%,28.6%,+3.1
Gard-Webb,5-2-0,71.4%,28.6%,+4.6
NC Central,5-2-0,71.4%,28.6%,+7.1
E Carolina,5-2-0,71.4%,28.6%,+10.5
S Methodist,5-2-0,71.4%,28.6%,+10.9
Air Force,5-2-0,71.4%,28.6%,+6.1
E Washingtn,5-2-0,71.4%,28.6%,+1.0
VA Tech,5-2-0,71.4%,28.6%,+3.6
Howard,7-3-0,70.0%,30.0%,+7.0
Portland,7-3-0,70.0%,30.0%,+10.3
N Dakota St,7-3-0,70.0%,30.0%,+11.7
Le Moyne,7-3-0,70.0%,30.0%,+7.3
Delaware,9-4-0,69.2%,30.8%,+4.5
New Orleans,9-4-0,69.2%,30.8%,+5.5
Furman,2-1-0,66.7%,33.3%,0.0
Mississippi,4-2-0,66.7%,33.3%,-0.7
Miami (OH),4-2-0,66.7%,33.3%,+3.7
Weber St,6-3-1,66.7%,33.3%,+3.5
Idaho St,6-3-1,66.7%,33.3%,+1.7
Ohio,4-2-1,66.7%,33.3%,+1.9
U Mass,4-2-0,66.7%,33.3%,+7.0
Morgan St,4-2-0,66.7%,33.3%,+2.5
Central Mich,4-2-0,66.7%,33.3%,+4.1
Siena,6-3-0,66.7%,33.3%,+4.0
Pittsburgh,4-2-1,66.7%,33.3%,+10.1
Alabama,4-2-1,66.7%,33.3%,+9.4
Illinois St,4-2-0,66.7%,33.3%,+10.4
Xavier,4-2-0,66.7%,33.3%,+8.7
James Mad,6-3-0,66.7%,33.3%,+5.6
Akron,4-2-0,66.7%,33.3%,+3.7
Central Ark,6-3-0,66.7%,33.3%,+0.7
Rutgers,4-2-1,66.7%,33.3%,+2.0
Neb Omaha,6-3-0,66.7%,33.3%,+7.2
N Hampshire,8-4-0,66.7%,33.3%,+3.9
NJIT,6-3-0,66.7%,33.3%,-3.7
Loyola-MD,6-3-0,66.7%,33.3%,+3.6
E Kentucky,8-4-0,66.7%,33.3%,+5.6
IU Indy,4-2-0,66.7%,33.3%,+8.2
E Tenn St,2-1-0,66.7%,33.3%,-7.0
Cal Baptist,9-5-0,64.3%,35.7%,+1.7
Jackson St,7-4-0,63.6%,36.4%,-0.8
Miss Val St,7-4-0,63.6%,36.4%,+3.8
TX El Paso,7-4-1,63.6%,36.4%,+3.3
W Illinois,7-4-0,63.6%,36.4%,+1.5
