Team,Over Record,Over %,Under %,Total +/-
Miss Val St,3-0-0,100.0%,0.0%,+9.5
W Georgia,4-0-0,100.0%,0.0%,+8.1
Bellarmine,2-0-0,100.0%,0.0%,+22.5
WI-Grn Bay,1-0-1,100.0%,0.0%,+13.8
N Arizona,10-1-0,90.9%,9.1%,+7.0
E Michigan,10-1-0,90.9%,9.1%,+16.7
Charlotte,8-1-0,88.9%,11.1%,+10.9
W Illinois,6-1-0,85.7%,14.3%,+8.8
Jackson St,6-1-0,85.7%,14.3%,+16.9
N Florida,11-2-0,84.6%,15.4%,+11.7
La Salle,10-2-0,83.3%,16.7%,+5.4
Indiana St,9-2-0,81.8%,18.2%,+10.9
Fordham,9-2-0,81.8%,18.2%,+10.0
NJIT,4-1-0,80.0%,20.0%,+5.3
Fresno St,4-1-0,80.0%,20.0%,+5.4
Alab A&M,4-1-0,80.0%,20.0%,+6.9
Georgia St,8-2-0,80.0%,20.0%,+11.1
Miami,4-1-0,80.0%,20.0%,+5.8
Idaho St,8-2-0,80.0%,20.0%,+9.9
Villanova,11-3-0,78.6%,21.4%,+8.0
Morgan St,7-2-0,77.8%,22.2%,+9.1
Alabama St,7-2-0,77.8%,22.2%,+3.2
TN Martin,7-2-0,77.8%,22.2%,+15.6
USC,10-3-0,76.9%,23.1%,+6.2
Northwestern,10-3-0,76.9%,23.1%,+3.3
Belmont,13-4-0,76.5%,23.5%,+9.3
Cornell,9-3-1,75.0%,25.0%,+5.0
Ark Pine Bl,3-1-0,75.0%,25.0%,+5.5
Lehigh,6-2-0,75.0%,25.0%,+8.9
Akron,12-4-1,75.0%,25.0%,+12.9
TN State,8-3-0,72.7%,27.3%,+7.4
Delaware,8-3-0,72.7%,27.3%,+4.7
Stonehill,8-3-0,72.7%,27.3%,+2.1
Lindenwood,8-3-0,72.7%,27.3%,+5.7
TX El Paso,10-4-1,71.4%,28.6%,+3.5
E Kentucky,10-4-0,71.4%,28.6%,+3.2
South Dakota,10-4-0,71.4%,28.6%,+8.9
IL-Chicago,10-4-0,71.4%,28.6%,+7.6
Temple,10-4-0,71.4%,28.6%,+8.8
W Michigan,5-2-0,71.4%,28.6%,-5.0
Le Moyne,5-2-0,71.4%,28.6%,+14.8
Montana,12-5-0,70.6%,29.4%,+3.5
Valparaiso,7-3-0,70.0%,30.0%,+5.4
St Fran (PA),7-3-0,70.0%,30.0%,+5.4
Maryland BC,7-3-0,70.0%,30.0%,+2.7
Texas St,7-3-0,70.0%,30.0%,+9.4
Colgate,7-3-0,70.0%,30.0%,+7.9
Manhattan,7-3-0,70.0%,30.0%,+13.2
Tarleton St,7-3-0,70.0%,30.0%,+1.9
Wofford,9-4-0,69.2%,30.8%,+3.0
N Dakota St,11-5-0,68.8%,31.3%,+2.8
St. Thomas,11-5-1,68.8%,31.3%,+7.3
Oklahoma St,8-4-0,66.7%,33.3%,+2.8
Holy Cross,6-3-1,66.7%,33.3%,+3.5
Cal Poly,6-3-0,66.7%,33.3%,+7.1
Central Ark,4-2-0,66.7%,33.3%,+4.8
Pepperdine,6-3-0,66.7%,33.3%,+10.1
Bowling Grn,6-3-0,66.7%,33.3%,+1.9
Citadel,2-1-0,66.7%,33.3%,-1.5
UTSA,6-3-0,66.7%,33.3%,+4.9
Longwood,10-5-0,66.7%,33.3%,+3.7
San Diego,2-1-0,66.7%,33.3%,+2.0
Rutgers,8-4-0,66.7%,33.3%,+7.1
Seton Hall,4-2-0,66.7%,33.3%,+7.9
Stony Brook,4-2-0,66.7%,33.3%,+4.9
Oral Roberts,4-2-0,66.7%,33.3%,+0.8
TX A&M-Com,2-1-0,66.7%,33.3%,-4.0
Central Mich,6-3-0,66.7%,33.3%,+6.3
San Jose St,8-4-0,66.7%,33.3%,+6.9
U Penn,4-2-0,66.7%,33.3%,+6.2
Miami (OH),11-6-0,64.7%,35.3%,+3.0
N Colorado,11-6-0,64.7%,35.3%,+6.3
Rhode Island,9-5-0,64.3%,35.7%,+1.1
Norfolk St,9-5-0,64.3%,35.7%,+2.6
Army,9-5-0,64.3%,35.7%,+14.4
Siena,7-4-0,63.6%,36.4%,+6.2
Ohio,7-4-0,63.6%,36.4%,+3.2
Abl Christian,7-4-0,63.6%,36.4%,+2.4
North Dakota,5-3-0,62.5%,37.5%,+3.8
IU Indy,5-3-0,62.5%,37.5%,+6.1
E Illinois,5-3-0,62.5%,37.5%,+0.5
Oregon St,10-6-0,62.5%,37.5%,+3.5
Colorado,5-3-1,62.5%,37.5%,+2.8
S Indiana,5-3-0,62.5%,37.5%,+4.2
Auburn,13-8-0,61.9%,38.1%,+2.9
UCF,8-5-0,61.5%,38.5%,+7.3
Nevada,8-5-0,61.5%,38.5%,+2.7
Northeastrn,8-5-0,61.5%,38.5%,-2.4
Rob Morris,11-7-0,61.1%,38.9%,+4.1
Maryland,11-7-0,61.1%,38.9%,+4.0
Col Charlestn,11-7-0,61.1%,38.9%,+6.7
Bradley,11-7-0,61.1%,38.9%,+4.8
Toledo,9-6-0,60.0%,40.0%,+4.6
Utah Valley,9-6-0,60.0%,40.0%,+1.9
Jacksonville,9-6-0,60.0%,40.0%,+4.4
Boston Col,6-4-0,60.0%,40.0%,+5.6
Hampton,6-4-0,60.0%,40.0%,+2.6
Wash State,9-6-0,60.0%,40.0%,+4.4
VA Tech,6-4-0,60.0%,40.0%,+2.7
Colorado St,9-6-0,60.0%,40.0%,+1.7
N Kentucky,6-4-0,60.0%,40.0%,+7.5
Dayton,9-6-0,60.0%,40.0%,-0.9
Neb Omaha,9-6-0,60.0%,40.0%,+5.8
Central Conn,9-6-0,60.0%,40.0%,+3.2
Idaho,6-4-0,60.0%,40.0%,+1.9
CS Bakersfld,6-4-0,60.0%,40.0%,+2.9
Loyola-MD,6-4-0,60.0%,40.0%,-0.8
Winthrop,9-6-0,60.0%,40.0%,+5.2
Missouri,10-7-0,58.8%,41.2%,+3.4
IPFW,10-7-0,58.8%,41.2%,+7.1
Texas Tech,10-7-1,58.8%,41.2%,+2.2
E Carolina,7-5-0,58.3%,41.7%,+5.6
Yale,7-5-1,58.3%,41.7%,+8.3
Cal Baptist,7-5-0,58.3%,41.7%,-0.6
Hawaii,7-5-1,58.3%,41.7%,+5.5
Mercyhurst,7-5-0,58.3%,41.7%,+2.8
Purdue,11-8-0,57.9%,42.1%,-0.7
High Point,11-8-0,57.9%,42.1%,+5.1
TX A&M-CC,8-6-0,57.1%,42.9%,+1.3
Stetson,4-3-0,57.1%,42.9%,+0.1
Denver,4-3-0,57.1%,42.9%,-2.1
UAB,8-6-1,57.1%,42.9%,+5.3
E Washingtn,4-3-0,57.1%,42.9%,+0.6
Davidson,8-6-0,57.1%,42.9%,+1.6
Baylor,8-6-0,57.1%,42.9%,+5.4
Harvard,4-3-0,57.1%,42.9%,-2.7
Lg Beach St,4-3-0,57.1%,42.9%,+5.9
Bryant,8-6-1,57.1%,42.9%,+2.2
Nebraska,9-7-0,56.3%,43.8%,-1.3
S Methodist,10-8-0,55.6%,44.4%,+3.1
Gonzaga,10-8-0,55.6%,44.4%,-0.5
Notre Dame,5-4-1,55.6%,44.4%,+2.1
Charl South,5-4-0,55.6%,44.4%,+2.1
NC Central,5-4-0,55.6%,44.4%,+2.9
VCU,10-8-0,55.6%,44.4%,-1.4
Ball St,5-4-0,55.6%,44.4%,+1.6
Michigan,10-8-0,55.6%,44.4%,-0.3
Virginia,6-5-0,54.6%,45.5%,+0.6
Bucknell,6-5-0,54.6%,45.5%,+10.1
TX-Arlington,6-5-0,54.6%,45.5%,+2.9
GA Tech,6-5-0,54.6%,45.5%,+3.8
Albany,6-5-0,54.6%,45.5%,+2.4
Murray St,6-5-1,54.6%,45.5%,-1.8
Rice,6-5-0,54.6%,45.5%,-0.5
Syracuse,6-5-0,54.6%,45.5%,+7.3
Iowa,7-6-0,53.9%,46.2%,+2.4
Drexel,7-6-0,53.9%,46.2%,+8.9
Utah,7-6-0,53.9%,46.2%,+0.5
Middle Tenn,7-6-1,53.9%,46.2%,-0.1
American,7-6-0,53.9%,46.2%,+2.1
Connecticut,8-7-1,53.3%,46.7%,+4.0
NC-Grnsboro,8-7-1,53.3%,46.7%,-0.3
Geo Wshgtn,8-7-0,53.3%,46.7%,-2.5
BYU,8-7-0,53.3%,46.7%,+3.3
Youngs St,8-7-1,53.3%,46.7%,+3.2
Loyola Mymt,8-7-0,53.3%,46.7%,-3.4
NC-Asheville,8-7-0,53.3%,46.7%,+5.3
Arizona,9-8-0,52.9%,47.1%,-1.2
UCSD,9-8-1,52.9%,47.1%,-0.4
Santa Clara,9-8-0,52.9%,47.1%,+2.6
Vanderbilt,9-8-0,52.9%,47.1%,+2.9
NC-Wilmgton,10-9-0,52.6%,47.4%,+2.5
N Hampshire,3-3-0,50.0%,50.0%,-4.7
Arizona St,6-6-0,50.0%,50.0%,-0.4
Pittsburgh,6-6-2,50.0%,50.0%,+0.3
Kentucky,8-8-0,50.0%,50.0%,+3.9
Sam Hous St,3-3-0,50.0%,50.0%,+6.0
Canisius,1-1-0,50.0%,50.0%,+2.8
Cal St Nrdge,7-7-0,50.0%,50.0%,+0.3
Quinnipiac,7-7-0,50.0%,50.0%,-1.1
Iona,5-5-0,50.0%,50.0%,-1.1
Buffalo,3-3-0,50.0%,50.0%,-2.2
Howard,4-4-0,50.0%,50.0%,+7.3
Oakland,5-5-0,50.0%,50.0%,+3.1
Presbyterian,5-5-0,50.0%,50.0%,+3.2
Fla Gulf Cst,7-7-0,50.0%,50.0%,+0.5
Wisconsin,9-9-0,50.0%,50.0%,+0.5
McNeese St,9-9-0,50.0%,50.0%,-2.3
Wright St,6-6-0,50.0%,50.0%,+2.4
New Orleans,2-2-0,50.0%,50.0%,-1.4
NC A&T,2-2-0,50.0%,50.0%,-1.9
Boise St,8-8-0,50.0%,50.0%,-0.5
S Illinois,6-6-0,50.0%,50.0%,-0.5
Houston,9-9-1,50.0%,50.0%,+0.7
Fla Atlantic,6-6-0,50.0%,50.0%,+3.4
Beth-Cook,5-5-0,50.0%,50.0%,+1.6
Navy,4-4-0,50.0%,50.0%,+3.6
Oklahoma,8-8-0,50.0%,50.0%,+2.6
