Team,Over Record,Over %,Under %,Total +/-
TN State,4-0-0,100.0%,0.0%,+15.4
Sam Hous St,3-0-0,100.0%,0.0%,+15.3
South Dakota,4-0-0,100.0%,0.0%,+9.1
U Penn,2-0-1,100.0%,0.0%,+11.7
Manhattan,4-0-0,100.0%,0.0%,+14.0
Niagara,3-0-0,100.0%,0.0%,+9.8
TX A&M-CC,3-0-0,100.0%,0.0%,+14.3
Idaho,7-1-0,87.5%,12.5%,+7.4
Morgan St,7-1-0,87.5%,12.5%,+18.4
Northeastrn,6-1-0,85.7%,14.3%,+3.0
Bellarmine,6-1-0,85.7%,14.3%,+9.5
Wm & Mary,6-1-0,85.7%,14.3%,+6.9
North Dakota,5-1-0,83.3%,16.7%,+8.8
Texas St,5-1-0,83.3%,16.7%,+9.4
IL-Chicago,10-2-0,83.3%,16.7%,+12.2
TN Martin,5-1-0,83.3%,16.7%,+31.8
St. Thomas,5-1-0,83.3%,16.7%,+18.7
Miami (OH),9-2-0,81.8%,18.2%,+8.5
Coppin St,4-1-0,80.0%,20.0%,+5.2
Winthrop,8-2-0,80.0%,20.0%,+16.8
Yale,4-1-0,80.0%,20.0%,+13.3
Stetson,4-1-0,80.0%,20.0%,+10.8
Ohio,8-2-0,80.0%,20.0%,+7.8
N Arizona,4-1-0,80.0%,20.0%,+7.0
E Michigan,8-2-0,80.0%,20.0%,+14.9
Utah Tech,4-1-0,80.0%,20.0%,+3.5
N Florida,4-1-0,80.0%,20.0%,+14.7
Alab A&M,4-1-0,80.0%,20.0%,+4.5
Jksnville St,4-1-0,80.0%,20.0%,+12.2
N Colorado,4-1-0,80.0%,20.0%,+14.6
Boston Col,7-2-0,77.8%,22.2%,+9.4
Loyola-MD,7-2-0,77.8%,22.2%,+1.6
USC,10-3-0,76.9%,23.1%,+1.1
Northwestern,10-3-0,76.9%,23.1%,+4.4
San Diego,6-2-0,75.0%,25.0%,+4.8
St Peters,3-1-0,75.0%,25.0%,+3.5
UCSD,3-1-0,75.0%,25.0%,+5.6
E Kentucky,3-1-0,75.0%,25.0%,+2.8
Albany,6-2-0,75.0%,25.0%,+6.1
Cornell,3-1-1,75.0%,25.0%,+8.6
Sacred Hrt,3-1-0,75.0%,25.0%,+10.5
Cal Poly,6-2-0,75.0%,25.0%,+12.1
Delaware,3-1-0,75.0%,25.0%,+6.9
Oral Roberts,3-1-0,75.0%,25.0%,+3.5
N Dakota St,3-1-0,75.0%,25.0%,+7.6
