Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,5-2-0,71.4%,28.6%,+3.8
C Arkansas,41-18-1,69.5%,30.5%,+8.0
Holy Cross,36-18-1,66.7%,33.3%,+4.1
N Kentucky,41-21-1,66.1%,33.9%,+5.6
SC Upstate,36-19-0,65.5%,34.6%,+3.4
North Dakota,49-26-1,65.3%,34.7%,+4.8
New Orleans,50-27-3,64.9%,35.1%,+4.0
Milwaukee,87-51-0,63.0%,37.0%,+3.8
McNeese,32-19-1,62.8%,37.3%,+3.5
Stonehill,18-11-0,62.1%,37.9%,+2.3
Lamar,33-21-0,61.1%,38.9%,-0.5
Le Moyne,14-9-0,60.9%,39.1%,+8.0
NC A&T,37-24-0,60.7%,39.3%,+3.7
Oral Roberts,66-44-2,60.0%,40.0%,+2.2
Purdue FW,61-41-0,59.8%,40.2%,+5.5
St Thomas,19-13-1,59.4%,40.6%,+4.4
Queens,13-9-1,59.1%,40.9%,+3.5
Portland St,62-43-3,59.1%,41.0%,+4.0
Evansville,80-56-0,58.8%,41.2%,+2.8
NW State,30-21-3,58.8%,41.2%,+4.6
Tulane,71-50-4,58.7%,41.3%,+2.4
Marshall,71-50-2,58.7%,41.3%,+4.5
South Dakota,56-40-1,58.3%,41.7%,+1.5
Providence,124-89-5,58.2%,41.8%,+3.2
Winthrop,33-24-1,57.9%,42.1%,+3.2
Utah Tech,23-17-0,57.5%,42.5%,+2.9
Rhode Island,89-66-2,57.4%,42.6%,+2.1
Wake Forest,130-97-2,57.3%,42.7%,+2.2
Iowa St,80-60-1,57.1%,42.9%,+2.2
Weber St,49-37-1,57.0%,43.0%,-0.6
Idaho,58-44-3,56.9%,43.1%,+1.1
Denver,88-67-0,56.8%,43.2%,+1.8
Yale,38-29-0,56.7%,43.3%,+2.3
Syracuse,115-88-2,56.7%,43.4%,+3.7
S Alabama,64-49-2,56.6%,43.4%,+2.8
Ball St,60-46-3,56.6%,43.4%,+2.9
Stetson,30-23-2,56.6%,43.4%,+1.9
UTSA,30-23-0,56.6%,43.4%,+3.9
American,26-20-0,56.5%,43.5%,+3.7
S Dakota St,53-41-1,56.4%,43.6%,+3.3
Maine,36-28-0,56.3%,43.8%,+1.4
