Team,Over Record,Over %,Under %,Total +/-
W Georgia,6-1-0,85.7%,14.3%,+7.6
Mercyhurst,4-2-0,66.7%,33.3%,+5.5
San Jose St,45-26-2,63.4%,36.6%,+4.4
Central Mich,36-21-0,63.2%,36.8%,+2.9
Hsn Christian,41-24-0,63.1%,36.9%,+5.5
S Indiana,17-10-0,63.0%,37.0%,+5.5
Denver,67-40-1,62.6%,37.4%,+4.3
Miami (OH),32-20-0,61.5%,38.5%,+5.3
Neb Omaha,67-42-0,61.5%,38.5%,+3.1
New Orleans,42-27-2,60.9%,39.1%,+2.8
South Dakota,62-40-2,60.8%,39.2%,+4.6
NW State,40-26-2,60.6%,39.4%,+4.2
Wisconsin,59-39-1,60.2%,39.8%,+2.5
Montana St,80-53-0,60.2%,39.9%,+4.0
Boston Col,42-28-2,60.0%,40.0%,+3.1
E Illinois,67-45-1,59.8%,40.2%,+2.0
CS Bakersfld,61-41-0,59.8%,40.2%,+1.8
Temple,52-35-0,59.8%,40.2%,+2.8
Lafayette,28-19-2,59.6%,40.4%,+2.3
Samford,50-34-0,59.5%,40.5%,+7.5
Baylor,57-39-1,59.4%,40.6%,+2.9
Loyola-MD,29-20-0,59.2%,40.8%,+5.6
U Mass,44-31-0,58.7%,41.3%,+4.7
Lipscomb,46-33-0,58.2%,41.8%,+4.2
Stetson,40-29-1,58.0%,42.0%,+2.3
SIU Edward,55-40-1,57.9%,42.1%,+3.0
Indiana St,37-27-0,57.8%,42.2%,+1.5
Longwood,37-27-1,57.8%,42.2%,+1.0
Toledo,37-27-2,57.8%,42.2%,+4.3
NC-Asheville,37-27-4,57.8%,42.2%,+2.5
Rice,67-49-0,57.8%,42.2%,+4.3
Queens,15-11-1,57.7%,42.3%,+2.7
Morgan St,45-33-2,57.7%,42.3%,+2.0
NC-Wilmgton,64-47-0,57.7%,42.3%,+3.1
Boston U,34-25-0,57.6%,42.4%,+2.1
Wofford,50-37-0,57.5%,42.5%,+2.9
N Florida,43-32-0,57.3%,42.7%,+4.3
Mercer,47-35-2,57.3%,42.7%,+2.8
Oklahoma,51-38-2,57.3%,42.7%,+1.9
Pepperdine,72-54-1,57.1%,42.9%,+3.8
Columbia,60-45-2,57.1%,42.9%,+1.1
McNeese St,36-27-2,57.1%,42.9%,+4.2
Detroit,57-43-2,57.0%,43.0%,+4.5
Tulane,49-37-0,57.0%,43.0%,+5.3
Binghamton,33-25-1,56.9%,43.1%,+1.1
Ball St,34-26-1,56.7%,43.3%,+1.2
Santa Clara,68-52-4,56.7%,43.3%,+1.8
Charl South,30-23-1,56.6%,43.4%,+2.4
Villanova,56-43-2,56.6%,43.4%,+2.2
Idaho St,69-53-1,56.6%,43.4%,+2.4
Clemson,52-40-0,56.5%,43.5%,+1.7
Boise St,49-38-0,56.3%,43.7%,+0.3
Geo Wshgtn,45-35-1,56.3%,43.8%,+1.7
Alabama,45-35-2,56.3%,43.8%,+1.8
Miss Val St,55-43-0,56.1%,43.9%,+2.9
S Dakota St,65-51-1,56.0%,44.0%,+1.4
North Dakota,65-51-1,56.0%,44.0%,+2.6
S Methodist,47-37-2,56.0%,44.1%,+2.6
Georgetown,47-37-0,56.0%,44.1%,+4.4
UCSD,29-23-2,55.8%,44.2%,+3.2
Lg Beach St,63-50-0,55.8%,44.3%,+3.1
Rhode Island,44-35-0,55.7%,44.3%,+2.1
IPFW,54-43-4,55.7%,44.3%,+2.0
Michigan,54-43-1,55.7%,44.3%,+2.7
Texas St,64-51-3,55.7%,44.4%,+1.9
Delaware,65-52-1,55.6%,44.4%,+2.7
Montana,75-60-1,55.6%,44.4%,+2.7
Lehigh,31-25-0,55.4%,44.6%,+0.4
Sam Hous St,42-34-0,55.3%,44.7%,+0.1
W Illinois,58-47-1,55.2%,44.8%,0.0
Wyoming,37-30-1,55.2%,44.8%,+3.9
E Washingtn,75-61-0,55.2%,44.9%,+3.0
Belmont,59-48-2,55.1%,44.9%,+1.1
Grd Canyon,59-48-0,55.1%,44.9%,+1.4
VMI,44-36-0,55.0%,45.0%,+4.9
Oral Roberts,61-50-1,55.0%,45.1%,+3.2
La Salle,39-32-0,54.9%,45.1%,+0.9
Gonzaga,85-70-0,54.8%,45.2%,+1.1
SE Missouri,57-47-3,54.8%,45.2%,+3.4
Loyola Mymt,69-57-2,54.8%,45.2%,+0.7
Texas Tech,52-43-2,54.7%,45.3%,+1.5
Bucknell,29-24-0,54.7%,45.3%,+1.6
High Point,35-29-1,54.7%,45.3%,+1.1
Weber St,71-59-3,54.6%,45.4%,+0.2
WI-Milwkee,60-50-0,54.6%,45.5%,+1.5
Tulsa,56-47-1,54.4%,45.6%,+0.6
Duke,51-43-0,54.3%,45.7%,+0.8
San Francisco,70-59-2,54.3%,45.7%,+1.6
NC State,51-43-0,54.3%,45.7%,+1.0
Vanderbilt,39-33-1,54.2%,45.8%,+1.4
Minnesota,52-44-0,54.2%,45.8%,+1.8
Army,26-22-0,54.2%,45.8%,+2.8
TX-Arlington,67-57-1,54.0%,46.0%,+1.9
Wright St,61-52-1,54.0%,46.0%,+2.3
Central Ark,34-29-0,54.0%,46.0%,+2.4
Sacred Hrt,42-36-0,53.9%,46.2%,+2.1
Air Force,35-30-1,53.9%,46.2%,-0.5
W Carolina,42-36-0,53.9%,46.2%,+2.9
St. Thomas,21-18-2,53.9%,46.2%,+0.4
Michigan St,57-49-2,53.8%,46.2%,+2.3
California,57-49-2,53.8%,46.2%,+1.5
Bradley,29-25-0,53.7%,46.3%,-0.5
Iowa,51-44-1,53.7%,46.3%,-0.4
N Arizona,67-58-1,53.6%,46.4%,+1.6
Cleveland St,60-52-3,53.6%,46.4%,+1.0
Illinois St,38-33-1,53.5%,46.5%,+2.1
Yale,61-53-0,53.5%,46.5%,+1.9
Ark Pine Bl,46-40-1,53.5%,46.5%,+1.1
Brown,62-54-0,53.5%,46.6%,+1.8
Richmond,39-34-1,53.4%,46.6%,+0.9
St Josephs,39-34-1,53.4%,46.6%,+3.2
Prairie View,47-41-0,53.4%,46.6%,+1.3
SC Upstate,32-28-0,53.3%,46.7%,-0.1
Lindenwood,16-14-0,53.3%,46.7%,+2.0
Northeastrn,65-57-2,53.3%,46.7%,+1.4
Oregon St,65-57-1,53.3%,46.7%,+2.0
Austin Peay,57-50-2,53.3%,46.7%,+2.2
New Mexico,41-36-0,53.3%,46.8%,+3.1
Citadel,41-36-1,53.3%,46.8%,+1.2
Utah St,42-37-2,53.2%,46.8%,+1.2
Murray St,59-52-1,53.2%,46.9%,+0.7
Kent St,34-30-3,53.1%,46.9%,+2.3
TX Southern,52-46-1,53.1%,46.9%,+2.5
Youngs St,52-46-1,53.1%,46.9%,+1.0
Campbell,36-32-0,52.9%,47.1%,+1.4
Syracuse,46-41-1,52.9%,47.1%,+0.6
W Virginia,56-50-1,52.8%,47.2%,+1.5
Saint Louis,38-34-0,52.8%,47.2%,+1.8
Harvard,59-53-1,52.7%,47.3%,-0.1
Arkansas St,61-55-2,52.6%,47.4%,+2.3
Rob Morris,41-37-1,52.6%,47.4%,+0.7
St Bonavent,42-38-0,52.5%,47.5%,+1.0
Mass Lowell,32-29-0,52.5%,47.5%,+2.3
Dartmouth,54-49-0,52.4%,47.6%,+2.6
Oregon,66-60-2,52.4%,47.6%,+1.1
