Team,Over Record,Over %,Under %,Total +/-
Miss Valley St,17-8-0,68.0%,32.0%,+3.8
W Georgia,4-2-0,66.7%,33.3%,+4.1
New Orleans,55-31-2,64.0%,36.1%,+3.8
Holy Cross,49-29-2,62.8%,37.2%,+0.9
S Indiana,20-12-0,62.5%,37.5%,+3.5
Denver,67-43-0,60.9%,39.1%,+2.7
San Jose St,54-37-2,59.3%,40.7%,+2.7
UT Rio Grande,48-33-3,59.3%,40.7%,+1.1
Oral Roberts,81-56-1,59.1%,40.9%,+3.5
Morgan St,49-34-3,59.0%,41.0%,+2.8
South Dakota,92-64-4,59.0%,41.0%,+4.6
E Illinois,66-46-3,58.9%,41.1%,+3.5
Hou Christian,40-28-2,58.8%,41.2%,+3.3
Bucknell,69-49-2,58.5%,41.5%,+2.6
Santa Clara,97-69-3,58.4%,41.6%,+3.2
Iowa,113-81-4,58.3%,41.8%,+3.4
Cornell,62-45-2,57.9%,42.1%,+3.1
N Colorado,95-69-2,57.9%,42.1%,+3.0
Wake Forest,89-65-2,57.8%,42.2%,+2.7
E Washington,101-74-1,57.7%,42.3%,+4.0
Chicago St,23-17-0,57.5%,42.5%,+2.8
Ball St,89-66-1,57.4%,42.6%,+1.8
N Dakota St,99-74-2,57.2%,42.8%,+2.8
N Arizona,56-42-0,57.1%,42.9%,+2.5
Mercyhurst,8-6-0,57.1%,42.9%,+2.3
Lehigh,61-46-0,57.0%,43.0%,+2.9
Bowling Green,82-62-1,56.9%,43.1%,+1.4
W Illinois,58-44-1,56.9%,43.1%,+1.9
Lafayette,50-38-2,56.8%,43.2%,+1.1
Florida St,110-84-6,56.7%,43.3%,+1.2
S Utah,73-56-3,56.6%,43.4%,+1.2
Niagara,69-53-2,56.6%,43.4%,+4.3
Pepperdine,66-51-2,56.4%,43.6%,+3.2
UTEP,79-62-1,56.0%,44.0%,+1.3
McNeese,61-48-1,56.0%,44.0%,+1.3
Montana St,94-74-0,56.0%,44.1%,+2.6
Wofford,99-78-3,55.9%,44.1%,+1.6
Howard,52-41-0,55.9%,44.1%,+3.1
Penn,69-55-0,55.7%,44.4%,+2.6
Radford,75-60-1,55.6%,44.4%,+1.7
Stetson,55-44-2,55.6%,44.4%,+2.4
Lindenwood,20-16-1,55.6%,44.4%,+1.8
Longwood,67-54-4,55.4%,44.6%,+1.0
Montana,109-88-1,55.3%,44.7%,+1.5
Long Beach St,79-64-0,55.2%,44.8%,+3.2
UL Monroe,60-49-1,55.1%,45.0%,+4.2
Indiana St,88-72-2,55.0%,45.0%,+1.4
Grand Canyon,94-77-2,55.0%,45.0%,+0.1
Oregon St,78-64-0,54.9%,45.1%,+0.1
Boston College,67-55-2,54.9%,45.1%,+1.6
Campbell,68-56-1,54.8%,45.2%,+1.0
Kennesaw St,51-42-2,54.8%,45.2%,+1.1
Delaware,80-66-0,54.8%,45.2%,+1.8
Norfolk St,82-68-0,54.7%,45.3%,-0.1
Prairie View,53-44-1,54.6%,45.4%,-0.2
SC Upstate,42-35-0,54.6%,45.5%,+2.4
Furman,109-91-1,54.5%,45.5%,+0.5
La Salle,67-56-0,54.5%,45.5%,-0.3
Green Bay,67-56-3,54.5%,45.5%,+2.8
St Francis PA,55-46-0,54.5%,45.5%,+0.2
Purdue,137-115-3,54.4%,45.6%,+1.8
Florida Atlantic,89-75-1,54.3%,45.7%,+1.7
E Kentucky,79-67-4,54.1%,45.9%,+1.6
G Washington,80-68-1,54.1%,46.0%,+3.6
High Point,67-57-3,54.0%,46.0%,+2.6
Austin Peay,82-70-0,54.0%,46.1%,+3.8
Utah St,110-94-2,53.9%,46.1%,+1.7
Purdue FW,90-77-2,53.9%,46.1%,+1.2
NC Wilmington,97-83-2,53.9%,46.1%,+2.2
Rhode Island,90-77-1,53.9%,46.1%,+0.2
IU Indy,49-42-0,53.9%,46.2%,+3.3
Fresno St,85-73-0,53.8%,46.2%,+0.7
Rice,71-61-0,53.8%,46.2%,+1.8
Abl Christian,71-61-2,53.8%,46.2%,+1.3
American,57-49-0,53.8%,46.2%,+1.0
Youngstown St,80-69-1,53.7%,46.3%,+1.0
Missouri,80-69-1,53.7%,46.3%,+1.4
Temple,84-73-4,53.5%,46.5%,+1.9
Florida,115-100-2,53.5%,46.5%,+0.8
VMI,47-41-1,53.4%,46.6%,+1.3
Portland,55-48-2,53.4%,46.6%,+2.6
Georgetown,71-62-0,53.4%,46.6%,+2.3
Utah,95-83-3,53.4%,46.6%,+2.5
Gonzaga,160-140-1,53.3%,46.7%,+1.0
Illinois Chicago,73-64-0,53.3%,46.7%,+1.0
Charlotte,67-59-6,53.2%,46.8%,+1.2
North Dakota,68-60-1,53.1%,46.9%,+2.0
Idaho,60-53-0,53.1%,46.9%,+1.1
Tulsa,77-68-3,53.1%,46.9%,+1.0
Columbia,43-38-5,53.1%,46.9%,+0.3
Winthrop,87-77-2,53.1%,47.0%,+2.2
Florida Intl,61-54-2,53.0%,47.0%,+1.8
Syracuse,97-86-1,53.0%,47.0%,+1.1
Ohio St,106-94-1,53.0%,47.0%,+2.3
Colorado St,98-87-3,53.0%,47.0%,+0.3
Gardner-Webb,64-57-0,52.9%,47.1%,+0.6
Oakland,92-82-1,52.9%,47.1%,+1.1
Arizona,131-117-4,52.8%,47.2%,+1.8
Colgate,85-76-1,52.8%,47.2%,+1.1
Dayton,115-103-2,52.8%,47.3%,0.0
Vanderbilt,77-69-2,52.7%,47.3%,+1.2
TCU,97-87-1,52.7%,47.3%,+1.1
Wright St,107-96-0,52.7%,47.3%,+1.1
Yale,89-80-2,52.7%,47.3%,+2.2
Charleston,109-98-2,52.7%,47.3%,+1.0
Wisconsin,114-103-4,52.5%,47.5%,+0.9
Georgia St,87-79-0,52.4%,47.6%,+1.7
Illinois St,78-71-3,52.4%,47.7%,+0.5
Cleveland St,78-71-3,52.4%,47.7%,+1.8
Washington,82-75-2,52.2%,47.8%,+0.6
Georgia,83-76-0,52.2%,47.8%,+0.2
SF Austin,72-66-1,52.2%,47.8%,+1.0
Sam Houston,73-67-0,52.1%,47.9%,+0.9
Detroit Mercy,49-45-3,52.1%,47.9%,+3.3
Louisville,88-81-5,52.1%,47.9%,+1.2
