Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,1-0-0,100.0%,-28.0,+2.0
Stonehill,2-0-0,100.0%,7.5,+15.3
S Carolina St,15-5-1,75.0%,-4.0,+3.2
Incarnate Word,9-3-0,75.0%,4.8,+4.1
St Thomas,8-3-0,72.7%,3.1,+6.2
CS Northridge,28-12-0,70.0%,2.2,+5.1
UMBC,7-3-1,70.0%,-0.5,+0.9
Prairie View,9-4-0,69.2%,-6.0,+3.5
Memphis,39-18-1,68.4%,6.5,+3.0
E Tennessee St,25-12-1,67.6%,1.4,+2.4
Manhattan,25-12-3,67.6%,-0.7,+3.1
Gonzaga,51-25-1,67.1%,8.6,+1.8
SIU Edward,10-5-0,66.7%,0.4,+4.5
Boston U,16-8-1,66.7%,-1.0,+0.2
New Hampshire,6-3-2,66.7%,-8.1,-2.8
San Jose St,16-8-0,66.7%,0.1,+3.0
NC A&T,14-7-1,66.7%,-5.5,+2.3
Utah Tech,8-4-0,66.7%,-0.9,+2.2
Richmond,31-16-1,66.0%,2.5,+3.5
Alabama St,15-8-1,65.2%,-4.4,+2.3
Utah St,45-25-0,64.3%,7.5,+2.9
NC State,31-18-1,63.3%,2.0,+2.9
Iowa St,32-19-0,62.8%,5.7,+3.4
Grand Canyon,15-9-1,62.5%,5.3,+1.9
Virginia Tech,25-15-2,62.5%,-0.8,+1.4
NW State,15-9-0,62.5%,-8.3,+0.3
Radford,15-9-0,62.5%,2.2,+2.0
NC Wilmington,33-20-2,62.3%,2.2,+3.0
Oakland,26-16-1,61.9%,1.5,+0.3
Colgate,8-5-1,61.5%,0.7,0.0
Mt St Mary's,8-5-0,61.5%,-2.0,+4.0
CS Bakersfield,16-10-0,61.5%,3.4,+2.1
Syracuse,35-22-2,61.4%,2.8,+1.8
E Carolina,19-12-0,61.3%,-1.2,+2.3
Ohio St,30-19-0,61.2%,4.4,+3.4
Green Bay,33-21-1,61.1%,2.7,+2.8
Sacred Heart,11-7-0,61.1%,0.4,+5.4
Drake,34-22-4,60.7%,4.0,+1.9
Liberty,23-15-0,60.5%,2.7,+1.1
San Diego St,38-25-0,60.3%,4.9,+2.5
Jacksonville St,15-10-1,60.0%,1.3,+0.5
Buffalo,21-14-1,60.0%,0.7,-0.7
Sacramento St,15-10-1,60.0%,-6.4,+1.2
Jacksonville,12-8-1,60.0%,-0.9,+2.5
Tennessee St,12-8-0,60.0%,-2.7,-1.2
N Iowa,33-22-2,60.0%,1.6,+1.5
Lindenwood,3-2-0,60.0%,-2.0,+4.8
Valparaiso,22-15-0,59.5%,4.4,+2.5
E Washington,22-15-0,59.5%,0.9,+0.9
Creighton,32-22-1,59.3%,2.9,+0.5
SE Louisiana,10-7-0,58.8%,-0.1,+0.3
UTSA,17-12-0,58.6%,3.1,+2.7
Duke,42-30-1,58.3%,10.7,+0.5
W Kentucky,37-27-0,57.8%,2.7,+1.8
N Dakota St,30-22-1,57.7%,4.2,+2.4
Pittsburgh,23-17-2,57.5%,1.7,+1.7
Hampton,20-15-0,57.1%,-0.4,+2.3
Longwood,16-12-0,57.1%,-2.3,+2.5
Texas St,16-12-2,57.1%,0.2,+3.7
UMass Lowell,8-6-1,57.1%,0.5,+3.2
Hawai'i,44-33-0,57.1%,2.5,+2.8
Wright St,29-22-0,56.9%,5.3,+2.7
Kentucky,29-22-1,56.9%,6.3,+0.6
Belmont,21-16-0,56.8%,4.1,+1.9
Kansas,38-29-1,56.7%,6.8,+1.3
Wisconsin,30-23-1,56.6%,4.8,+1.5
Stony Brook,13-10-0,56.5%,-1.4,+3.7
Kennesaw St,13-10-0,56.5%,-3.0,-0.1
UL Monroe,13-10-1,56.5%,-7.6,-1.5
Kent St,35-27-1,56.5%,3.2,+0.7
Montana St,22-17-1,56.4%,3.5,+1.6
Penn St,22-17-3,56.4%,-2.3,+0.6
Texas A&M,23-18-1,56.1%,0.4,+1.0
Vanderbilt,23-18-2,56.1%,0.0,-0.2
Samford,14-11-1,56.0%,-1.5,+0.5
Albany,14-11-1,56.0%,0.7,+1.6
Gardner-Webb,19-15-0,55.9%,2.4,+4.0
New Mexico,29-23-2,55.8%,7.6,+1.4
San Francisco,34-27-1,55.7%,2.2,+1.5
Temple,25-20-1,55.6%,0.3,+0.6
UConn,36-29-1,55.4%,3.3,+0.9
Michigan,31-25-0,55.4%,2.9,+2.8
Old Dominion,31-25-3,55.4%,0.2,+0.4
Cleveland St,21-17-0,55.3%,0.1,+1.5
Florida A&M,11-9-0,55.0%,-8.9,+2.2
SF Austin,11-9-1,55.0%,4.8,+0.6
Oregon St,17-14-1,54.8%,-0.5,-0.6
Iona,34-28-2,54.8%,3.5,+1.7
Notre Dame,23-19-0,54.8%,0.0,+0.5
Houston,29-24-0,54.7%,1.9,+0.5
Alabama,29-24-1,54.7%,0.4,+0.3
C Arkansas,6-5-1,54.6%,-5.1,-0.3
UCSD,6-5-0,54.6%,1.3,+1.8
Washington,25-21-1,54.4%,3.0,+1.2
Niagara,26-22-1,54.2%,-0.4,-0.5
Coppin St,13-11-1,54.2%,-8.2,+0.2
Omaha,13-11-0,54.2%,-1.9,+1.5
UNLV,21-18-2,53.9%,4.3,+0.8
Arkansas St,21-18-0,53.9%,-0.8,+0.7
Yale,91-78-3,53.9%,2.0,+0.7
Campbell,14-12-0,53.9%,1.0,+1.0
Wagner,7-6-0,53.9%,-2.8,-3.7
Presbyterian,14-12-1,53.9%,-5.7,+0.7
Morehead St,14-12-0,53.9%,-0.3,+0.4
Baylor,22-19-0,53.7%,1.7,+0.6
Georgia St,23-20-0,53.5%,1.2,+0.4
Cornell,85-74-4,53.5%,-1.9,+0.2
Saint Peter's,16-14-2,53.3%,-0.8,0.0
Colorado St,25-22-0,53.2%,0.6,+2.3
Long Beach St,26-23-2,53.1%,-2.4,-0.4
Davidson,26-23-3,53.1%,2.8,-1.4
Louisiana Tech,27-24-0,52.9%,0.6,-1.5
Binghamton,9-8-1,52.9%,-5.1,+0.1
Bowling Green,18-16-0,52.9%,-3.4,-0.9
Portland St,19-17-0,52.8%,-2.8,-1.6
Charlotte,29-26-0,52.7%,-3.1,-1.9
Oklahoma,29-26-1,52.7%,4.2,+0.9
Arizona St,20-18-1,52.6%,5.2,+3.2
Lipscomb,10-9-0,52.6%,-4.6,-0.7
