Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,3-0-0,100.0%,0.0%,+22.7
Lindenwood,9-4-0,69.2%,30.8%,+3.2
Hampton,42-21-1,66.7%,33.3%,+7.2
Le Moyne,12-6-0,66.7%,33.3%,+5.4
E Texas A&M,12-7-0,63.2%,36.8%,+6.8
UL Monroe,74-45-1,62.2%,37.8%,+4.3
Oakland,167-104-2,61.6%,38.4%,+4.8
New Orleans,80-50-2,61.5%,38.5%,+4.8
North Dakota,70-45-2,60.9%,39.1%,+1.9
Gardner-Webb,79-51-2,60.8%,39.2%,+3.0
Purdue FW,128-85-4,60.1%,39.9%,+4.0
SE Louisiana,54-36-0,60.0%,40.0%,+4.6
Hou Christian,21-14-0,60.0%,40.0%,+10.5
Lehigh,72-49-0,59.5%,40.5%,+5.2
Queens,22-15-1,59.5%,40.5%,+1.8
N Florida,63-43-1,59.4%,40.6%,+4.3
Idaho,95-65-2,59.4%,40.6%,+3.0
CS Bakersfield,54-37-0,59.3%,40.7%,+2.7
South Dakota,96-66-3,59.3%,40.7%,+3.2
Lafayette,50-35-2,58.8%,41.2%,+2.4
Grand Canyon,107-75-1,58.8%,41.2%,+1.2
Wofford,181-127-4,58.8%,41.2%,+3.0
McNeese,61-43-2,58.7%,41.4%,+2.6
AR-Pine Bluff,24-17-0,58.5%,41.5%,+2.9
SIU Edward,57-41-0,58.2%,41.8%,+0.7
Idaho St,78-57-1,57.8%,42.2%,+3.2
Maine,30-22-1,57.7%,42.3%,+0.1
Buffalo,193-143-4,57.4%,42.6%,+2.0
SE Missouri St,93-69-1,57.4%,42.6%,+4.8
NC Asheville,71-53-1,57.3%,42.7%,+2.2
CS Northridge,111-83-1,57.2%,42.8%,+3.4
Howard,48-36-0,57.1%,42.9%,+3.4
Colgate,105-79-1,57.1%,42.9%,+1.3
Wake Forest,195-147-6,57.0%,43.0%,+2.1
Abl Christian,68-52-0,56.7%,43.3%,+2.9
Binghamton,26-20-0,56.5%,43.5%,+2.3
E Illinois,82-64-2,56.2%,43.8%,+2.1
Omaha,65-51-1,56.0%,44.0%,+2.7
Texas So,92-73-2,55.8%,44.2%,+3.3
La Salle,129-103-2,55.6%,44.4%,+2.0
Bellarmine,25-20-2,55.6%,44.4%,+0.8
SF Austin,85-68-2,55.6%,44.4%,+1.9
Weber St,193-156-6,55.3%,44.7%,+2.1
Pittsburgh,238-193-10,55.2%,44.8%,+1.2
VMI,37-30-0,55.2%,44.8%,+3.1
Iowa,213-173-7,55.2%,44.8%,+2.2
Lipscomb,92-75-1,55.1%,44.9%,+3.7
Radford,80-66-1,54.8%,45.2%,+1.4
E Washington,150-125-2,54.6%,45.5%,+2.7
Portland,110-92-2,54.5%,45.5%,+1.0
Rider,150-126-4,54.4%,45.7%,+1.4
Norfolk St,82-69-1,54.3%,45.7%,+0.3
Kennesaw St,38-32-1,54.3%,45.7%,+1.4
Utah,214-181-4,54.2%,45.8%,+1.8
Youngstown St,106-90-3,54.1%,45.9%,+2.7
Delaware,120-102-2,54.1%,46.0%,+1.4
Providence,181-154-3,54.0%,46.0%,+1.8
Stetson,34-29-0,54.0%,46.0%,+3.9
UMass,171-146-1,53.9%,46.1%,+1.7
N Colorado,144-123-5,53.9%,46.1%,+2.2
San Jose St,62-53-0,53.9%,46.1%,+2.0
Milwaukee,152-130-1,53.9%,46.1%,+1.9
Montana,208-178-4,53.9%,46.1%,+1.6
Florida Atlantic,125-107-4,53.9%,46.1%,+2.7
Northeastern,160-137-3,53.9%,46.1%,+0.8
Southern Miss,127-109-2,53.8%,46.2%,+2.1
S Utah,78-67-1,53.8%,46.2%,+0.7
Charlotte,152-131-6,53.7%,46.3%,+2.1
Auburn,182-157-1,53.7%,46.3%,+1.4
St Bonaventure,160-138-4,53.7%,46.3%,+2.8
Loyola Mymt,117-101-1,53.7%,46.3%,+1.1
Belmont,172-149-3,53.6%,46.4%,+2.1
Notre Dame,217-188-4,53.6%,46.4%,+1.8
UMBC,60-52-0,53.6%,46.4%,+1.8
Colorado St,165-143-7,53.6%,46.4%,+2.3
Brown,80-70-1,53.3%,46.7%,+0.7
Oregon St,128-112-3,53.3%,46.7%,+1.5
Nevada,235-206-3,53.3%,46.7%,+1.0
C Michigan,108-95-3,53.2%,46.8%,+2.1
E Tennessee St,126-111-1,53.2%,46.8%,+1.0
Niagara,136-120-4,53.1%,46.9%,+2.8
St Thomas,34-30-3,53.1%,46.9%,+1.5
New Mexico,226-200-3,53.1%,47.0%,+1.1
UT Martin,88-78-5,53.0%,47.0%,+4.2
N Arizona,97-86-4,53.0%,47.0%,+2.9
Coastal Car,63-56-1,52.9%,47.1%,-0.3
Princeton,174-155-5,52.9%,47.1%,+1.0
Samford,131-117-2,52.8%,47.2%,+2.3
Illinois Chicago,114-102-0,52.8%,47.2%,+1.6
Towson,124-111-0,52.8%,47.2%,+2.2
Detroit Mercy,116-104-4,52.7%,47.3%,+2.2
Toledo,186-167-3,52.7%,47.3%,+1.0
Penn,128-115-3,52.7%,47.3%,+2.4
Austin Peay,143-129-4,52.6%,47.4%,+3.1
Georgia So,124-112-3,52.5%,47.5%,+0.9
Marshall,166-150-4,52.5%,47.5%,+1.5
Xavier,271-245-8,52.5%,47.5%,+1.5
Oral Roberts,107-97-1,52.5%,47.6%,+1.7
Boston College,129-117-4,52.4%,47.6%,+1.4
Bradley,162-147-2,52.4%,47.6%,+1.1
North Carolina,369-335-6,52.4%,47.6%,+0.9
