Team,Over Record,Over %,Under %,Total +/-
Queens,24-11-2,68.6%,31.4%,+3.9
Grd Canyon,48-29-0,62.3%,37.7%,+3.6
NC-Asheville,64-39-2,62.1%,37.9%,+2.8
Idaho St,198-123-5,61.7%,38.3%,+3.6
Buffalo,142-90-4,61.2%,38.8%,+4.7
Incar Word,71-47-2,60.2%,39.8%,+3.5
North Dakota,116-77-1,60.1%,39.9%,+3.1
Belmont,58-40-1,59.2%,40.8%,+4.0
Harvard,111-80-1,58.1%,41.9%,+3.3
Neb Omaha,111-80-0,58.1%,41.9%,+3.1
S Dakota St,73-53-1,57.9%,42.1%,+2.9
Samford,147-107-2,57.9%,42.1%,+2.9
Le Moyne,15-11-0,57.7%,42.3%,+1.4
TX A&M-Com,30-22-0,57.7%,42.3%,+5.8
Youngs St,176-132-1,57.1%,42.9%,+3.9
Delaware St,92-69-1,57.1%,42.9%,+2.9
Lipscomb,61-46-2,57.0%,43.0%,+4.8
Portland St,140-106-2,56.9%,43.1%,+3.0
Gard-Webb,66-50-1,56.9%,43.1%,+3.1
E Tenn St,79-60-2,56.8%,43.2%,+0.8
Central Ark,80-61-2,56.7%,43.3%,+3.2
New Orleans,116-89-2,56.6%,43.4%,+2.5
N Colorado,122-94-2,56.5%,43.5%,+3.6
SIU Edward,119-92-2,56.4%,43.6%,+1.6
UTSA,111-86-2,56.4%,43.7%,+2.2
Kentucky,102-79-2,56.4%,43.7%,+1.1
Northeastrn,145-113-4,56.2%,43.8%,+1.0
Weber St,113-89-3,55.9%,44.1%,+2.0
U Mass,168-133-3,55.8%,44.2%,+2.3
Auburn,149-118-3,55.8%,44.2%,+2.4
Boise St,122-97-4,55.7%,44.3%,+3.0
SE Missouri,172-137-6,55.7%,44.3%,+2.8
Florida Intl,172-138-2,55.5%,44.5%,+1.5
Missouri St,152-122-2,55.5%,44.5%,+2.0
Loyola-MD,127-102-6,55.5%,44.5%,+2.2
CS Bakersfld,68-55-0,55.3%,44.7%,+2.6
SC Upstate,84-68-0,55.3%,44.7%,+0.7
WI-Milwkee,154-125-2,55.2%,44.8%,+1.5
TX Southern,64-52-3,55.2%,44.8%,+3.0
N Florida,65-53-4,55.1%,44.9%,+1.8
Oral Roberts,93-76-1,55.0%,45.0%,+0.9
N Carolina,118-97-1,54.9%,45.1%,+2.4
Nevada,114-94-2,54.8%,45.2%,+2.2
Oakland,104-86-2,54.7%,45.3%,+3.0
Drake,139-115-6,54.7%,45.3%,+1.7
UCSD,29-24-1,54.7%,45.3%,+4.6
S Utah,128-106-3,54.7%,45.3%,+2.0
Troy,147-122-7,54.7%,45.4%,+1.6
Maine,77-64-2,54.6%,45.4%,+0.5
Wofford,121-101-3,54.5%,45.5%,+2.0
Iowa St,146-122-7,54.5%,45.5%,+1.8
Alcorn St,68-57-0,54.4%,45.6%,+2.9
Baylor,114-96-3,54.3%,45.7%,+2.2
Wyoming,166-140-4,54.3%,45.8%,+1.4
Stetson,77-65-1,54.2%,45.8%,+1.7
BYU,103-87-3,54.2%,45.8%,+2.2
Hampton,71-60-1,54.2%,45.8%,+0.3
W Virginia,138-117-5,54.1%,45.9%,+2.3
Marquette,127-108-1,54.0%,46.0%,+2.6
Montana,103-88-3,53.9%,46.1%,+2.3
Mississippi,153-131-6,53.9%,46.1%,+2.6
Utah Valley,56-48-1,53.9%,46.2%,-0.1
Geo Mason,135-116-0,53.8%,46.2%,+1.4
Delaware,157-135-2,53.8%,46.2%,+1.4
Bellarmine,36-31-1,53.7%,46.3%,+0.9
Colorado St,144-124-4,53.7%,46.3%,+2.2
Duquesne,162-140-3,53.6%,46.4%,+2.2
Arkansas St,148-128-2,53.6%,46.4%,+2.8
Providence,150-130-3,53.6%,46.4%,+2.1
W Kentucky,117-102-7,53.4%,46.6%,+2.1
Quinnipiac,86-75-1,53.4%,46.6%,+4.3
Utah Tech,39-34-0,53.4%,46.6%,+1.4
IL-Chicago,180-157-0,53.4%,46.6%,+1.8
Morgan St,71-62-0,53.4%,46.6%,+1.0
NC A&T,71-62-1,53.4%,46.6%,-0.2
Navy,65-57-1,53.3%,46.7%,-1.3
W Michigan,158-139-4,53.2%,46.8%,+0.2
Ohio,125-110-5,53.2%,46.8%,+2.4
Bowling Grn,161-142-3,53.1%,46.9%,+1.1
Rhode Island,144-127-2,53.1%,46.9%,+1.0
Boston Col,172-152-4,53.1%,46.9%,+1.4
Iowa,149-132-6,53.0%,47.0%,+1.7
Dayton,114-101-4,53.0%,47.0%,+2.1
WI-Grn Bay,149-132-3,53.0%,47.0%,+1.3
IPFW,88-78-5,53.0%,47.0%,+2.3
Nicholls,45-40-0,52.9%,47.1%,+2.7
Austin Peay,141-126-7,52.8%,47.2%,+3.5
Brown,119-107-2,52.7%,47.4%,+2.0
Texas St,80-72-5,52.6%,47.4%,-0.3
VCU,92-83-2,52.6%,47.4%,+0.8
S Carolina,155-140-7,52.5%,47.5%,+0.8
Cal Baptist,42-38-3,52.5%,47.5%,-0.2
Murray St,85-77-1,52.5%,47.5%,+1.1
Hofstra,118-107-4,52.4%,47.6%,+1.5
N Iowa,119-108-1,52.4%,47.6%,+1.6
South Dakota,90-82-0,52.3%,47.7%,+1.8
Denver,158-144-4,52.3%,47.7%,+0.9
St Marys,79-72-0,52.3%,47.7%,+0.9
Richmond,136-124-2,52.3%,47.7%,+1.0
Miss State,137-125-5,52.3%,47.7%,+1.3
Minnesota,171-156-3,52.3%,47.7%,+1.1
Arizona,104-95-2,52.3%,47.7%,+0.6
Hawaii,127-116-3,52.3%,47.7%,+0.9
Air Force,166-152-2,52.2%,47.8%,+0.7
Hsn Christian,72-66-1,52.2%,47.8%,+4.2
TX-Arlington,84-77-2,52.2%,47.8%,+1.0
TN State,150-138-2,52.1%,47.9%,+0.8
Wichita St,100-92-1,52.1%,47.9%,+1.3
Indiana St,150-138-3,52.1%,47.9%,+1.4
Iona,127-117-2,52.1%,48.0%,-0.1
