Team,ATS Record,Cover %,MOV,ATS +/-
Le Moyne,7-2-0,77.8%,20.3,+10.6
Queens,8-4-2,66.7%,14.9,+2.7
Maryland ES,23-13-1,63.9%,3.3,+1.1
New Orleans,26-15-0,63.4%,5.8,+2.9
SE Louisiana,31-18-0,63.3%,3.4,+1.0
Hofstra,36-21-1,63.2%,10.6,+2.1
IU Indy,39-23-0,62.9%,0.8,+1.5
Monmouth,46-28-2,62.2%,3.1,+2.1
Grd Canyon,34-21-0,61.8%,12.3,+2.3
Incar Word,21-13-0,61.8%,5.6,+1.5
North Texas,37-23-0,61.7%,11.1,+2.1
Norfolk St,32-20-0,61.5%,12.1,+1.5
Morehead St,37-24-1,60.7%,13.3,+1.3
Georgia,43-28-2,60.6%,5.5,+1.1
N Florida,23-15-0,60.5%,8.7,+1.5
Kansas City,21-14-0,60.0%,14.9,+0.3
Austin Peay,30-20-1,60.0%,7.0,0.0
Cornell,25-17-0,59.5%,10.1,+1.8
Vermont,25-17-0,59.5%,15.2,+1.6
Presbyterian,25-17-2,59.5%,8.7,-0.1
McNeese St,22-15-1,59.5%,12.0,+2.2
TX-Arlington,32-22-1,59.3%,10.7,+2.3
Hsn Christian,23-16-0,59.0%,5.7,-0.3
Davidson,56-39-1,59.0%,6.7,+0.1
N Alabama,20-14-1,58.8%,10.9,+0.5
NC Central,24-17-1,58.5%,18.7,+1.3
Coastal Car,31-22-1,58.5%,13.6,+0.7
Buffalo,46-33-2,58.2%,7.9,+2.0
St Marys,46-33-2,58.2%,14.3,+2.2
Wofford,32-23-1,58.2%,13.9,+1.5
Iowa St,47-34-1,58.0%,11.1,+1.2
BYU,29-21-2,58.0%,15.4,+3.0
Yale,22-16-1,57.9%,16.5,+3.2
Coppin St,26-19-1,57.8%,-6.0,+1.3
Fla Gulf Cst,23-17-0,57.5%,11.1,+3.0
Oregon,50-37-2,57.5%,11.6,+2.1
Tennessee,47-35-1,57.3%,9.2,+0.8
St Peters,55-41-0,57.3%,1.7,+0.7
S Dakota St,41-31-0,56.9%,11.8,+0.7
S Methodist,54-41-2,56.8%,9.2,+0.8
Abl Christian,25-19-0,56.8%,14.1,+1.5
Tarleton St,17-13-0,56.7%,17.0,+3.5
UNLV,45-35-2,56.3%,7.5,+0.6
Citadel,27-21-1,56.3%,11.8,+0.3
Xavier,51-40-3,56.0%,8.0,+1.2
Clemson,56-44-0,56.0%,4.4,+1.6
San Francisco,33-26-0,55.9%,14.1,+3.6
Villanova,52-41-1,55.9%,9.9,-0.2
Purdue,57-45-3,55.9%,10.0,+0.9
E Washingtn,35-28-0,55.6%,10.9,+1.9
