Team,ATS Record,Cover %,MOV,ATS +/-
Okla City,1-0-0,100.0%,31.0,+19.5
LA Lakers,6-0-0,100.0%,8.3,+6.8
Houston,4-1-0,80.0%,15.8,+6.2
Philadelphia,7-2-0,77.8%,2.9,+0.6
Phoenix,7-3-0,70.0%,3.9,+6.6
Boston,6-3-0,66.7%,10.4,+7.9
Denver,4-2-0,66.7%,13.0,+3.9
Portland,9-5-0,64.3%,0.9,+3.3
Atlanta,7-4-0,63.6%,4.1,+3.7
Orlando,6-4-0,60.0%,4.8,+1.6
Miami,6-4-0,60.0%,2.6,+3.3
New Orleans,12-8-1,60.0%,-11.9,-3.0
Detroit,3-2-0,60.0%,5.8,+5.7
Golden State,7-5-0,58.3%,3.4,+0.2
New York,4-3-0,57.1%,4.3,-3.1
San Antonio,4-3-0,57.1%,6.3,+3.8
Utah,8-6-0,57.1%,-8.8,-1.8
Brooklyn,9-7-1,56.3%,-6.8,+2.5
Milwaukee,7-7-0,50.0%,-0.4,+0.6
Minnesota,4-4-0,50.0%,9.4,+2.3
Dallas,8-8-0,50.0%,-1.4,+0.9
Charlotte,8-8-0,50.0%,-3.4,+1.9
Memphis,6-7-0,46.2%,-0.6,+2.3
Indiana,8-10-0,44.4%,-8.9,-3.8
Cleveland,4-6-0,40.0%,5.7,-0.8
Chicago,5-8-0,38.5%,-6.8,-6.8
LA Clippers,6-11-0,35.3%,-3.7,-3.5
Sacramento,6-11-0,35.3%,-11.1,-4.6
Washington,6-12-0,33.3%,-14.3,-3.8
Toronto,1-9-0,10.0%,-9.3,-8.4
