Team,Over Record,Over %,Under %,Total +/-
W Georgia,8-1-0,88.9%,11.1%,+8.1
Mercyhurst,7-2-0,77.8%,22.2%,+9.3
S Indiana,19-11-0,63.3%,36.7%,+5.8
Central Mich,36-21-0,63.2%,36.8%,+2.9
San Jose St,45-27-2,62.5%,37.5%,+4.2
Hsn Christian,43-26-0,62.3%,37.7%,+5.0
Denver,69-42-1,62.2%,37.8%,+3.9
New Orleans,45-28-2,61.6%,38.4%,+3.0
Neb Omaha,69-43-0,61.6%,38.4%,+3.4
Miami (OH),32-20-0,61.5%,38.5%,+5.3
Boston Col,44-28-2,61.1%,38.9%,+3.3
South Dakota,64-41-2,61.0%,39.1%,+4.6
Queens,17-11-1,60.7%,39.3%,+3.7
Temple,54-35-0,60.7%,39.3%,+3.3
Montana St,82-55-0,59.9%,40.2%,+3.7
CS Bakersfld,64-43-0,59.8%,40.2%,+2.0
Baylor,58-39-1,59.8%,40.2%,+3.0
E Illinois,68-46-1,59.7%,40.4%,+1.8
Wisconsin,59-40-1,59.6%,40.4%,+2.4
Lafayette,28-19-2,59.6%,40.4%,+2.3
Samford,50-35-0,58.8%,41.2%,+7.3
Lipscomb,48-34-0,58.5%,41.5%,+4.0
U Mass,45-32-0,58.4%,41.6%,+4.5
Boston U,35-25-0,58.3%,41.7%,+2.2
N Florida,46-33-0,58.2%,41.8%,+4.4
SIU Edward,57-41-1,58.2%,41.8%,+3.1
Pepperdine,75-54-1,58.1%,41.9%,+4.2
Loyola-MD,29-21-0,58.0%,42.0%,+5.4
Rice,69-50-0,58.0%,42.0%,+4.5
Indiana St,37-27-0,57.8%,42.2%,+1.5
Toledo,37-27-2,57.8%,42.2%,+4.3
Columbia,63-46-2,57.8%,42.2%,+1.7
Idaho St,72-53-2,57.6%,42.4%,+2.6
Wofford,50-37-0,57.5%,42.5%,+2.9
Binghamton,35-26-2,57.4%,42.6%,+1.1
Mercer,47-35-2,57.3%,42.7%,+2.8
Stetson,41-31-1,56.9%,43.1%,+1.9
NC-Asheville,37-28-4,56.9%,43.1%,+2.3
Miss Val St,58-44-0,56.9%,43.1%,+2.9
Montana,79-60-1,56.8%,43.2%,+2.9
Tulane,50-38-0,56.8%,43.2%,+5.0
Longwood,38-29-1,56.7%,43.3%,+1.1
McNeese St,38-29-2,56.7%,43.3%,+3.8
Oklahoma,51-39-2,56.7%,43.3%,+1.6
Ball St,34-26-1,56.7%,43.3%,+1.2
Charl South,30-23-1,56.6%,43.4%,+2.4
Georgetown,48-37-0,56.5%,43.5%,+4.5
NW State,40-31-2,56.3%,43.7%,+3.0
Morgan St,45-35-2,56.3%,43.8%,+1.6
Rhode Island,45-35-0,56.3%,43.8%,+2.2
