Team,Over Record,Over %,Under %,Total +/-
Queens,22-10-0,68.8%,31.3%,+6.2
Wofford,82-41-2,66.7%,33.3%,+6.5
CS Bakersfld,54-29-0,65.1%,34.9%,+4.9
Hsn Christian,52-28-1,65.0%,35.0%,+10.3
UCSD,34-19-0,64.2%,35.9%,+5.9
Neb Omaha,69-40-3,63.3%,36.7%,+5.5
Le Moyne,12-7-0,63.2%,36.8%,+5.9
SE Louisiana,44-26-0,62.9%,37.1%,+3.7
McNeese St,47-28-2,62.7%,37.3%,+3.1
Mercyhurst,5-3-0,62.5%,37.5%,+5.7
W Georgia,5-3-0,62.5%,37.5%,+1.3
WI-Milwkee,84-51-0,62.2%,37.8%,+4.6
Gard-Webb,49-30-1,62.0%,38.0%,+3.5
Loyola Mymt,91-56-3,61.9%,38.1%,+3.0
Florida St,99-61-4,61.9%,38.1%,+3.8
New Orleans,45-28-1,61.6%,38.4%,+3.8
TX Southern,51-32-2,61.5%,38.6%,+5.4
Air Force,89-56-1,61.4%,38.6%,+3.9
Howard,46-29-1,61.3%,38.7%,+5.8
TX A&M-Com,19-12-0,61.3%,38.7%,+7.0
Oral Roberts,66-43-0,60.6%,39.5%,+3.2
South Dakota,70-46-1,60.3%,39.7%,+3.8
Loyola-MD,50-33-1,60.2%,39.8%,+1.9
F Dickinson,53-35-3,60.2%,39.8%,+5.7
Wyoming,89-59-2,60.1%,39.9%,+3.9
Denver,75-50-1,60.0%,40.0%,+4.1
E Washingtn,69-46-0,60.0%,40.0%,+6.1
UL Monroe,78-52-3,60.0%,40.0%,+3.8
North Dakota,69-46-2,60.0%,40.0%,+2.3
Lindenwood,18-12-1,60.0%,40.0%,+4.3
Radford,51-34-1,60.0%,40.0%,+1.8
Oakland,78-53-0,59.5%,40.5%,+4.8
E Illinois,72-49-2,59.5%,40.5%,+4.2
N Colorado,72-49-2,59.5%,40.5%,+4.7
Wake Forest,95-65-2,59.4%,40.6%,+2.3
S Car State,38-26-0,59.4%,40.6%,+4.6
SE Missouri,68-47-2,59.1%,40.9%,+4.0
Iowa,101-70-4,59.1%,40.9%,+4.0
Auburn,95-66-1,59.0%,41.0%,+3.7
Rice,81-57-0,58.7%,41.3%,+3.3
Colorado St,85-60-3,58.6%,41.4%,+4.3
Boston U,62-44-2,58.5%,41.5%,+4.2
Norfolk St,38-27-0,58.5%,41.5%,+3.8
Yale,52-37-0,58.4%,41.6%,+4.3
Brown,61-44-0,58.1%,41.9%,+3.2
S Utah,72-52-0,58.1%,41.9%,+2.7
Towson,69-50-0,58.0%,42.0%,+3.2
Lipscomb,66-48-1,57.9%,42.1%,+4.4
E Tenn St,77-56-1,57.9%,42.1%,+2.5
W Illinois,67-49-0,57.8%,42.2%,+2.0
Colgate,58-44-1,56.9%,43.1%,+0.4
Xavier,100-77-4,56.5%,43.5%,+1.6
Youngs St,74-57-1,56.5%,43.5%,+4.4
Idaho St,61-47-1,56.5%,43.5%,+2.9
Beth-Cook,35-27-0,56.5%,43.6%,+3.4
Samford,70-54-1,56.5%,43.6%,+4.7
Cincinnati,97-75-3,56.4%,43.6%,+3.7
NC-Asheville,45-35-1,56.3%,43.8%,+1.1
N Dakota St,63-49-2,56.3%,43.8%,+3.0
N Florida,54-42-1,56.3%,43.8%,+2.7
Kent St,77-60-2,56.2%,43.8%,+4.1
Drake,78-61-0,56.1%,43.9%,+3.8
N Arizona,65-51-3,56.0%,44.0%,+1.3
Minnesota,99-78-2,55.9%,44.1%,+2.0
W Michigan,71-56-3,55.9%,44.1%,+3.5
Presbyterian,43-34-0,55.8%,44.2%,+4.6
North Texas,77-61-2,55.8%,44.2%,+1.6
Arkansas St,73-58-0,55.7%,44.3%,+3.4
California,100-80-4,55.6%,44.4%,+1.8
Niagara,70-56-2,55.6%,44.4%,+3.9
Temple,80-64-1,55.6%,44.4%,+3.2
Wm & Mary,65-52-1,55.6%,44.4%,+3.8
Boston Col,88-71-2,55.4%,44.7%,+2.3
Lafayette,52-42-1,55.3%,44.7%,+1.5
Belmont,74-60-2,55.2%,44.8%,+1.1
Hofstra,69-56-1,55.2%,44.8%,+2.5
IPFW,70-57-3,55.1%,44.9%,+2.6
Ball St,76-62-0,55.1%,44.9%,+1.8
Purdue,88-72-2,55.0%,45.0%,+2.2
Princeton,55-45-1,55.0%,45.0%,+2.5
Utah St,78-64-1,54.9%,45.1%,+1.8
Central Mich,68-56-2,54.8%,45.2%,+2.4
W Kentucky,74-61-6,54.8%,45.2%,+3.1
SC Upstate,46-38-0,54.8%,45.2%,+1.6
Wisconsin,94-78-3,54.7%,45.4%,+1.1
Utah Valley,53-44-1,54.6%,45.4%,+2.8
Georgia St,71-59-0,54.6%,45.4%,+2.8
Grd Canyon,66-55-1,54.6%,45.5%,+0.4
Furman,66-55-2,54.6%,45.5%,+0.1
Elon,66-55-0,54.6%,45.5%,+3.2
Geo Wshgtn,85-71-1,54.5%,45.5%,+3.2
Gonzaga,87-73-0,54.4%,45.6%,+0.5
St Bonavent,75-63-1,54.4%,45.7%,+2.9
Bowling Grn,76-64-2,54.3%,45.7%,+1.5
Richmond,83-70-2,54.3%,45.8%,+1.4
Florida Intl,71-60-3,54.2%,45.8%,+2.2
Stanford,91-77-1,54.2%,45.8%,+2.0
Austin Peay,65-55-2,54.2%,45.8%,+3.4
