Team,ATS Record,Cover %,MOV,ATS +/-
Radford,2-0-0,100.0%,5.0,+13.3
Temple,1-0-0,100.0%,7.0,+9.0
S Carolina St,2-0-0,100.0%,4.5,+2.8
C Arkansas,1-0-0,100.0%,-18.0,+1.5
Boston U,1-0-0,100.0%,7.0,+10.0
Bowling Green,1-0-0,100.0%,1.0,+4.5
NJIT,1-0-0,100.0%,9.0,+16.0
Vanderbilt,1-0-0,100.0%,16.0,+10.5
Georgia Tech,1-0-0,100.0%,-8.0,+15.0
SE Louisiana,1-0-0,100.0%,16.0,+17.0
Arizona St,1-0-0,100.0%,4.0,+10.0
Presbyterian,2-0-0,100.0%,17.5,+19.5
Ohio,1-0-0,100.0%,12.0,+4.5
SF Austin,1-0-1,100.0%,6.0,+2.0
SIU Edward,2-0-0,100.0%,19.5,+18.5
Arkansas,1-0-0,100.0%,-3.0,+1.5
Texas St,1-0-0,100.0%,3.0,+9.0
S Dakota St,2-0-0,100.0%,9.5,+14.8
Dayton,2-0-0,100.0%,6.5,+14.8
Charlotte,2-0-0,100.0%,-0.5,+7.3
Northwestern,2-0-0,100.0%,-1.0,+1.0
Oklahoma,3-0-0,100.0%,3.0,+8.5
Samford,1-0-0,100.0%,8.0,+3.0
DePaul,1-0-0,100.0%,-4.0,+8.5
Oklahoma St,1-0-0,100.0%,6.0,+10.0
American,1-0-0,100.0%,10.5,+5.0
Florida,3-0-0,100.0%,22.7,+16.7
Stanford,1-0-0,100.0%,-2.0,+8.5
Morgan St,1-0-0,100.0%,-3.0,+8.5
California,1-0-0,100.0%,-5.0,+2.0
Marshall,1-0-0,100.0%,-3.0,+5.5
Chicago St,1-0-0,100.0%,-12.0,+6.0
Middle Tenn,1-0-1,100.0%,2.5,+4.0
Charleston,2-0-0,100.0%,4.0,+7.0
UT Arlington,2-0-0,100.0%,2.5,+3.8
San Francisco,2-0-0,100.0%,6.0,+8.0
Detroit Mercy,1-0-0,100.0%,-6.0,+12.5
Mercyhurst,1-0-0,100.0%,-28.0,+2.0
Army,1-0-0,100.0%,-3.0,+7.5
San Jose St,3-0-0,100.0%,11.8,+7.5
