Team,ATS Record,Cover %,MOV,ATS +/-
Mercyhurst,4-2-0,66.7%,12.9,+5.1
Southern,44-23-0,65.7%,9.1,+3.7
Norfolk St,41-25-1,62.1%,9.1,+4.3
Utah Tech,32-20-0,61.5%,5.1,+1.2
Beth-Cook,36-24-1,60.0%,4.6,+1.5
UCSD,30-20-2,60.0%,9.6,+0.7
S Dakota St,102-68-1,60.0%,12.5,+3.1
Utah Valley,63-43-0,59.4%,12.1,+2.6
NC Central,45-31-2,59.2%,16.7,+2.4
Alab A&M,49-34-0,59.0%,3.9,+1.8
Longwood,50-35-2,58.8%,5.1,+1.7
N Florida,56-40-2,58.3%,6.2,+2.4
BYU,215-158-10,57.6%,14.3,+2.0
South Dakota,84-62-3,57.5%,10.1,+1.3
Queens,16-12-1,57.1%,10.2,+0.8
Miss Val St,36-27-0,57.1%,2.5,+1.1
Sam Hous St,44-33-1,57.1%,14.1,+1.8
NC-Asheville,49-37-0,57.0%,9.4,+1.2
Utah,213-162-11,56.8%,12.4,+1.9
Houston,199-152-10,56.7%,11.3,+2.2
St. Thomas,22-17-0,56.4%,14.7,+2.4
Ohio,199-154-4,56.4%,9.5,+1.2
Colgate,59-46-1,56.2%,6.6,+2.3
Middle Tenn,170-133-5,56.1%,9.2,+1.0
Michigan St,222-174-4,56.1%,15.5,+1.2
Bradley,204-160-16,56.0%,7.3,+1.9
Utah St,200-157-9,56.0%,13.9,+1.8
Iowa St,207-163-9,56.0%,11.3,+1.3
Florida A&M,44-35-0,55.7%,2.2,+1.3
Belmont,89-71-5,55.6%,11.9,+1.2
Indiana,239-191-4,55.6%,11.6,+1.1
Vermont,65-52-3,55.6%,12.0,+1.5
Lindenwood,15-12-1,55.6%,6.9,-1.4
Le Moyne,10-8-0,55.6%,12.0,+3.8
Tarleton St,25-20-1,55.6%,14.7,+0.8
IL-Chicago,192-155-8,55.3%,4.1,+0.1
Nebraska,199-162-8,55.1%,7.8,+0.8
N Alabama,38-31-1,55.1%,10.7,+0.9
Duke,230-188-13,55.0%,20.5,+1.2
Villanova,200-164-5,55.0%,11.6,+0.8
S Mississippi,163-134-6,54.9%,8.2,+0.6
New Mexico,209-172-10,54.9%,11.7,+0.9
S Car State,34-28-3,54.8%,4.8,+2.4
Saint Louis,216-178-5,54.8%,7.4,+0.5
Central Ark,40-33-2,54.8%,2.7,-0.1
Arkansas St,162-134-6,54.7%,8.8,+0.5
Furman,137-114-4,54.6%,9.4,+0.5
LA Tech,163-136-3,54.5%,11.7,+1.1
Nevada,183-153-7,54.5%,8.9,+0.6
Miss State,198-166-12,54.4%,10.0,+0.9
Auburn,198-166-9,54.4%,9.7,+1.4
Stanford,218-183-8,54.4%,11.0,+0.9
LIU,32-27-1,54.2%,6.0,+0.7
UAB,193-163-9,54.2%,11.2,+0.7
Tennessee,214-181-6,54.2%,12.5,+1.3
Arkansas,203-172-9,54.1%,12.7,+1.0
Presbyterian,40-34-3,54.1%,4.8,+0.1
Liberty,68-58-3,54.0%,9.6,-0.2
Abl Christian,41-35-2,54.0%,13.7,+1.6
Tulsa,194-166-9,53.9%,9.0,+0.5
Purdue,209-179-10,53.9%,14.0,+1.9
TX-Arlington,78-67-4,53.8%,8.5,-0.2
N Carolina,216-186-6,53.7%,14.4,+0.4
Akron,179-155-7,53.6%,11.9,+0.9
Creighton,211-183-10,53.6%,13.3,+1.0
TX A&M-CC,46-40-4,53.5%,9.2,+0.5
NC-Wilmgton,162-141-7,53.5%,7.2,+0.4
Davidson,156-136-4,53.4%,14.1,+0.5
Gonzaga,195-170-9,53.4%,21.9,+1.4
Michigan,212-185-4,53.4%,9.7,+0.5
Weber St,143-125-7,53.4%,12.3,+0.5
Maryland ES,24-21-2,53.3%,0.5,-0.3
Denver,161-141-6,53.3%,5.0,+0.8
Ohio St,228-201-8,53.2%,13.9,+1.0
Colorado,203-179-9,53.1%,9.4,+1.0
Xavier,215-190-10,53.1%,12.9,+1.2
SE Louisiana,35-31-2,53.0%,7.2,-0.3
San Diego St,192-171-9,52.9%,10.8,+0.5
W Virginia,202-180-2,52.9%,10.6,+1.0
Hampton,46-41-1,52.9%,5.3,+0.3
Oklahoma,194-174-5,52.7%,12.9,+1.1
Clemson,196-176-5,52.7%,9.4,+0.8
Virginia,198-178-6,52.7%,11.1,+0.5
TX El Paso,189-170-9,52.7%,8.6,+0.4
Iowa,213-192-9,52.6%,11.4,+0.8
Wisconsin,214-193-10,52.6%,13.2,+1.0
Drake,178-161-4,52.5%,7.4,+0.9
Memphis,221-200-13,52.5%,13.2,+1.0
Kansas St,189-172-6,52.4%,9.9,+0.9
Indiana St,178-162-7,52.4%,5.4,+0.9
UCF,135-123-7,52.3%,7.8,+0.3
Delaware St,34-31-1,52.3%,4.3,-0.3
Wake Forest,198-181-14,52.2%,8.1,+0.9
UCLA,227-208-6,52.2%,11.2,+0.5
Texas Tech,206-189-4,52.2%,10.4,+0.7
Kansas City,73-67-1,52.1%,5.2,+0.4
Penn St,187-172-11,52.1%,5.4,+0.5
Butler,199-183-10,52.1%,11.5,+1.0
Maryland,203-187-9,52.1%,13.7,+0.2
Florida St,192-177-11,52.0%,8.8,+0.3
Wright St,180-166-7,52.0%,8.4,+0.8
Minnesota,213-197-11,52.0%,8.2,+0.1
Texas A&M,181-168-5,51.9%,9.2,-0.2
Connecticut,197-184-8,51.7%,14.8,+0.2
GA Tech,197-184-4,51.7%,7.1,-0.3
Wash State,198-185-2,51.7%,5.1,+0.7
Kansas,213-199-8,51.7%,17.9,+1.2
UTSA,76-71-3,51.7%,5.3,+1.1
WI-Grn Bay,172-161-7,51.7%,6.4,+0.1
VA Tech,191-179-4,51.6%,8.5,+0.6
Geo Wshgtn,177-166-5,51.6%,6.5,+0.3
Evansville,181-170-10,51.6%,4.5,+0.4
E Washingtn,133-125-5,51.6%,9.5,+0.8
Charlotte,174-164-7,51.5%,6.1,+0.3
Maryland BC,53-50-0,51.5%,2.6,+0.6
Illinois,196-185-14,51.4%,12.8,+1.0
IPFW,90-85-4,51.4%,9.8,+0.1
Oregon,219-207-8,51.4%,11.1,+1.0
Dayton,208-197-6,51.4%,10.5,+0.5
Mississippi,192-182-9,51.3%,9.7,-0.2
VMI,77-73-0,51.3%,6.9,-0.5
Fla Gulf Cst,59-56-1,51.3%,7.3,+0.1
Lipscomb,63-60-1,51.2%,8.4,-0.2
Towson,132-126-5,51.2%,2.4,-0.2
Mercer,70-67-4,51.1%,7.3,+0.2
SIU Edward,77-74-1,51.0%,1.8,+0.1
Alabama,188-181-8,51.0%,11.3,+1.1
Austin Peay,138-133-8,50.9%,8.1,+0.4
High Point,56-54-0,50.9%,8.8,-0.1
St Bonavent,167-161-6,50.9%,5.3,-0.3
Toledo,174-168-5,50.9%,8.5,+0.8
Ark Pine Bl,30-29-1,50.9%,0.9,+0.3
AR Lit Rock,151-146-12,50.8%,6.4,+0.2
UC Irvine,155-150-8,50.8%,9.1,0.0
Missouri,192-186-15,50.8%,10.7,+0.6
Oregon St,194-188-5,50.8%,4.2,-0.1
TN Tech,133-129-9,50.8%,8.4,-0.1
App State,136-132-3,50.8%,9.4,0.0
Yale,109-106-3,50.7%,8.8,-0.2
Morgan St,36-35-1,50.7%,5.7,+0.2
Geo Mason,181-176-10,50.7%,7.3,+0.5
Valparaiso,119-116-6,50.6%,9.5,+0.2
Wm & Mary,146-143-8,50.5%,5.0,-0.2
St Marys,196-192-5,50.5%,12.4,+0.3
Wagner,50-49-2,50.5%,6.1,-1.2
S Alabama,166-163-6,50.5%,7.4,-0.2
W Kentucky,175-172-8,50.4%,9.4,-0.4
Oklahoma St,181-178-7,50.4%,11.7,+0.8
Grd Canyon,60-59-2,50.4%,12.7,+1.3
Drexel,138-136-11,50.4%,6.0,0.0
Murray St,148-146-7,50.3%,14.5,+0.7
Baylor,168-166-9,50.3%,12.2,+0.8
Missouri St,184-182-9,50.3%,8.3,+0.5
UL Monroe,105-104-3,50.2%,5.1,+0.3
Marshall,172-171-10,50.2%,8.3,+0.4
Wyoming,177-176-9,50.1%,7.2,+0.4
Wichita St,177-176-12,50.1%,10.8,+0.2
Jacksonville,49-49-3,50.0%,6.1,+1.2
Morehead St,130-130-8,50.0%,9.1,+0.1
Fla Atlantic,101-101-3,50.0%,4.5,+0.9
