Team,Over Record,Over %,Under %,Total +/-
Alab A&M,4-0-0,100.0%,0.0%,+17.3
UL Monroe,4-0-0,100.0%,0.0%,+26.0
Austin Peay,3-0-0,100.0%,0.0%,+13.3
Idaho,3-0-0,100.0%,0.0%,+9.0
Stony Brook,1-0-0,100.0%,0.0%,+17.0
Ark Pine Bl,1-0-0,100.0%,0.0%,+10.5
Hsn Christian,2-0-0,100.0%,0.0%,+20.5
South Dakota,10-0-0,100.0%,0.0%,+13.4
N Florida,10-0-0,100.0%,0.0%,+16.9
TX A&M-Com,1-0-0,100.0%,0.0%,+10.5
Fordham,7-1-0,87.5%,12.5%,+18.5
Wyoming,6-1-0,85.7%,14.3%,+5.2
Delaware,6-1-0,85.7%,14.3%,+13.1
Howard,6-1-0,85.7%,14.3%,+21.1
IL-Chicago,5-1-0,83.3%,16.7%,+12.8
Siena,5-1-0,83.3%,16.7%,+18.0
North Dakota,5-1-0,83.3%,16.7%,+8.3
TN State,5-1-0,83.3%,16.7%,+10.5
Jackson St,5-1-0,83.3%,16.7%,+12.4
Le Moyne,5-1-0,83.3%,16.7%,+17.8
VA Tech,5-1-0,83.3%,16.7%,+0.7
Lindenwood,5-1-0,83.3%,16.7%,+5.0
Winthrop,13-3-0,81.3%,18.8%,+14.2
Central Ark,4-1-0,80.0%,20.0%,+2.5
Hampton,4-1-0,80.0%,20.0%,+1.0
N Arizona,7-2-0,77.8%,22.2%,+5.5
American,7-2-0,77.8%,22.2%,+6.8
Belmont,10-3-0,76.9%,23.1%,+9.5
N Colorado,9-3-0,75.0%,25.0%,+8.3
VMI,3-1-0,75.0%,25.0%,-0.5
Bellarmine,3-1-0,75.0%,25.0%,+5.1
Stetson,3-1-0,75.0%,25.0%,+8.5
IU Indy,3-1-0,75.0%,25.0%,+11.3
Florida A&M,3-1-0,75.0%,25.0%,+16.3
California,9-3-0,75.0%,25.0%,+9.8
NC Central,6-2-0,75.0%,25.0%,+13.8
Maryland BC,6-2-0,75.0%,25.0%,+5.1
Miami,9-3-0,75.0%,25.0%,+9.9
Charl South,3-1-0,75.0%,25.0%,+3.1
E Michigan,3-1-0,75.0%,25.0%,+20.8
Dayton,11-4-0,73.3%,26.7%,+1.7
S Car State,8-3-0,72.7%,27.3%,+5.5
Temple,8-3-0,72.7%,27.3%,+11.4
USC,8-3-0,72.7%,27.3%,+5.0
UTSA,5-2-0,71.4%,28.6%,+4.3
Ohio,10-4-1,71.4%,28.6%,+5.9
Villanova,10-4-1,71.4%,28.6%,+4.2
Colgate,10-4-0,71.4%,28.6%,+7.8
Idaho St,5-2-0,71.4%,28.6%,+5.1
La Salle,7-3-0,70.0%,30.0%,+5.9
Loyola Mymt,7-3-0,70.0%,30.0%,+1.7
LSU,7-3-0,70.0%,30.0%,+7.5
Miami (OH),9-4-0,69.2%,30.8%,+6.0
N Dakota St,9-4-0,69.2%,30.8%,+6.1
