Team,Over Record,Over %,Under %,Total +/-
W Georgia,3-0-0,100.0%,0.0%,+8.8
New Orleans,54-30-2,64.3%,35.7%,+3.9
S Indiana,18-10-0,64.3%,35.7%,+3.1
Hsn Christian,41-24-2,63.1%,36.9%,+4.8
Miss Val St,15-9-0,62.5%,37.5%,+3.0
Holy Cross,49-30-2,62.0%,38.0%,+0.9
Denver,69-43-0,61.6%,38.4%,+2.9
E Illinois,72-46-2,61.0%,39.0%,+4.3
Morgan St,46-30-3,60.5%,39.5%,+4.0
TX-Pan Am,47-31-2,60.3%,39.7%,+1.6
San Jose St,50-33-2,60.2%,39.8%,+3.1
Bucknell,65-44-2,59.6%,40.4%,+2.2
Santa Clara,97-66-3,59.5%,40.5%,+3.4
Bowling Grn,89-61-1,59.3%,40.7%,+2.6
Wake Forest,90-62-2,59.2%,40.8%,+3.3
Oral Roberts,88-61-1,59.1%,40.9%,+3.8
South Dakota,93-65-4,58.9%,41.1%,+4.5
McNeese St,55-39-1,58.5%,41.5%,+1.5
E Washingtn,111-79-1,58.4%,41.6%,+4.0
N Colorado,93-67-2,58.1%,41.9%,+3.9
N Dakota St,104-75-2,58.1%,41.9%,+2.6
Ball St,87-63-1,58.0%,42.0%,+2.1
Kennesaw St,47-35-2,57.3%,42.7%,+1.6
Boston Col,72-54-3,57.1%,42.9%,+2.2
Howard,52-39-0,57.1%,42.9%,+3.4
Montana St,92-69-0,57.1%,42.9%,+3.2
Pepperdine,70-53-1,56.9%,43.1%,+2.5
Iowa,117-90-4,56.5%,43.5%,+2.8
Lehigh,61-47-0,56.5%,43.5%,+2.9
Chicago St,22-17-0,56.4%,43.6%,+2.6
Lafayette,49-38-3,56.3%,43.7%,+1.3
W Illinois,58-45-1,56.3%,43.7%,+1.5
Campbell,67-52-1,56.3%,43.7%,+1.4
Florida St,113-88-6,56.2%,43.8%,+1.0
North Dakota,73-57-2,56.2%,43.9%,+2.5
High Point,64-50-3,56.1%,43.9%,+2.8
N Arizona,61-48-0,56.0%,44.0%,+2.6
S Utah,74-59-3,55.6%,44.4%,+1.0
UCSD,31-25-2,55.4%,44.6%,+1.0
NW State,47-38-2,55.3%,44.7%,+4.0
Abl Christian,68-55-2,55.3%,44.7%,+1.4
Niagara,69-56-2,55.2%,44.8%,+3.7
Prairie View,54-44-1,55.1%,44.9%,+0.6
Indiana St,91-75-2,54.8%,45.2%,+1.7
Cornell,57-47-2,54.8%,45.2%,+2.2
Austin Peay,80-66-0,54.8%,45.2%,+3.9
Wofford,101-84-3,54.6%,45.4%,+0.8
Lg Beach St,85-71-0,54.5%,45.5%,+3.1
Gard-Webb,67-56-1,54.5%,45.5%,+1.2
DePaul,61-51-0,54.5%,45.5%,+1.0
Grd Canyon,87-73-2,54.4%,45.6%,0.0
IU Indy,50-42-0,54.4%,45.7%,+2.8
Radford,70-59-1,54.3%,45.7%,+1.5
TX El Paso,83-70-1,54.3%,45.8%,+1.1
Norfolk St,77-65-1,54.2%,45.8%,-0.3
VMI,45-38-1,54.2%,45.8%,+2.0
Charlotte,71-60-7,54.2%,45.8%,+2.1
Utah St,110-93-2,54.2%,45.8%,+1.9
Stetson,53-45-2,54.1%,45.9%,+2.1
WI-Grn Bay,73-62-4,54.1%,45.9%,+2.1
Idaho,61-52-0,54.0%,46.0%,+1.4
UL Monroe,68-58-1,54.0%,46.0%,+3.3
Gonzaga,171-146-1,53.9%,46.1%,+1.1
La Salle,69-59-0,53.9%,46.1%,0.0
Portland,56-48-2,53.9%,46.2%,+2.9
Syracuse,102-88-2,53.7%,46.3%,+1.1
Manhattan,66-57-1,53.7%,46.3%,+3.3
N Alabama,44-38-1,53.7%,46.3%,+1.7
Rhode Island,96-83-2,53.6%,46.4%,0.0
Florida,112-97-2,53.6%,46.4%,+0.6
SC Upstate,45-39-0,53.6%,46.4%,+1.5
St. Thomas,30-26-1,53.6%,46.4%,+2.0
Youngs St,76-66-1,53.5%,46.5%,+0.8
Columbia,46-40-5,53.5%,46.5%,+0.5
Ark Pine Bl,31-27-1,53.5%,46.6%,+2.4
Longwood,63-55-4,53.4%,46.6%,+0.5
Fresno St,88-77-0,53.3%,46.7%,+0.8
Montana,105-92-1,53.3%,46.7%,+1.3
Sam Hous St,73-64-0,53.3%,46.7%,+1.3
UNLV,91-80-1,53.2%,46.8%,+1.2
Vanderbilt,83-73-2,53.2%,46.8%,+1.1
Fla Atlantic,83-73-1,53.2%,46.8%,+1.7
Tulsa,83-73-3,53.2%,46.8%,+0.3
Oakland,93-82-1,53.1%,46.9%,+0.9
Utah,102-90-3,53.1%,46.9%,+2.2
Georgetown,78-69-0,53.1%,46.9%,+2.1
Delaware,79-70-0,53.0%,47.0%,+1.5
New Mexico,89-79-1,53.0%,47.0%,+1.9
TX Christian,98-87-1,53.0%,47.0%,+1.0
Yale,90-80-1,52.9%,47.1%,+2.2
Wm & Mary,73-65-2,52.9%,47.1%,+2.9
Rice,73-65-0,52.9%,47.1%,+1.7
Colgate,84-75-1,52.8%,47.2%,+0.6
U Penn,66-59-0,52.8%,47.2%,+1.7
Col Charlestn,107-96-2,52.7%,47.3%,+0.9
Dayton,119-107-3,52.7%,47.4%,-0.4
SE Missouri,60-54-1,52.6%,47.4%,+3.0
Hampton,50-45-1,52.6%,47.4%,+3.6
American,50-45-0,52.6%,47.4%,+0.4
Coastal Car,71-64-0,52.6%,47.4%,+2.7
Ohio St,112-101-2,52.6%,47.4%,+1.8
Winthrop,82-74-2,52.6%,47.4%,+1.7
S Dakota St,113-102-2,52.6%,47.4%,+2.1
TX Southern,72-65-0,52.6%,47.5%,+2.8
Purdue,135-122-3,52.5%,47.5%,+1.6
Furman,104-94-1,52.5%,47.5%,+0.1
NC-Wilmgton,94-85-1,52.5%,47.5%,+1.8
Wright St,105-95-0,52.5%,47.5%,+0.9
Murray St,108-98-2,52.4%,47.6%,+0.5
Oregon St,76-69-0,52.4%,47.6%,-0.7
Toledo,109-99-1,52.4%,47.6%,+2.1
Cleveland St,78-71-4,52.4%,47.7%,+2.0
Mercer,83-76-2,52.2%,47.8%,-0.7
S Mississippi,61-56-3,52.1%,47.9%,+0.6
IPFW,89-82-2,52.1%,48.0%,+0.4
Wyoming,80-74-4,52.0%,48.1%,+2.4
GA Southern,80-74-2,52.0%,48.1%,+0.1
Boston U,67-62-2,51.9%,48.1%,+0.4
Providence,108-100-4,51.9%,48.1%,+0.6
Detroit,54-50-3,51.9%,48.1%,+3.1
Illinois St,81-75-3,51.9%,48.1%,0.0
Arizona,137-127-5,51.9%,48.1%,+1.8
Pittsburgh,83-77-5,51.9%,48.1%,+0.7
Louisville,90-84-5,51.7%,48.3%,+1.0
Indiana,105-98-2,51.7%,48.3%,+0.7
Wisconsin,122-114-4,51.7%,48.3%,+1.1
NC-Asheville,61-57-1,51.7%,48.3%,+0.8
Buffalo,95-89-1,51.6%,48.4%,+1.1
Alabama,112-105-4,51.6%,48.4%,+0.8
LSU,100-94-3,51.6%,48.5%,+1.1
LA Tech,101-95-3,51.5%,48.5%,0.0
S Methodist,101-95-4,51.5%,48.5%,+1.4
Alab A&M,34-32-0,51.5%,48.5%,-1.4
California,69-65-1,51.5%,48.5%,+1.0
Jacksonville,52-49-0,51.5%,48.5%,+0.5
Georgia,88-83-0,51.5%,48.5%,-0.4
IL-Chicago,71-67-0,51.5%,48.6%,+1.0
Loyola Mymt,71-67-3,51.5%,48.6%,-1.3
Nevada,111-105-1,51.4%,48.6%,+0.6
Geo Wshgtn,80-76-1,51.3%,48.7%,+2.4
UTSA,60-57-1,51.3%,48.7%,+2.1
Fla Gulf Cst,60-57-0,51.3%,48.7%,+1.9
N Florida,61-58-0,51.3%,48.7%,+2.4
TX A&M-CC,62-59-4,51.2%,48.8%,+0.2
Neb Omaha,63-60-3,51.2%,48.8%,+1.5
Washington,86-82-1,51.2%,48.8%,+0.1
Marshall,87-83-2,51.2%,48.8%,+1.5
Bradley,88-84-0,51.2%,48.8%,0.0
Weber St,90-86-2,51.1%,48.9%,+1.2
CS Fullerton,68-65-3,51.1%,48.9%,+2.6
Georgia St,91-87-0,51.1%,48.9%,+1.0
Ste F Austin,69-66-2,51.1%,48.9%,+0.7
Missouri,73-70-1,51.1%,49.0%,+0.5
SE Louisiana,50-48-1,51.0%,49.0%,+0.8
App State,75-72-2,51.0%,49.0%,+1.2
Samford,78-75-1,51.0%,49.0%,+1.9
Bellarmine,26-25-1,51.0%,49.0%,+1.6
Connecticut,113-109-2,50.9%,49.1%,+1.5
CS Bakersfld,57-55-0,50.9%,49.1%,-1.1
VA Tech,91-88-3,50.8%,49.2%,+0.5
E Kentucky,75-73-5,50.7%,49.3%,+1.0
WI-Milwkee,75-73-0,50.7%,49.3%,+1.4
Lipscomb,78-76-1,50.7%,49.4%,-0.2
Citadel,43-42-0,50.6%,49.4%,+1.8
Temple,86-84-4,50.6%,49.4%,+1.1
Lamar,43-42-0,50.6%,49.4%,+0.3
N Iowa,93-91-2,50.5%,49.5%,+0.9
St Fran (PA),48-47-0,50.5%,49.5%,-0.2
Colorado St,95-93-2,50.5%,49.5%,-0.3
F Dickinson,49-48-2,50.5%,49.5%,+1.0
Texas Tech,105-103-3,50.5%,49.5%,+0.3
Arkansas,113-111-4,50.5%,49.6%,0.0
Michigan,112-110-4,50.5%,49.6%,+0.1
Baylor,117-115-3,50.4%,49.6%,+0.6
Jksnville St,76-75-3,50.3%,49.7%,+0.4
N Mex State,78-77-1,50.3%,49.7%,-0.2
Iowa St,98-97-0,50.3%,49.7%,0.0
USC,106-105-4,50.2%,49.8%,+1.5
Oregon,126-125-5,50.2%,49.8%,+0.6
Kansas City,52-52-2,50.0%,50.0%,-0.3
Grambling St,55-55-1,50.0%,50.0%,-0.8
Lindenwood,13-13-1,50.0%,50.0%,+0.1
Nebraska,74-74-2,50.0%,50.0%,-0.3
Seton Hall,100-100-2,50.0%,50.0%,+1.0
Florida Intl,61-61-2,50.0%,50.0%,+1.3
U Mass,71-71-0,50.0%,50.0%,+0.6
Portland St,67-67-4,50.0%,50.0%,+0.5
Central Mich,69-69-1,50.0%,50.0%,-0.4
Monmouth,82-82-2,50.0%,50.0%,+1.6
NC State,93-93-2,50.0%,50.0%,+0.4
Sacred Hrt,51-51-3,50.0%,50.0%,+1.7
Valparaiso,83-83-0,50.0%,50.0%,+1.0
Geo Mason,80-80-2,50.0%,50.0%,-0.3
Mercyhurst,3-3-0,50.0%,50.0%,-3.5
Xavier,111-112-6,49.8%,50.2%,+0.7
Auburn,110-111-0,49.8%,50.2%,+0.3
W Virginia,101-102-1,49.8%,50.3%,+0.4
Chattanooga,91-92-2,49.7%,50.3%,-0.3
S Illinois,80-81-2,49.7%,50.3%,-1.1
Northeastrn,78-79-1,49.7%,50.3%,+0.2
Maryland BC,61-62-0,49.6%,50.4%,-0.4
Pacific,56-57-3,49.6%,50.4%,+1.4
Army,53-54-0,49.5%,50.5%,0.0
Hofstra,100-102-0,49.5%,50.5%,+1.2
Miami,99-101-3,49.5%,50.5%,+1.9
NJIT,44-45-1,49.4%,50.6%,-1.1
Hawaii,86-88-4,49.4%,50.6%,-0.5
Princeton,80-82-1,49.4%,50.6%,+1.8
Wash State,78-80-2,49.4%,50.6%,+2.4
Illinois,97-100-4,49.2%,50.8%,+1.2
Miami (OH),64-66-0,49.2%,50.8%,+0.8
Clemson,94-97-3,49.2%,50.8%,-0.2
Vermont,89-92-1,49.2%,50.8%,-0.3
Cal St Nrdge,52-54-1,49.1%,50.9%,+1.2
Colorado,102-106-2,49.0%,51.0%,+0.3
N Carolina,127-132-4,49.0%,51.0%,0.0
Utah Valley,70-73-1,49.0%,51.1%,+1.0
Miss State,93-97-1,49.0%,51.1%,+0.2
Louisiana,87-91-3,48.9%,51.1%,+0.4
Wichita St,108-113-1,48.9%,51.1%,+0.2
W Carolina,64-67-0,48.9%,51.2%,+0.5
UAB,103-108-5,48.8%,51.2%,+1.7
Boise St,103-108-1,48.8%,51.2%,-0.7
Stony Brook,62-65-0,48.8%,51.2%,+1.8
TX-Arlington,82-86-0,48.8%,51.2%,+0.6
Liberty,82-86-3,48.8%,51.2%,+0.5
Oklahoma St,81-85-2,48.8%,51.2%,-0.2
N Illinois,58-61-1,48.7%,51.3%,-0.3
Mass Lowell,57-60-2,48.7%,51.3%,+1.6
Belmont,113-119-1,48.7%,51.3%,-0.1
BYU,107-113-3,48.6%,51.4%,+0.3
Arizona St,86-91-2,48.6%,51.4%,-0.7
St Johns,84-89-4,48.6%,51.5%,+0.5
Ohio,82-87-2,48.5%,51.5%,+0.3
Texas A&M,96-102-2,48.5%,51.5%,0.0
S Florida,63-67-0,48.5%,51.5%,+0.3
S Alabama,76-81-3,48.4%,51.6%,+0.6
Davidson,91-97-3,48.4%,51.6%,+1.0
Villanova,131-140-6,48.3%,51.7%,-0.3
Tulane,56-60-1,48.3%,51.7%,+1.3
Alcorn St,41-44-2,48.2%,51.8%,+0.3
Stanford,82-88-2,48.2%,51.8%,+0.3
Loyola-Chi,100-108-2,48.1%,51.9%,-1.0
Akron,99-107-0,48.1%,51.9%,+1.2
Middle Tenn,86-93-3,48.0%,52.0%,+1.9
Air Force,49-53-1,48.0%,52.0%,+0.9
St Bonavent,94-102-2,48.0%,52.0%,+0.5
Rob Morris,47-51-4,48.0%,52.0%,-0.2
Rutgers,68-74-2,47.9%,52.1%,-1.7
Memphis,101-110-1,47.9%,52.1%,+1.0
W Kentucky,90-98-6,47.9%,52.1%,+0.3
AR Lit Rock,66-72-1,47.8%,52.2%,0.0
Duke,132-144-3,47.8%,52.2%,-0.7
Kentucky,128-140-1,47.8%,52.2%,+0.6
Minnesota,74-81-2,47.7%,52.3%,-0.5
Rider,72-79-2,47.7%,52.3%,-0.4
Kent St,91-100-2,47.6%,52.4%,+0.1
Seattle,70-77-3,47.6%,52.4%,0.0
Tarleton St,30-33-2,47.6%,52.4%,+0.8
UCLA,108-119-4,47.6%,52.4%,+0.5
Loyola-MD,39-43-0,47.6%,52.4%,-2.0
Idaho St,47-52-0,47.5%,52.5%,+0.9
Marquette,101-112-2,47.4%,52.6%,-0.1
Siena,64-71-4,47.4%,52.6%,+0.4
Drexel,63-70-0,47.4%,52.6%,+1.0
GA Tech,71-79-3,47.3%,52.7%,-0.1
Oklahoma,94-105-1,47.2%,52.8%,+0.3
Iona,93-104-1,47.2%,52.8%,+0.4
UC Riverside,64-72-2,47.1%,52.9%,+0.9
Kansas,131-148-6,47.0%,53.1%,-0.3
San Francisco,91-103-1,46.9%,53.1%,+0.1
W Michigan,53-60-0,46.9%,53.1%,+2.0
Missouri St,75-85-1,46.9%,53.1%,-0.1
San Diego,60-68-1,46.9%,53.1%,-0.7
Bryant,52-59-1,46.9%,53.2%,+0.8
Beth-Cook,37-42-0,46.8%,53.2%,-1.1
UCF,81-92-2,46.8%,53.2%,-1.1
Alabama St,29-33-1,46.8%,53.2%,-0.9
Butler,85-97-7,46.7%,53.3%,-0.1
N Kentucky,83-95-0,46.6%,53.4%,-0.9
SIU Edward,48-55-4,46.6%,53.4%,-2.7
Canisius,60-69-3,46.5%,53.5%,+0.5
Notre Dame,86-99-1,46.5%,53.5%,+0.1
Navy,52-60-1,46.4%,53.6%,-0.8
St Josephs,68-79-0,46.3%,53.7%,-0.3
Duquesne,68-79-2,46.3%,53.7%,+0.8
Stonehill,12-14-0,46.2%,53.9%,+0.8
Texas St,77-90-2,46.1%,53.9%,-0.9
Wagner,53-62-2,46.1%,53.9%,-0.9
Kansas St,82-96-2,46.1%,53.9%,-0.3
NC-Grnsboro,93-109-2,46.0%,54.0%,-0.9
Cincinnati,104-122-4,46.0%,54.0%,+0.4
Richmond,81-95-2,46.0%,54.0%,-0.2
Saint Louis,75-88-2,46.0%,54.0%,-0.2
Queens,17-20-0,46.0%,54.1%,-1.6
Michigan St,112-132-5,45.9%,54.1%,-0.2
Florida A&M,28-33-1,45.9%,54.1%,-1.5
Nicholls,50-59-2,45.9%,54.1%,+1.0
UC Davis,72-85-2,45.9%,54.1%,+0.2
TN Martin,59-70-5,45.7%,54.3%,+1.4
E Michigan,59-70-0,45.7%,54.3%,-0.3
NC Central,53-63-0,45.7%,54.3%,-2.0
Northwestern,74-88-5,45.7%,54.3%,-1.0
VCU,105-125-3,45.7%,54.4%,-1.0
E Tenn St,88-105-2,45.6%,54.4%,-0.7
Albany,41-49-2,45.6%,54.4%,+0.4
Drake,87-104-1,45.6%,54.5%,+0.4
Texas,92-110-3,45.5%,54.5%,-1.5
Sac State,56-67-0,45.5%,54.5%,-0.5
Mississippi,81-97-3,45.5%,54.5%,-0.1
Central Conn,35-42-0,45.5%,54.6%,+0.1
Towson,69-83-2,45.4%,54.6%,-0.5
Maryland,98-118-1,45.4%,54.6%,-0.4
North Texas,78-94-4,45.4%,54.7%,-1.3
Central Ark,29-35-2,45.3%,54.7%,+0.6
James Mad,72-87-2,45.3%,54.7%,-0.2
St Peters,71-86-2,45.2%,54.8%,-2.9
Arkansas St,63-77-3,45.0%,55.0%,-0.8
Houston,117-143-3,45.0%,55.0%,-1.6
Marist,48-59-2,44.9%,55.1%,-0.4
S Carolina,81-100-3,44.8%,55.3%,-1.4
Fordham,55-68-1,44.7%,55.3%,-2.6
Creighton,97-120-5,44.7%,55.3%,-1.7
Fairfield,59-73-5,44.7%,55.3%,-1.7
Troy,63-78-4,44.7%,55.3%,-1.3
Mt St Marys,46-57-1,44.7%,55.3%,-2.9
Harvard,62-77-1,44.6%,55.4%,-2.0
Penn St,77-97-1,44.3%,55.8%,+0.4
Presbyterian,34-43-1,44.2%,55.8%,0.0
St Marys,108-137-4,44.1%,55.9%,-2.5
UCSB,81-103-5,44.0%,56.0%,+0.3
Coppin St,25-32-0,43.9%,56.1%,-1.6
Tennessee,100-128-2,43.9%,56.1%,-1.6
E Carolina,53-68-0,43.8%,56.2%,-1.4
Cal Baptist,42-54-0,43.8%,56.3%,-1.8
Old Dominion,77-99-5,43.8%,56.3%,-1.4
Virginia,112-144-2,43.8%,56.3%,-1.9
NC A&T,38-49-0,43.7%,56.3%,+0.2
TN State,55-72-1,43.3%,56.7%,-1.4
Binghamton,35-46-1,43.2%,56.8%,-0.5
San Diego St,107-141-1,43.2%,56.9%,-2.5
Maryland ES,25-33-1,43.1%,56.9%,-0.8
Evansville,53-71-0,42.7%,57.3%,-2.3
Morehead St,74-100-3,42.5%,57.5%,-1.3
Maine,28-38-0,42.4%,57.6%,-2.5
Le Moyne,8-11-0,42.1%,57.9%,-1.1
UC Irvine,93-128-3,42.1%,57.9%,-1.7
