Team,Over Record,Over %,Under %,Total +/-
Miss Val St,3-0-0,100.0%,0.0%,+9.5
Bellarmine,2-0-0,100.0%,0.0%,+22.5
WI-Grn Bay,1-0-1,100.0%,0.0%,+13.8
W Georgia,4-0-0,100.0%,0.0%,+8.1
N Arizona,10-1-0,90.9%,9.1%,+7.0
E Michigan,10-1-0,90.9%,9.1%,+16.7
Charlotte,8-1-0,88.9%,11.1%,+10.9
W Illinois,7-1-0,87.5%,12.5%,+8.7
Jackson St,7-1-0,87.5%,12.5%,+15.1
N Florida,11-2-0,84.6%,15.4%,+11.7
La Salle,10-2-0,83.3%,16.7%,+5.4
Indiana St,9-2-0,81.8%,18.2%,+10.9
Fordham,9-2-0,81.8%,18.2%,+10.0
TN Martin,8-2-0,80.0%,20.0%,+14.4
Fresno St,4-1-0,80.0%,20.0%,+5.4
Idaho St,8-2-0,80.0%,20.0%,+9.9
NJIT,4-1-0,80.0%,20.0%,+5.3
Alab A&M,4-1-0,80.0%,20.0%,+6.9
Morgan St,7-2-0,77.8%,22.2%,+9.1
Northwestern,10-3-0,76.9%,23.1%,+3.3
Belmont,13-4-0,76.5%,23.5%,+9.3
Akron,13-4-1,76.5%,23.5%,+12.7
Cornell,9-3-1,75.0%,25.0%,+5.0
TN State,9-3-0,75.0%,25.0%,+7.7
Lehigh,6-2-0,75.0%,25.0%,+8.9
Ark Pine Bl,3-1-0,75.0%,25.0%,+5.5
Lindenwood,9-3-0,75.0%,25.0%,+6.5
Le Moyne,6-2-0,75.0%,25.0%,+13.8
Stonehill,9-3-0,75.0%,25.0%,+3.9
TX El Paso,11-4-1,73.3%,26.7%,+3.8
E Kentucky,11-4-0,73.3%,26.7%,+3.7
South Dakota,11-4-0,73.3%,26.7%,+9.0
Villanova,11-4-0,73.3%,26.7%,+7.2
Delaware,8-3-0,72.7%,27.3%,+4.7
Valparaiso,8-3-0,72.7%,27.3%,+5.4
Manhattan,8-3-1,72.7%,27.3%,+12.4
Colgate,8-3-0,72.7%,27.3%,+11.5
Georgia St,8-3-0,72.7%,27.3%,+9.4
IL-Chicago,10-4-0,71.4%,28.6%,+7.6
W Michigan,5-2-0,71.4%,28.6%,-5.0
USC,10-4-0,71.4%,28.6%,+5.4
Temple,10-4-0,71.4%,28.6%,+8.8
N Dakota St,12-5-0,70.6%,29.4%,+4.2
St. Thomas,12-5-1,70.6%,29.4%,+8.1
Cal Poly,7-3-0,70.0%,30.0%,+6.6
Alabama St,7-3-0,70.0%,30.0%,+1.0
St Fran (PA),7-3-0,70.0%,30.0%,+5.4
Tarleton St,7-3-0,70.0%,30.0%,+1.9
Central Mich,6-3-0,66.7%,33.3%,+6.3
Rutgers,8-4-0,66.7%,33.3%,+7.1
UTSA,6-3-0,66.7%,33.3%,+4.9
N Colorado,12-6-0,66.7%,33.3%,+6.2
Oklahoma St,8-4-0,66.7%,33.3%,+2.8
San Jose St,8-4-0,66.7%,33.3%,+6.9
Stony Brook,4-2-0,66.7%,33.3%,+4.9
San Diego,2-1-0,66.7%,33.3%,+2.0
Ohio,8-4-0,66.7%,33.3%,+3.1
Bowling Grn,6-3-0,66.7%,33.3%,+1.9
Citadel,2-1-0,66.7%,33.3%,-1.5
Oral Roberts,4-2-0,66.7%,33.3%,+0.8
Pepperdine,6-3-1,66.7%,33.3%,+9.1
Central Ark,4-2-0,66.7%,33.3%,+4.8
Montana,12-6-0,66.7%,33.3%,+2.1
Miami,4-2-0,66.7%,33.3%,+3.0
TX A&M-Com,2-1-0,66.7%,33.3%,-4.0
